,Cum_ret,Market_cap,Gap,EAR,Intraday,Revision,Rating,Vol,Distance_high,RSI,AUTOR,MA50,MA150,PE,PE_premium,Sector
"('POM FP', '27/Feb/2014', '24/Jul/2014', '25/Feb/2015')",0.029338871049962023,3798.4868,2.4297576501989506,5.197568538686464,2.767810888487513,0.06540954625810252,5.132158992428361,0.021464772425787957,1.0,73.30246390531056,2.8347647862074585,8.378679654396509,10.325504573008597,14.054462418173342,0.013391323095311991,Automobiles & Parts
"('FLS DC', '12/Nov/2015', '11/Feb/2016', '11/Feb/2016')",-0.03894189539574833,1729.7254,0.35072351505613814,-2.998686053729972,-3.3494095687861103,-0.08751480402614578,-2.9111712497038265,0.02120675935966353,0.27191558441558444,37.847416341078876,-0.299485688771562,0.6785879364870622,-5.516639347789145,12.45467737338479,0.01451991177637657,Construction & Materials
"('FLS DC', '25/Aug/2015', '12/Nov/2015', '12/Nov/2015')",0.021387905848993638,1704.2358,-0.051962286695276576,-4.745888851501801,-4.6939265648065245,-0.12356326147770681,-4.6223255900240945,0.020948541271587465,0.0,29.041676684177503,-2.566980041509707,-9.127504462073436,-9.761344476965323,10.982040791028211,-0.11191805829219426,Construction & Materials
"('FLS DC', '08/May/2015', '25/Aug/2015', '25/Aug/2015')",0.1545326036031327,2024.3695,0.8251781283048756,6.361857182737565,5.53667905443269,0.028047281991141856,6.333809900746424,0.013867717323337135,0.6616022099447514,70.91468195377162,-0.15490972737201422,-1.1780974300925828,2.5148752739710485,13.293608693384225,0.06751647621893508,Construction & Materials
"('FLS DC', '12/Feb/2015', '08/May/2015', '08/May/2015')",-0.03891759670787642,1954.7293,0.21144229305877787,-2.255384459293627,-2.466826752352405,-0.014627659574468042,-2.240756799719159,0.019121655493549737,0.5431918008784774,39.14973213514217,0.3448241946353632,1.8427106408871732,1.0778383009098071,13.089008903631713,0.04453594309090936,Construction & Materials
"('FLS DC', '07/Nov/2014', '12/Feb/2015', '12/Feb/2015')",0.03492383415409517,1759.1406,0.1928808203234785,-3.1412019309825423,-3.334082751306021,-0.0036503331770820907,-3.13755159780546,0.01360773928485235,0.012539184952978233,44.60854991627546,-1.8175832015081175,-6.522875341249622,-8.266496610863076,11.880710700483117,-0.06051038992217339,Construction & Materials
"('FLS DC', '13/Aug/2014', '07/Nov/2014', '07/Nov/2014')",-0.10761618351270441,2078.7238,0.5179849388263108,1.831446747993026,1.3134618091667152,-0.005606034530976753,1.8370527825240028,0.018480555813726963,0.5552325581395346,63.34774383173624,1.250309817634292,0.3801417272577412,1.0195044811455884,14.36267186671127,0.14255705073110958,Construction & Materials
"('FLS DC', '14/May/2014', '13/Aug/2014', '13/Aug/2014')",-0.11265211498464212,2286.3053,2.4036648279122512,4.0550376104473855,1.6513727825351343,-0.05119151236345419,4.10622912281084,0.017529788044370772,1.0,67.0171228588396,2.7654836362085806,8.10450715587646,8.599408509800552,15.955847434887001,0.30109710232854225,Construction & Materials
"('FLS DC', '13/Feb/2014', '14/May/2014', '14/May/2014')",0.011775764399037714,1977.0954,-3.705155785304618,-4.129704885704104,-0.4245491003994859,-0.19485014453065574,-3.9348547411734485,0.017348404241576333,0.24261275272161772,36.213253726027865,-0.637150531963247,-3.0250462097792146,-2.4055713852050564,11.617878540316875,-0.025965898119031383,Construction & Materials
"('FLS DC', '06/Nov/2013', '13/Feb/2014', '13/Feb/2014')",0.004172994736620916,2068.398,-1.347906990065631,2.7366596464968698,4.084566636562501,0.06849120451957277,2.668168441977297,0.01770238713980752,0.5252918287937741,61.827667625533834,0.041625457693901316,-1.4537118182853102,-0.5478120572120594,11.370233211163448,-0.017598124615004762,Construction & Materials
