,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_core
LLOY LN,2012-03-21,2012-03-23,2012-03-21,2012-03-23,LLOY LN,Lloyds Banking Group PLC,269.484,479.297,35.4686,"ADDL,Primary Share Offering",39037.5,2.287653685,0.2013013512,39037.5,89.95261372962088,[None],35.608,35.865,-0.01105255820437756,0.003930236885583138,False
AVM LN,2012-03-15,2012-03-16,2012-03-15,2012-03-16,AVM LN,Avocet Mining PLC,74.5176,23.694,200.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.5,0.0,710.1737,3.940651732382291,['JP Morgan'],201.6412,227.0,-0.11894273127753308,0.008205999999999936,True
EMGS NO,2012-03-15,2012-03-16,2012-03-15,2012-03-16,EMGS NO,Electromagnetic Geoservices AS,71.0163,21.8734,18.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",0.0,-0.8000000119,-2.933333397,663.2556,5.346830375476786,"['Arctic Securities', 'Carnegie']",18.8704,19.4,-0.03350515463917514,0.00642133333333339,False
RI FP,2012-03-14,2012-03-14,2012-03-14,2012-03-14,RI FP,Pernod Ricard SA,650.536,6.2,80.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.61290133,-0.2729509771,28342.7328,55.21155959067139,"['BNP Paribas', 'Societe Generale']",82.0225,82.1,-0.018270401948842885,0.017648883374689728,False
AKE FP,2012-03-13,2012-03-14,2012-03-13,2012-03-14,AKE FP,Arkema SA,567.929,6.197,69.9,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.7582281828,0.3719577491,5895.721,26.390232863476133,"['Bank of America Merrill Lynch', 'HSBC']",69.2776,72.61,-0.037322682826056885,-0.00890414878397705,True
BME SM,2012-03-13,2012-03-14,2012-03-13,2012-03-14,BME SM,Bolsas y Mercados Espanoles SH,91.9343,3.506,20.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.0,-0.07500000298,2230.9382,11.926574390603705,"['Bankia', 'UBS']",20.1955,20.35,-0.017199017199017286,0.009774999999999867,True
DEMANT DC,2012-03-08,2012-03-08,2012-03-08,2012-03-08,DEMANT DC,Demant A/S,231.364,2.674,485.0,"ADDL,Secondary Share Offering,Block",0.0,4.639175415,6.907216549,5246.4319,8.888262912642794,['Carnegie'],498.6516,504.0,-0.037698412698412676,0.028147628865979435,False
WDI GR,2012-03-07,2012-03-12,2012-03-07,2012-03-12,WDI GR,Wirecard AG,183.355,10.1831,13.7,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,6.204380989,6.569344521,1889.2534,6.670292578134024,[None],14.4796,14.12,-0.029745042492917873,0.05690510948905114,False
KSK LN,2012-03-06,2012-03-12,2012-03-06,2012-03-12,KSK LN,KSK Power Ventur PLC,62.0079,7.589,520.0,"ADDL,Primary Share Offering",1302.25,2.884615421,2.884615421,1302.25,1.6147503753219108,['Arden Partners Ltd'],536.087,547.5,-0.05022831050228316,0.030936538461538543,False
LR FP,2012-03-05,2012-03-05,2012-03-05,2012-03-05,LR FP,Legrand SA,454.674,12.7304,27.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,0.9259259105,-2.666666746,9525.1694,29.069016093672186,['Goldman Sachs'],27.3218,27.35,-0.012797074954296161,0.01191851851851844,True
SKG ID,2012-03-02,2012-03-02,2012-03-02,2012-03-02,SKG ID,Smurfit Kappa Group PLC,208.311,21.6,7.3,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.369860411,-0.7534272671,2162.2869,5.879809243060517,"['Credit Suisse', 'Davy']",7.291,7.36,-0.00815217391304357,-0.0012328767123287454,False
AZEM LN,2012-03-02,2012-03-02,2012-03-02,2012-03-02,AZEM LN,AZ Electronic Materials Sarl,206.32,44.0975,295.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",0.0,0.3050847352,-0.6779661179,1782.1823,4.751195695796792,['Deutsche Bank'],298.8971,295.0,0.0,0.013210508474576388,False
1643322D NO,2012-03-01,2012-03-01,2012-03-01,2012-03-01,1643322D NO,Seadrill Ltd/old,1001.68,24.0,232.79,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-3.045660734,-3.475232363,18786.5251,51.0954799073586,['Goldman Sachs'],225.9002,223.3,0.0424988804299149,-0.029596632157738667,True
JYSK DC,2012-02-29,2012-03-01,2012-02-29,2012-03-01,JYSK DC,Jyske Bank A/S,209.551,6.48,180.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Private Placement",2089.27,5.555555344,4.444444656,2089.27,3.158835699839238,"['Svenska Handelsbanken', 'JP Morgan']",187.8768,200.2,-0.10089910089910081,0.04376000000000002,True
ADN LN,2012-02-29,2012-02-29,2012-02-29,2012-02-29,ADN LN,Aberdeen Asset Management PLC,218.018,57.0,240.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.7916666865,4.166666508,4391.1593,33.77078412520384,"['Credit Suisse', 'Barclays']",239.6685,240.7,-0.002908184461985819,-0.0013812500000000005,False
AMS SM,2012-02-29,2012-03-01,2012-02-29,2012-03-01,AMS SM,Amadeus IT Group SA,632.209,33.5686,14.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.340422869,1.843968868,8549.0445,115.54863059365736,"['Goldman Sachs', 'Banco Santander']",14.4873,14.3,-0.013986013986014068,0.027468085106382878,True
RXL FP,2012-02-29,2012-03-01,2012-02-29,2012-03-01,RXL FP,Rexel SA,631.118,30.0,15.75,"ADDL,Secondary Share Offering,Block",0.0,2.539682627,2.761904716,5940.6907,7.251001296030164,['Deutsche Bank'],15.9761,16.545,-0.04805077062556673,0.014355555555555677,False
TEG GR,2012-02-28,2012-03-21,2012-02-28,2012-03-21,TEG GR,TAG Immobilien AG,180.679,20.6637,6.5,"ADDL,Rump Placement",0.0,0.0,0.7230769396,648.8126,1.9171961864034484,"['Kempen & Co NV', 'Oddo BHF SCA']",6.5166,6.366,0.0210493245366008,0.002553846153846129,False
ADN LN,2012-02-24,2012-02-24,2012-02-24,2012-02-24,ADN LN,Aberdeen Asset Management PLC,209.497,55.0,240.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.666666746,4.25,4492.8812,10.8588766493221,"['Canaccord Genuity', 'Nplus1 Singer Ltd']",240.3697,247.3,-0.029518803073190547,0.0015404166666665997,False
BNR GR,2012-02-23,2012-02-24,2012-02-23,2012-02-24,BNR GR,Brenntag AG,768.941,7.0,82.5,"ADDL,Secondary Share Offering,PE Exit,Accelerated Bookbuild",0.0,2.060606003,5.115151405,5787.4979,14.166764304199868,['Goldman Sachs'],83.8694,84.4,-0.02251184834123232,0.01659878787878788,True
TUI1 GR,2012-02-21,2012-02-22,2012-02-21,2012-02-22,TUI1 GR,TUI AG,102.978,12.85,6.05,"ADDL,Secondary Share Offering,Block",0.0,-3.152642194e-06,-1.371903896,2090.1259,9.731202308661363,['BNP Paribas'],6.0497,6.265,-0.03431763766959295,-4.9586776859511517e-05,False
ALGETA NO,2012-02-13,2012-02-15,2012-02-13,2012-02-15,ALGETA NO,Algeta ASA,75.1156,3.0,143.0,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,Accelerated Bookbuild",1049.49,6.923077106,8.671328545,1049.49,5.69085166515727,"['DNB ASA', 'Goldman Sachs', 'Jefferies']",151.7665,156.6,-0.0868454661558109,0.06130419580419577,True
HGM LN,2012-02-13,2012-04-26,2012-02-13,2012-04-26,HGM LN,Highland Gold Mining Ltd,125.423,66.235,120.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Sub Sector Flag",0.0,7.5,4.166666508,839.0183,1.4066452700273273,"['HSBC', 'Numis', 'Sberbank CIB CJSC']",121.0299,163.5,-0.2660550458715596,0.008582499999999937,False
SKYD GR,2012-02-09,2012-02-10,2012-02-09,2012-02-10,SKYD GR,Sky Deutschland AG,207.143,70.81,2.2,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,6.818179607,5.09090662,2050.7183,9.220240419095703,"['Bank of America Merrill Lynch', 'UniCredit']",2.3307,2.178,0.010101010101010166,0.05940909090909097,True
CNA LN,2012-02-08,2012-02-09,2012-02-08,2012-02-09,CNA LN,Centrica PLC,929.414,199.375,294.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.358234286,-2.03735137,24116.4372,42.76105275907315,['Citi'],292.3529,294.5,0.0,-0.0072906621392191395,False
MC FP,2012-02-06,2012-02-06,2012-02-06,2012-02-06,MC FP,LVMH Moet Hennessy Louis Vuitt,732.227,4.48,124.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.606425762,0.6425702572,85765.8523,133.53249151234957,['Credit Suisse'],128.1709,128.65,-0.032258064516129115,0.029485140562248935,False
TRN IM,2012-02-02,2012-02-02,2012-02-02,2012-02-02,TRN IM,Terna Rete Elettrica Nazionale,368.928,102.384,2.74,"ADDL,Secondary Share Offering",0.0,0.5839412808,0.6569339633,7295.6195,16.447653514417976,"['Intesa Sanpaolo', 'JP Morgan', 'Mediobanca', 'UniCredit']",2.7654,2.76,-0.007246376811594013,0.009270072992700662,True
ETL FP,2012-01-13,2012-01-13,2012-01-13,2012-01-13,ETL FP,Eutelsat Communications SA,1243.49,35.2182,27.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.238777757,2.621183395,7817.8807,9.04221463492032,"['Credit Suisse', 'Morgan Stanley', 'Societe Generale']",28.3223,28.015,-0.005889701945386405,0.01695870736086169,True
GIB GR,2012-01-12,2012-01-12,2012-01-12,2012-01-12,GIB GR,GSW Immobilien AG,224.195,7.8759,22.18,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.06762711704,0.9918832183,1169.3859,2.532055416381434,['Goldman Sachs'],22.0748,22.195,-0.0006758278891642044,-0.004743011722272317,True
REP SM,2012-01-10,2012-01-11,2012-01-10,2012-01-11,REP SM,Repsol SA,1743.33,61.0432,22.35,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.1789726168,-1.431769013,36722.857,772.1228280782292,"['Banco Bilbao Vizcaya Argentaria', 'Deutsche Bank', 'Goldman Sachs', 'JP Morgan', 'UBS']",22.3124,23.54,-0.050552251486830846,-0.001682326621924024,True
BNR GR,2012-01-04,2012-01-05,2012-01-04,2012-01-05,BNR GR,Brenntag AG,408.051,4.5,70.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.700000048,5.185714245,4669.2499,9.684933361754222,['Goldman Sachs'],70.8958,69.99,0.00014287755393627144,0.01279714285714273,True
AZEM LN,2011-12-07,2011-12-07,2011-12-07,2011-12-07,AZEM LN,AZ Electronic Materials Sarl,148.855,40.0,237.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,0.801687777,1.898734212,1411.5407,1.6457971566620226,['UBS'],238.612,236.0,0.004237288135593209,0.006801687763713149,True
RWE GR,2011-12-05,2011-12-08,2011-12-05,2011-12-08,RWE GR,RWE AG,1830.62,52.3405,26.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,4.923077106,7.096153736,21309.3503,153.53452535988427,"['Deutsche Bank', 'Goldman Sachs']",27.4051,28.35,-0.08289241622574961,0.05404230769230778,True
VMED LN,2011-11-30,2011-11-30,2011-11-30,2011-11-30,VMED LN,Virgin Media Inc/Old,156.2,7.1,1400.0,"ADDL,Secondary Share Offering,Block",0.0,-0.5113502741,2.341370821,6493.0613,2.8925784173999904,['Credit Suisse'],1431.136,1431.0,-0.021663172606568804,0.022240000000000038,False
PTEC LN,2011-11-23,2011-12-21,2011-11-23,2011-12-21,PTEC LN,Playtech Plc,155.26,46.5116,215.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag",965.748,3.13953495,7.790697575,965.748,3.7796372278044155,[None],221.7677,215.5,-0.002320185614849146,0.03147767441860472,False
TALK LN,2011-11-23,2011-11-23,2011-11-23,2011-11-23,TALK LN,TalkTalk Telecom Group PLC,51.0402,26.0905,126.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",0.0,2.777777672,1.666666627,1812.3751,1.9714931225202545,['Barclays'],128.5473,127.7,-0.013312451057165275,0.02021666666666677,False
CHR DC,2011-11-16,2011-11-17,2011-11-16,2011-11-17,CHR DC,Chr Hansen Holding A/S,313.426,15.0,115.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,1.391304374,1.391304374,3059.791,7.081432603525267,"['Goldman Sachs', 'JP Morgan']",115.9317,122.0,-0.05737704918032782,0.00810173913043477,True
LR FP,2011-11-09,2011-11-09,2011-11-09,2011-11-09,LR FP,Legrand SA,793.444,24.3,24.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Private Placement",0.0,-1.25,-0.3958333433,8635.8769,20.665661527065282,['Societe Generale'],23.8101,24.1,-0.004149377593361092,-0.0079125000000001,False
AMS SM,2011-10-18,2011-10-19,2011-10-18,2011-10-19,AMS SM,Amadeus IT Group SA,530.118,30.6229,12.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.1587271243,0.119044587,8089.4424,44.31103641967625,['Barclays'],12.6904,13.155,-0.04218928164196123,0.007174603174603167,False
GIB GR,2011-10-13,2011-10-13,2011-10-13,2011-10-13,GIB GR,GSW Immobilien AG,228.528,8.2105,20.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,8.098765373,9.358024597,1235.1826,2.211440552222926,"['Deutsche Bank', 'Goldman Sachs']",21.2649,21.89,-0.07492005481955233,0.05011851851851845,True
RKH LN,2011-10-12,2011-10-12,2011-10-12,2011-10-12,RKH LN,Rockhopper Exploration PLC,73.2384,25.814,180.0,"ADDL,Primary Share Offering,Best Efforts,Accelerated Bookbuild,Sub Sector Flag",0.0,15.83333302,12.77777767,863.2565,12.796760638413872,"['Canaccord Genuity', 'Bank of America Merrill Lynch']",193.4064,212.0,-0.15094339622641506,0.07447999999999988,True
GKP LN,2011-09-20,2011-09-23,2011-09-20,2011-09-23,GKP LN,Gulf Keystone Petroleum Ltd,200.473,91.12,140.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag",1877.47,7.321428776,6.607142925,1877.47,19.779520631551076,[None],150.7303,152.5,-0.08196721311475408,0.07664500000000007,False
ARCHER NO,2011-08-31,2011-09-01,2011-08-31,2011-09-01,ARCHER NO,Archer Ltd,168.224,30.0,30.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-3.299999952,-6.533333302,1874.3063,6.465470909980229,"['Carnegie', 'Danske Bank', 'DNB ASA', 'Swedbank', 'Nordea Bank Abp', 'Pareto Securities', 'Clarksons Platou Securities']",29.3652,31.0,-0.032258064516129004,-0.021159999999999957,False
HTG LN,2011-08-05,2011-08-05,2011-08-05,2011-08-05,HTG LN,Hunting PLC,139.749,13.1758,648.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-2.932098866,-6.481481552,1408.3392,2.787836927736833,"['Barclays', 'NatWest Markets']",652.6493,646.5,0.002320185614849146,0.007174845679012387,False
SAF FP,2011-07-28,2011-07-28,2011-07-28,2011-07-28,SAF FP,Safran SA,269.706,6.5,29.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.0,0.1034482792,17900.5786,40.95951161006792,['Morgan Stanley'],29.6373,30.0,-0.033333333333333326,0.0219758620689654,True
AFR LN,2011-07-27,2011-07-28,2011-07-27,2011-07-28,AFR LN,Afren PLC,184.475,83.6795,135.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.481481552,3.92592597,2353.7651,8.198908700705543,"['Bank of America Merrill Lynch', 'Morgan Stanley']",138.9783,146.2,-0.07660738714090276,0.029468888888888767,True
EDEN FP,2011-07-19,2011-07-25,2011-07-19,2011-07-25,EDEN FP,Edenred,522.83,18.1874,20.3,"ADDL,Secondary Share Offering,Block",0.0,0.6157673001,-0.2463016659,6909.6955,7.602775005435662,['Barclays'],20.2452,21.6,-0.06018518518518523,-0.002699507389162581,False
CTY1S FH,2011-07-13,2011-07-19,2011-07-13,2011-07-19,CTY1S FH,Citycon Oyj,141.019,33.0,3.02,"ADDL,Primary Share Offering,Accelerated Bookbuild",1187.93,-3.973509312,-3.973509312,1187.93,1.0631508943431602,['Danske Bank'],2.903,2.95,0.023728813559321882,-0.03874172185430458,False
TKA GR,2011-07-07,2011-07-07,2011-07-07,2011-07-07,TKA GR,thyssenkrupp AG,2339.16,49.4848,32.95,"ADDL,Primary Share Offering,Block",0.0,-0.485586524,-1.39605689,24283.0274,118.72097668544995,"['Commerzbank', 'Deutsche Bank', 'HSBC']",32.8902,32.9,0.001519756838905817,-0.0018148710166920878,False
SCR FP,2011-07-06,2011-07-06,2011-07-06,2011-07-06,SCR FP,SCOR SE,114.843,4.25096,18.85,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.007955551,0.2652499676,5098.572,14.612397902983496,['UBS'],18.882,18.95,-0.005277044854881119,0.0016976127320955658,True
AMS SM,2011-07-06,2011-07-06,2011-07-06,2011-07-06,AMS SM,Amadeus IT Group SA,816.781,41.0,13.9,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.726621509,2.91367197,8990.2654,46.666355028767285,"['Goldman Sachs', 'Morgan Stanley']",13.9509,14.015,-0.00820549411344984,0.00366187050359712,True
KD8 GR,2011-07-01,2011-07-01,2011-07-01,2011-07-01,KD8 GR,Kabel Deutschland Holding AG,1189.98,19.9526,41.1,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,1.849152207,1.50851953,5366.9659,29.531198077858907,['UBS'],41.7512,41.095,0.00012166930283497024,0.01584428223844281,True
LEO GR,2011-06-30,2011-07-01,2011-06-30,2011-07-01,LEO GR,Leoni AG,163.705,2.969,38.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.697368383,4.802631378,1716.4619,12.463631290984539,['Deutsche Bank'],38.5392,39.83,-0.04594526738639215,0.01418947368421053,False
UBI IM,2011-06-24,2011-06-27,2011-06-24,2011-06-27,UBI IM,Unione di Banche Italiane SpA,109.296,20.2495,3.808,"ADDL,Primary Share Offering,Rump Placement",0.0,0.367644757,-0.7352964282,4836.4661,70.85418486787107,"['Barclays', 'BNP Paribas', 'Citi', 'Deutsche Bank', 'ING Groep', 'Mediobanca', 'Morgan Stanley', 'Unione di Banche Italiane SPA']",3.8039,3.784,0.00634249471458781,-0.0010766806722688482,True
AGK LN,2011-06-22,2011-06-23,2011-06-22,2011-06-23,AGK LN,Aggreko PLC,61.2598,2.07509,1830.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.0928962229999999,-0.7103825212,8247.6002,24.293098414835562,['Citi'],1831.684,1862.0,-0.017185821697099923,0.000920218579234966,False
JUP LN,2011-06-21,2011-06-22,2011-06-21,2011-06-22,JUP LN,Jupiter Fund Management PLC,121.89,31.3,240.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.5,1.875,1856.6592,3.798829877216669,['JP Morgan'],251.6201,250.0,-0.040000000000000036,0.04841708333333328,True
SAABB SS,2011-06-08,2011-06-08,2011-06-08,2011-06-08,SAABB SS,Saab AB,247.897,11.1662,137.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.0,-0.07299269736,2414.3606,4.0045191871879044,['NatWest Markets'],136.3148,136.5,0.00366300366300365,-0.005001459854014678,False
TCY LN,2011-06-02,2011-06-02,2011-06-02,2011-06-02,TCY LN,Telecity Group Ltd,92.4218,10.7,528.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.272727251,2.840909004,1742.9748,3.0134922075844446,['Barclays'],532.863,537.0,-0.016759776536312887,0.009210227272727467,False
AZEM LN,2011-06-01,2011-06-01,2011-06-01,2011-06-01,AZEM LN,AZ Electronic Materials Sarl,395.523,80.0,302.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.443708658,4.635761738,1945.6119,3.8346841942903667,['UBS'],307.3141,312.0,-0.03205128205128205,0.017596357615893954,True
BC8 GR,2011-06-01,2011-06-01,2011-06-01,2011-06-01,BC8 GR,Bechtle AG,163.486,3.9165,29.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.6896551847,-0.6206896305,870.5491,1.1959067504044,"['Deutsche Bank', 'Landesbank Baden-Wuerttemberg']",29.2381,28.8,0.00694444444444442,0.008210344827586091,False
BMPS IM,2011-06-01,2011-06-01,2011-06-01,2011-06-01,BMPS IM,Banca Monte dei Paschi di Sien,539.235,450.0,0.8325,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-2.942940712,-4.684682369,7839.213,23.846045747298714,['Goldman Sachs'],0.845,0.8105,0.027143738433065945,0.01501501501501501,True
JUP LN,2011-05-11,2011-05-11,2011-05-11,2011-05-11,JUP LN,Jupiter Fund Management PLC,73.6155,15.0,300.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.5,-1.799999952,2238.7658,2.1347672032696194,['JP Morgan'],299.9963,299.0,0.0033444816053511683,-1.2333333333280905e-05,True
KYG ID,2011-05-10,2011-05-10,2011-05-10,2011-05-10,KYG ID,Kerry Group PLC,60.8335,1.5,28.25,"ADDL,Primary Share Offering",0.0,2.460176945,3.752212286,7292.2416,8.824599616969824,['NatWest Markets'],28.34,28.94,-0.02384243261921226,0.003185840707964571,False
CAPC LN,2011-05-05,2011-05-05,2011-05-05,2011-05-05,CAPC LN,Capital & Counties Properties,165.229,62.1,162.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.703703642,4.938271523,1719.8542,1.7507739327635954,['UBS'],167.6295,168.4,-0.038004750593824244,0.03475000000000006,True
ILD FP,2011-05-05,2011-05-05,2011-05-05,2011-05-05,ILD FP,Iliad SA,57.8466,0.45882,86.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3815028965,1.526011586,7040.5197,10.055983950638513,['Societe Generale'],88.918,88.26,-0.019941083163380946,0.027953757225433584,False
CHG LN,2011-04-20,2011-04-27,2011-04-20,2011-04-27,CHG LN,Chemring Group PLC,184.09,17.4052,645.0,"ADDL,Primary Share Offering",0.0,4.1860466,3.875968933,1953.8122,6.853617237260954,['Investec'],669.3372,673.5,-0.04231625835189312,0.037732093023255864,False
PRY IM,2011-04-20,2011-04-20,2011-04-20,2011-04-20,PRY IM,Prysmian SpA,338.84,15.5831,15.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3892.18,5.0,4.599999905,3892.18,53.94049113474561,['UniCredit'],15.3456,15.67,-0.04275686024250158,0.02303999999999995,False
CLN SW,2011-04-18,2011-04-18,2011-04-18,2011-04-18,CLN SW,Clariant AG,196.073,10.9936,16.0,"ADDL,Primary Share Offering",0.0,1.3125,4.4375,4148.5757,35.70594980886172,"['Credit Suisse', 'Morgan Stanley']",16.1936,16.17,-0.010513296227582014,0.0121,True
ARL GR,2011-04-14,2011-04-14,2011-04-14,2011-04-14,ARL GR,Aareal Bank AG,148.215,4.99135,20.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,14.58536625,18.24390221,1457.5439,10.11493235456812,"['Deutsche Bank', 'HSBC']",22.923000000000002,23.535,-0.1289568727427236,0.11819512195121962,False
HGG LN,2011-04-14,2011-04-14,2011-04-14,2011-04-14,HGG LN,Janus Henderson Group PLC,131.964,49.8284,162.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-0.6790123582,0.3703703582,2854.3021,3.7895415615258177,['Barclays'],161.0488,160.7,0.008089607965152457,-0.005871604938271657,False
