,,,,,0,1,2,3,4
21,1,50,5,0.55,0.5397399497376133,0.7040232829148523,746.8,0.0022760510926956145,0.41687427159039536
21,1,50,5,0.6,0.5549897755400568,0.6478469600787742,291.65,0.0009372850267466814,0.2835966504925642
21,1,50,10,0.55,0.5317133739482588,0.6730754167294843,738.85,0.0022103055835093026,0.4354845648937292
21,1,50,10,0.6,0.5415359396003955,0.6901434216316056,394.3,0.0013453612865592496,0.38638428938507796
21,1,50,15,0.55,0.5284148827649477,0.658922844100205,694.55,0.002150374030572783,0.48290165316963707
21,1,50,15,0.6,0.5359194402395542,0.6309278326637665,381.9,0.0011276504904102612,0.3984373743053886
21,1,100,5,0.55,0.5372837527861251,0.7882926366207755,668.15,0.0019420665426326776,0.39442829349642855
21,1,100,5,0.6,0.5704745386783349,0.5228333712265489,232.55,0.0004644021191297418,0.16140228843773158
21,1,100,10,0.55,0.5390061152905546,0.7203815418469798,694.6,0.002358950839277725,0.4840230377623475
21,1,100,10,0.6,0.551778506257951,0.7936236055359298,325.05,0.001177252761786572,0.40942702477189197
21,1,100,15,0.55,0.5326431223683399,0.6662049983268652,636.15,0.0019263090136904114,0.46827809007225374
21,1,100,15,0.6,0.5461193650436369,0.7936471851426176,311.65,0.0010188071464606202,0.39128692909388174
21,1,200,5,0.55,0.5388141525137086,0.6717118580963704,664.1,0.0021762527010663365,0.42610937530697346
21,1,200,5,0.6,0.5628660568901863,0.6052019311927314,213.55,0.00039899766451704355,0.13501940127669343
21,1,200,10,0.55,0.5369033297292247,0.6244072204895225,652.25,0.002356966929081138,0.5125136268219351
21,1,200,10,0.6,0.5528358990967696,0.6399527810991864,270.15,0.0009658828352952275,0.3438926753546338
21,1,200,15,0.55,0.5393481149990734,0.7645288116140821,606.05,0.002140038990615954,0.5042355828406155
21,1,200,15,0.6,0.5542071996256025,0.7307290321169131,262.55,0.0008514985697395058,0.365602906184765
21,2,50,5,0.55,0.55107447565718,0.4384053146787961,563.2631578947369,0.0022693198389729277,0.43093094856962993
21,2,50,5,0.6,0.5469136585335077,0.6068730939326735,140.78947368421052,0.0006860319941561756,0.3349160291126015
21,2,50,10,0.55,0.5295654559741332,0.704708490124318,664.6842105263158,0.0019856347064786135,0.398293318942417
21,2,50,10,0.6,0.520377604494638,0.321405631903744,313.10526315789474,0.0010451708431103888,0.3301378421873447
21,2,50,15,0.55,0.5288392133720913,0.6656222762885086,661.8947368421053,0.001695080482891435,0.39771679659722164
21,2,50,15,0.6,0.5335611512639161,0.6904847349256645,338.5263157894737,0.0009664995781757102,0.3533333952668178
21,2,100,5,0.55,0.5501610025820366,0.43298590638181506,598.8947368421053,0.002421392917949402,0.4371824972813185
21,2,100,5,0.6,0.5414427324269533,0.21065750950518555,136.6315789473684,0.0007214105134300597,0.3815872945201682
21,2,100,10,0.55,0.5268846853283399,0.5825228589443485,643.9473684210526,0.0022062878713241976,0.44104127405599897
21,2,100,10,0.6,0.5357638674076884,0.6881619256723999,265.5263157894737,0.0012071582705414437,0.39255146484451225
21,2,100,15,0.55,0.5267724028505573,0.6600293911417812,642.9473684210526,0.0018231544584335372,0.40391644785432157
21,2,100,15,0.6,0.5361322113484088,0.581128916088079,288.8421052631579,0.0007846343498984187,0.2959970027288656
21,2,200,5,0.55,0.5476558264312551,0.39525682431323483,586.1052631578947,0.0022144844393730463,0.4029184648905215
21,2,200,5,0.6,0.5304786952084263,0.1701298718028926,118.10526315789474,0.00043687844400937243,0.23203744349423105
21,2,200,10,0.55,0.5261531138973177,0.5461837326002728,622.1052631578947,0.0022441076605067174,0.4479521146584861
21,2,200,10,0.6,0.5449913309093869,0.7444977100992544,229.0,0.0008972945495774324,0.3515197034850836
21,2,200,15,0.55,0.5287343662804963,0.6254872334878269,612.6842105263158,0.002163265437398603,0.4517623704871193
21,2,200,15,0.6,0.5392039782067417,0.4566437964390814,244.31578947368422,0.0008266491706486614,0.30971540577046736
21,3,50,5,0.55,0.5639345811310896,0.8591566406880194,550.8333333333334,0.002191633175502753,0.4181742836859145
21,3,50,5,0.6,0.5855554227032815,1.0294022509455096,117.44444444444444,0.0007293189172525809,0.5664213633022764
21,3,50,10,0.55,0.5464780998493742,0.8620332037164243,610.6666666666666,0.0022184304641669765,0.4811557525892309
21,3,50,10,0.6,0.5530240904353837,0.8672243986500301,258.3333333333333,0.0010927884124555523,0.46099572655294585
21,3,50,15,0.55,0.5352565250760293,0.8038568108409969,589.8888888888889,0.0022638299144338955,0.4692776075923314
21,3,50,15,0.6,0.5423067534694372,0.731186636118798,293.8333333333333,0.0014588170869770502,0.43661117033986946
21,3,100,5,0.55,0.5449916017124313,0.5306144755827638,540.2777777777778,0.002597842912412109,0.47413229055447187
21,3,100,5,0.6,0.5668843207451331,0.3285816909767771,100.72222222222223,0.0005667577568066569,0.4588808695117053
21,3,100,10,0.55,0.5381527486172176,0.6068372315769687,594.8333333333334,0.0022652267471632687,0.4670389588573414
21,3,100,10,0.6,0.5795113695695743,0.860213045119588,213.72222222222223,0.0012415045291182235,0.5780463131965824
21,3,100,15,0.55,0.5359854980428511,0.7419155005871179,567.7777777777778,0.0022246347404001592,0.4340515765505024
21,3,100,15,0.6,0.5543403626072029,0.7477672749712776,244.22222222222223,0.0015018099797819134,0.5064968583962887
21,3,200,5,0.55,0.5450582738873396,0.678643723569252,529.2222222222222,0.0025500094779483313,0.4612564662073992
21,3,200,5,0.6,0.5833677302985351,0.4511860432895245,82.5,0.0006216303189949434,0.42421642302357515
21,3,200,10,0.55,0.544205930878295,0.7819803913438704,570.1111111111111,0.002633615949929939,0.5112258790134853
21,3,200,10,0.6,0.5681027708740708,0.8455257752957774,176.33333333333334,0.0011324525091145747,0.6356549532346164
21,3,200,15,0.55,0.538797337886988,0.6663408755527112,559.1666666666666,0.0025081962889885743,0.49622443185847115
21,3,200,15,0.6,0.5638276513681633,0.8209750867252585,218.44444444444446,0.001288153711762327,0.5103577979673185
21,4,50,5,0.55,0.4971846355451568,-0.019464897994944854,474.8235294117647,0.0019727094031846163,0.4823064075445241
21,4,50,5,0.6,0.5205125179282312,0.142058609204095,70.76470588235294,0.0003715533221007653,0.3804127409573936
21,4,50,10,0.55,0.531449936828602,0.6802960667076153,600.4705882352941,0.0024242017127286027,0.5262228914995651
21,4,50,10,0.6,0.5527550710364326,1.00605384640212,210.88235294117646,0.0012628315443609563,0.6547566527975988
21,4,50,15,0.55,0.5269166850867476,0.5802977251032115,647.4705882352941,0.00190159302819165,0.4347113830167731
21,4,50,15,0.6,0.5351671327861991,0.6745837033291352,304.2352941176471,0.001019227309215671,0.4115330402033973
21,4,100,5,0.55,0.5457493210615898,0.9481651109455939,452.52941176470586,0.0022063453109916003,0.5957385451128405
21,4,100,5,0.6,0.5295132515716838,0.17869742231953564,54.94117647058823,0.00011242592584561997,0.15510508442437282
21,4,100,10,0.55,0.5433106182600883,0.8978833654148706,565.8823529411765,0.002533862357902864,0.5445077227936362
21,4,100,10,0.6,0.5550980975729444,0.5720211574190003,166.58823529411765,0.0009791180248191098,0.5941979475710024
21,4,100,15,0.55,0.5436109176676397,0.8905276192588992,564.2352941176471,0.0017997705268612291,0.41591448943130926
21,4,100,15,0.6,0.5428781041225063,0.6816143760624398,215.8235294117647,0.0008372643694215575,0.43022472677494766
21,4,200,5,0.55,0.5193637064435891,0.1360314780578131,455.11764705882354,0.002209062982630367,0.5689130321977491
21,4,200,5,0.6,0.5066521413193439,0.036989398667702886,49.35294117647059,0.00015947566359253307,0.34482356177835205
21,4,200,10,0.55,0.5342922924319029,0.5398651100078788,561.5882352941177,0.0024900005665353096,0.5211773972357223
21,4,200,10,0.6,0.564222251360046,0.7445413082158115,137.58823529411765,0.0008456966190631713,0.5708224367817469
21,4,200,15,0.55,0.5442607225609174,0.9253194160117859,542.8823529411765,0.002337181703098,0.5666221165202443
21,4,200,15,0.6,0.5530790853419894,0.8880864997037548,170.05882352941177,0.0008784424277669464,0.5473505324645039
41,1,50,5,0.55,0.540176954186123,0.5288998494141586,303.925,0.0015549049077754837,0.3207136641321453
41,1,50,5,0.6,0.5517131215914197,0.39763132558407804,137.7,0.0009428838199202096,0.34026950869756584
