,Code,Measure,PerType,PerDate,Value_,RptDate
178241,2952,8,A,2017-12-31,3.208,2018-03-29
178317,2952,8,Q,2016-12-31,-1.932,2017-02-22
178318,2952,8,Q,2017-03-31,1.438,2017-05-15
178319,2952,8,Q,2017-06-30,0.852,2017-08-16
178320,2952,8,Q,2017-09-30,0.64,2017-11-09
178321,2952,8,Q,2017-12-31,0.296,2018-03-29
178322,2952,8,Q,2018-03-31,0.816,2018-05-10
178323,2952,8,Q,2018-06-30,-9999.0,2018-08-08
178324,2952,8,Q,2018-09-30,-9999.0,2018-11-12
178481,2956,8,A,2016-12-31,-0.62,2017-02-15
178482,2956,8,A,2017-12-31,-0.72,2018-02-21
178550,2956,8,Q,2016-12-31,-0.17,2017-02-15
178551,2956,8,Q,2017-03-31,-0.17,2017-05-11
178552,2956,8,Q,2017-06-30,-0.18,2017-08-02
178553,2956,8,Q,2017-09-30,-0.19,2017-11-07
178554,2956,8,Q,2017-12-31,-0.18,2018-02-21
178555,2956,8,Q,2018-03-31,0.0,2018-05-09
178556,2956,8,Q,2018-06-30,-0.19,2018-08-01
178557,2956,8,Q,2018-09-30,-0.05,2018-11-07
178784,2959,8,A,2016-12-31,0.71,2017-03-07
178785,2959,8,A,2017-12-31,0.65,2018-03-22
178869,2959,8,Q,2016-12-31,0.24,2017-03-07
178870,2959,8,Q,2017-03-31,0.14,2017-05-09
178871,2959,8,Q,2017-06-30,0.09,2017-08-08
178872,2959,8,Q,2017-09-30,0.19,2017-11-08
178873,2959,8,Q,2017-12-31,0.23,2018-03-22
178874,2959,8,Q,2018-03-31,0.14,2018-05-15
178875,2959,8,Q,2018-06-30,0.14,2018-08-08
178876,2959,8,Q,2018-09-30,0.15,2018-11-08
179536,2972,8,A,2016-12-31,7.86,2017-02-02
179537,2972,8,A,2017-12-31,7.7,2018-02-01
179621,2972,8,Q,2016-12-31,1.67,2017-02-02
179622,2972,8,Q,2017-03-31,1.88,2017-05-03
179623,2972,8,Q,2017-06-30,1.89,2017-08-01
179624,2972,8,Q,2017-09-30,2.21,2017-11-01
179625,2972,8,Q,2017-12-31,1.73,2018-02-01
179626,2972,8,Q,2018-03-31,1.94,2018-05-03
179627,2972,8,Q,2018-06-30,1.66,2018-08-02
179628,2972,8,Q,2018-09-30,1.7,2018-11-01
179950,2979,8,A,2017-07-31,1.29,2017-09-19
179951,2979,8,A,2018-07-31,1.73,2018-09-19
180043,2979,8,Q,2017-01-31,0.29,2017-02-21
180044,2979,8,Q,2017-04-30,0.37,2017-05-24
180045,2979,8,Q,2017-07-31,0.35,2017-09-19
180046,2979,8,Q,2017-10-31,0.33,2017-11-21
180047,2979,8,Q,2018-01-31,0.47,2018-02-26
180048,2979,8,Q,2018-04-30,0.52,2018-05-23
180049,2979,8,Q,2018-07-31,0.42,2018-09-19
180050,2979,8,Q,2018-10-31,0.47,2018-11-20
180203,2984,8,A,2016-12-31,1.01,2017-02-14
180204,2984,8,A,2017-12-31,0.69,2018-02-14
180302,2984,8,Q,2016-12-31,0.26,2017-02-14
180303,2984,8,Q,2017-03-31,0.16,2017-04-19
180304,2984,8,Q,2017-06-30,0.17,2017-07-24
180305,2984,8,Q,2017-09-30,0.17,2017-10-23
180306,2984,8,Q,2017-12-31,0.2,2018-02-14
180307,2984,8,Q,2018-03-31,0.12,2018-04-18
180308,2984,8,Q,2018-06-30,0.13,2018-07-24
180309,2984,8,Q,2018-09-30,0.13,2018-10-17
180393,2988,8,A,2016-12-31,9.05,2017-02-07
180394,2988,8,A,2017-12-31,2.13,2018-02-01
180483,2988,8,Q,2016-12-31,0.45,2017-02-07
180484,2988,8,Q,2017-03-31,0.39,2017-05-04
180485,2988,8,Q,2017-06-30,0.43,2017-07-28
180486,2988,8,Q,2017-09-30,0.38,2017-10-26
180487,2988,8,Q,2017-12-31,0.91,2018-02-01
180488,2988,8,Q,2018-03-31,0.41,2018-05-03
180489,2988,8,Q,2018-06-30,0.4,2018-08-02
180490,2988,8,Q,2018-09-30,0.4,2018-10-25
181377,3005,8,A,2016-12-31,4.23,2017-01-30
181378,3005,8,A,2017-12-31,4.53,2018-01-29
181514,3005,8,Q,2016-12-31,1.02,2017-01-30
181515,3005,8,Q,2017-03-31,1.05,2017-04-24
181516,3005,8,Q,2017-06-30,1.17,2017-07-24
181517,3005,8,Q,2017-09-30,1.13,2017-10-23
181518,3005,8,Q,2017-12-31,1.18,2018-01-29
181519,3005,8,Q,2018-03-31,1.31,2018-04-23
181520,3005,8,Q,2018-06-30,1.41,2018-07-23
181521,3005,8,Q,2018-09-30,1.62,2018-10-22
181710,3009,8,A,2016-12-31,1.33,2017-03-01
181711,3009,8,A,2017-12-31,1.91,2018-02-15
181789,3009,8,Q,2016-12-31,0.24,2017-03-01
181790,3009,8,Q,2017-03-31,0.33,2017-05-04
181791,3009,8,Q,2017-06-30,0.48,2017-07-27
181792,3009,8,Q,2017-09-30,0.41,2017-10-26
181793,3009,8,Q,2017-12-31,0.7,2018-02-15
181794,3009,8,Q,2018-03-31,0.72,2018-04-26
181795,3009,8,Q,2018-06-30,0.68,2018-08-02
181796,3009,8,Q,2018-09-30,0.65,2018-11-01
181917,3012,8,A,2016-12-31,0.71,2017-02-27
181918,3012,8,A,2017-12-31,0.87,2018-03-07
182054,3012,8,Q,2016-12-31,0.15,2017-02-27
182055,3012,8,Q,2017-03-31,0.13,2017-05-08
182056,3012,8,Q,2017-06-30,0.25,2017-08-09
182057,3012,8,Q,2017-09-30,0.22,2017-11-06
182058,3012,8,Q,2017-12-31,0.28,2018-03-07
182059,3012,8,Q,2018-03-31,0.14,2018-05-10
182060,3012,8,Q,2018-06-30,0.19,2018-08-06
182061,3012,8,Q,2018-09-30,0.15,2018-11-05
182140,3015,8,A,2016-12-31,0.54,2017-02-24
182141,3015,8,A,2017-12-31,0.48,2018-03-01
182263,3015,8,Q,2016-12-31,0.16,2017-02-24
182264,3015,8,Q,2017-03-31,0.1,2017-05-09
182265,3015,8,Q,2017-06-30,0.14,2017-08-04
182266,3015,8,Q,2017-09-30,0.17,2017-11-06
182267,3015,8,Q,2017-12-31,0.13,2018-03-01
182289,3016,8,A,2016-12-31,-3.0,2017-01-26
182290,3016,8,A,2017-12-31,-3.87,2018-01-25
182374,3016,8,Q,2016-12-31,-0.35,2017-01-26
182375,3016,8,Q,2017-03-31,-1.22,2017-04-27
182376,3016,8,Q,2017-06-30,-0.93,2017-07-27
182377,3016,8,Q,2017-09-30,-0.97,2017-10-26
182378,3016,8,Q,2017-12-31,-0.64,2018-01-25
182379,3016,8,Q,2018-03-31,-0.83,2018-04-26
182380,3016,8,Q,2018-06-30,-0.55,2018-07-26
182381,3016,8,Q,2018-09-30,-0.62,2018-10-25
182634,3022,8,A,2016-12-31,1.77,2017-02-07
182635,3022,8,A,2017-12-31,1.94,2018-02-05
182771,3022,8,Q,2016-12-31,0.44,2017-02-07
182772,3022,8,Q,2017-03-31,0.52,2017-05-04
182773,3022,8,Q,2017-06-30,0.41,2017-08-03
182774,3022,8,Q,2017-09-30,0.49,2017-11-02
182775,3022,8,Q,2017-12-31,0.52,2018-02-05
182776,3022,8,Q,2018-03-31,0.63,2018-05-03
182777,3022,8,Q,2018-06-30,0.49,2018-08-02
182778,3022,8,Q,2018-09-30,0.58,2018-11-01
183511,3036,8,A,2017-06-30,0.5,2017-08-22
183512,3036,8,A,2018-06-30,0.19,2018-08-14
183607,3036,8,Q,2016-12-31,0.2,2017-01-24
183608,3036,8,Q,2017-03-31,0.11,2017-04-25
183609,3036,8,Q,2017-06-30,0.04,2017-08-22
183610,3036,8,Q,2017-09-30,0.04,2017-10-17
183611,3036,8,Q,2017-12-31,-0.01,2018-01-23
183612,3036,8,Q,2018-03-31,0.04,2018-04-24
183613,3036,8,Q,2018-06-30,0.11,2018-08-14
183614,3036,8,Q,2018-09-30,0.22,2018-10-16
184040,3047,8,A,2016-12-31,1.6,2017-03-01
184041,3047,8,A,2017-12-31,2.54,2018-03-01
184139,3047,8,S,2016-12-31,1.12,2017-03-01
184140,3047,8,S,2017-06-30,0.47,2017-08-24
184141,3047,8,S,2017-12-31,2.15,2018-03-01
184357,3053,8,A,2016-12-31,-2.25,2017-03-09
184358,3053,8,A,2017-12-31,-1.8,2018-03-08
