0,300556 CH
1,603916 CH
2,000059 CH
3,300679 CH
4,603599 CH
5,601390 CH
6,600077 CH
7,002503 CH
8,300548 CH
9,600601 CH
10,002322 CH
11,300057 CH
12,600745 CH
13,000099 CH
14,000502 CH
15,002485 CH
16,600188 CH
17,300618 CH
18,002488 CH
19,000026 CH
20,002535 CH
21,300529 CH
22,603378 CH
23,300024 CH
24,600125 CH
25,600809 CH
26,002205 CH
27,300345 CH
28,600658 CH
29,002199 CH
30,603527 CH
31,002439 CH
32,603659 CH
33,300457 CH
34,002500 CH
35,600302 CH
36,002806 CH
37,603667 CH
38,000555 CH
39,002097 CH
40,600990 CH
41,300015 CH
42,603528 CH
43,000836 CH
44,600895 CH
45,002822 CH
46,002624 CH
47,600861 CH
48,000837 CH
49,300166 CH
50,603508 CH
51,002918 CH
52,002632 CH
53,000599 CH
54,300252 CH
55,002845 CH
56,600789 CH
57,000584 CH
58,601890 CH
59,300238 CH
60,600959 CH
61,002575 CH
62,601882 CH
63,603676 CH
64,000806 CH
65,000150 CH
66,300481 CH
67,300590 CH
68,603138 CH
69,300442 CH
70,600161 CH
71,300264 CH
72,300262 CH
73,002068 CH
74,300449 CH
75,600526 CH
76,002012 CH
77,002250 CH
78,600773 CH
79,000030 CH
80,300461 CH
81,002559 CH
82,002732 CH
83,603595 CH
84,600237 CH
85,002344 CH
86,000822 CH
87,000422 CH
88,002031 CH
89,002576 CH
90,002692 CH
91,600821 CH
92,300401 CH
93,000719 CH
94,002335 CH
95,600767 CH
96,300279 CH
97,600331 CH
98,300426 CH
99,300308 CH
100,603323 CH
101,000004 CH
102,002455 CH
103,000930 CH
104,603369 CH
105,002666 CH
106,002085 CH
107,600141 CH
108,603518 CH
109,600316 CH
110,600580 CH
111,600190 CH
112,000916 CH
113,600660 CH
114,002540 CH
115,000516 CH
116,600479 CH
117,000998 CH
118,600543 CH
119,300142 CH
120,600091 CH
121,300349 CH
122,603315 CH
123,603607 CH
124,002145 CH
125,603160 CH
126,300473 CH
127,000096 CH
128,300098 CH
129,600326 CH
130,300526 CH
131,002243 CH
132,000557 CH
133,000718 CH
134,600961 CH
135,002630 CH
136,600770 CH
137,002761 CH
138,300324 CH
139,600406 CH
140,002380 CH
141,603496 CH
142,600318 CH
143,603758 CH
144,000014 CH
145,600396 CH
146,601258 CH
147,002671 CH
148,002406 CH
149,002716 CH
150,000565 CH
151,300075 CH
152,603589 CH
153,300609 CH
154,002252 CH
155,600966 CH
156,600477 CH
157,300493 CH
158,600055 CH
159,600795 CH
160,600405 CH
161,600806 CH
162,600692 CH
163,002719 CH
164,603031 CH
165,600212 CH
166,600400 CH
167,600241 CH
168,603030 CH
169,300367 CH
170,000818 CH
171,600755 CH
172,600565 CH
173,002683 CH
174,600687 CH
175,002698 CH
176,300343 CH
177,000620 CH
178,600285 CH
179,300453 CH
180,002244 CH
181,000776 CH
182,000711 CH
183,002634 CH
184,600536 CH
185,600866 CH
186,002409 CH
187,300407 CH
188,300007 CH
189,600792 CH
190,601966 CH
191,600832 CH
192,002197 CH
193,600176 CH
194,601969 CH
195,600987 CH
196,300395 CH
197,600438 CH
198,603203 CH
199,600130 CH
200,002254 CH
201,002810 CH
202,600599 CH
203,000048 CH
204,000869 CH
205,601118 CH
206,601028 CH
207,600605 CH
208,300270 CH
209,600613 CH
210,600379 CH
211,000507 CH
212,300084 CH
213,002422 CH
214,000957 CH
215,601898 CH
216,000544 CH
217,600769 CH
218,300517 CH
219,600511 CH
220,600423 CH
221,000697 CH
222,000501 CH
223,600531 CH
224,600030 CH
225,600001 CH
226,000968 CH
227,300697 CH
228,600874 CH
229,601238 CH
230,000967 CH
231,002840 CH
232,002196 CH
233,000616 CH
234,603566 CH
235,603661 CH
236,601700 CH
237,002610 CH
238,300002 CH
239,000973 CH
240,600577 CH
241,300386 CH
242,600600 CH
243,002175 CH
244,000663 CH
245,002790 CH
246,600513 CH
247,002879 CH
248,600634 CH
249,000726 CH
250,603959 CH
251,300230 CH
252,300342 CH
253,600439 CH
254,002741 CH
255,600851 CH
256,600057 CH
257,000731 CH
258,600499 CH
259,300167 CH
260,000550 CH
261,600289 CH
262,600039 CH
263,601179 CH
264,603559 CH
265,603136 CH
266,300335 CH
267,600681 CH
268,600166 CH
269,600619 CH
270,601326 CH
271,000665 CH
272,600352 CH
273,002591 CH
274,600062 CH
275,300466 CH
276,002432 CH
277,300100 CH
278,601866 CH
279,300097 CH
280,002024 CH
281,600149 CH
282,300310 CH
283,002643 CH
284,600833 CH
285,002779 CH
286,300177 CH
287,002657 CH
288,600621 CH
289,600627 CH
290,300374 CH
291,002713 CH
292,000709 CH
293,600521 CH
294,000698 CH
295,300012 CH
296,600467 CH
297,600829 CH
298,603557 CH
299,000762 CH
300,300330 CH
301,600253 CH
302,600490 CH
303,300412 CH
304,603777 CH
305,603286 CH
306,002216 CH
307,600602 CH
308,600985 CH
309,300582 CH
310,603822 CH
311,000631 CH
312,002034 CH
313,000070 CH
314,000707 CH
315,000690 CH
316,000815 CH
317,000056 CH
318,002140 CH
319,002589 CH
320,600756 CH
321,002661 CH
322,601225 CH
323,000153 CH
324,601339 CH
325,002850 CH
326,600337 CH
327,600750 CH
328,002043 CH
329,600419 CH
330,001896 CH
331,000898 CH
332,600279 CH
333,002283 CH
334,600385 CH
335,000783 CH
336,600988 CH
337,002451 CH
338,600595 CH
339,002153 CH
340,603225 CH
341,002278 CH
342,600568 CH
343,300072 CH
344,001965 CH
345,000918 CH
346,601137 CH
347,603189 CH
348,600119 CH
349,600763 CH
350,002648 CH
351,002415 CH
352,603816 CH
353,002749 CH
354,600136 CH
355,002081 CH
356,300497 CH
357,002290 CH
358,000001 CH
359,000691 CH
360,000786 CH
361,600195 CH
362,002515 CH
363,002523 CH
364,600629 CH
365,300231 CH
366,002787 CH
367,600530 CH
368,600507 CH
369,002291 CH
370,300157 CH
371,603123 CH
372,300174 CH
373,002147 CH
374,300327 CH
375,002053 CH
376,002859 CH
377,603233 CH
378,300385 CH
379,002106 CH
380,600893 CH
381,002211 CH
382,603859 CH
383,002899 CH
384,002112 CH
385,600718 CH
386,002585 CH
387,601100 CH
388,002437 CH
389,300551 CH
390,000611 CH
391,002163 CH
392,000978 CH
393,603899 CH
394,603393 CH
395,600744 CH
396,600228 CH
397,600251 CH
398,600628 CH
399,002287 CH
400,600361 CH
401,002808 CH
402,600808 CH
403,600258 CH
404,002642 CH
405,002755 CH
406,000799 CH
407,000788 CH
408,600636 CH
409,601989 CH
410,000882 CH
411,603737 CH
412,603060 CH
413,600309 CH
414,600186 CH
415,000626 CH
416,600803 CH
417,300108 CH
418,002506 CH
419,002722 CH
420,001979 CH
421,600261 CH
422,000988 CH
423,600221 CH
424,002060 CH
425,600468 CH
426,000518 CH
427,300363 CH
428,600150 CH
429,600369 CH
430,002236 CH
431,300033 CH
432,002700 CH
433,002837 CH
434,002330 CH
435,300067 CH
436,000819 CH
437,300474 CH
438,600293 CH
439,600325 CH
440,603387 CH
441,300568 CH
442,300521 CH
443,002449 CH
444,002509 CH
445,002191 CH
446,300173 CH
447,002640 CH
448,600301 CH
449,600232 CH
450,300416 CH
451,300320 CH
452,603458 CH
453,600797 CH
454,000888 CH
455,002551 CH
456,600133 CH
457,603858 CH
458,300403 CH
459,300344 CH
460,600248 CH
461,600372 CH
462,002208 CH
463,603633 CH
464,600830 CH
465,600641 CH
466,600607 CH
467,600096 CH
468,300183 CH
469,600727 CH
470,600790 CH
471,603042 CH
472,002511 CH
473,600223 CH
474,600476 CH
475,000883 CH
476,300709 CH
477,000838 CH
478,002707 CH
479,002759 CH
480,603707 CH
481,600653 CH
482,002217 CH
483,002558 CH
484,000401 CH
485,002599 CH
486,300073 CH
487,002795 CH
488,600867 CH
489,300601 CH
490,300619 CH
491,600556 CH
492,002699 CH
493,603606 CH
494,000793 CH
495,000545 CH
496,002200 CH
497,000007 CH
498,600109 CH
499,600650 CH
500,002073 CH
501,300331 CH
502,300122 CH
503,000997 CH
504,603169 CH
505,002434 CH
506,300203 CH
507,601777 CH
508,000931 CH
509,002520 CH
510,002186 CH
511,600676 CH
512,600004 CH
513,601116 CH
514,600306 CH
515,002729 CH
516,603778 CH
517,002827 CH
518,603096 CH
519,300103 CH
520,601168 CH
521,603567 CH
522,300169 CH
523,002635 CH
524,603618 CH
525,002407 CH
526,002121 CH
527,000983 CH
528,000862 CH
529,002833 CH
530,002581 CH
531,600116 CH
532,603686 CH
533,300215 CH
534,000607 CH
535,603868 CH
536,002384 CH
537,002512 CH
538,002108 CH
539,000567 CH
540,002124 CH
541,002255 CH
542,002372 CH
543,002044 CH
544,002633 CH
545,002644 CH
546,603444 CH
547,002793 CH
548,002251 CH
549,601318 CH
550,002522 CH
551,000338 CH
552,300099 CH
553,300008 CH
554,600764 CH
555,603338 CH
556,601919 CH
557,002460 CH
558,002549 CH
559,002753 CH
560,002518 CH
561,603728 CH
562,000922 CH
563,000856 CH
564,603848 CH
565,600358 CH
566,601958 CH
567,600802 CH
568,000537 CH
569,002010 CH
570,600677 CH
571,300639 CH
572,002811 CH
573,600958 CH
574,600831 CH
575,300255 CH
576,300130 CH
577,300133 CH
578,000885 CH
579,300519 CH
580,600148 CH
581,600448 CH
582,603368 CH
583,600545 CH
584,603558 CH
585,601099 CH
586,300438 CH
587,002473 CH
588,000667 CH
589,300277 CH
590,300205 CH
591,000923 CH
592,002397 CH
593,600031 CH
594,300280 CH
595,002054 CH
596,600892 CH
597,600382 CH
598,002046 CH
599,600351 CH
600,600731 CH
601,000767 CH
602,002224 CH
603,300313 CH
604,600637 CH
605,603289 CH
606,601006 CH
607,300547 CH
608,002823 CH
609,000886 CH
610,300316 CH
611,300175 CH
612,300566 CH
613,002492 CH
614,000795 CH
615,600552 CH
616,002105 CH
617,600683 CH
618,002075 CH
619,600986 CH
620,000860 CH
621,002181 CH
622,600444 CH
623,002128 CH
624,601098 CH
625,000878 CH
626,002348 CH
627,600787 CH
628,300546 CH
629,002866 CH
630,300276 CH
631,002141 CH
632,601881 CH
633,300483 CH
634,603036 CH
635,600076 CH
636,002238 CH
637,002307 CH
638,603889 CH
639,300198 CH
640,603223 CH
641,603605 CH
642,002309 CH
643,601908 CH
644,000656 CH
645,300434 CH
646,000628 CH
647,002765 CH
648,300207 CH
649,600388 CH
650,300391 CH
651,600112 CH
652,002714 CH
653,603322 CH
654,002763 CH
655,603336 CH
656,600561 CH
657,000900 CH
658,300286 CH
659,000008 CH
660,603108 CH
661,300110 CH
662,603006 CH
663,000833 CH
664,300138 CH
665,603017 CH
666,000880 CH
667,600903 CH
668,300189 CH
669,600889 CH
670,002139 CH
671,000679 CH
672,002194 CH
673,300571 CH
674,300004 CH
675,603077 CH
676,600732 CH
677,603012 CH
678,002480 CH
679,603386 CH
680,002228 CH
681,000760 CH
682,603929 CH
683,600518 CH
684,600999 CH
685,600348 CH
686,000708 CH
687,002189 CH
688,300528 CH
689,600991 CH
690,002051 CH
691,601177 CH
692,600786 CH
693,600252 CH
694,002816 CH
695,002495 CH
696,002326 CH
697,300193 CH
698,300161 CH
699,002169 CH
700,603711 CH
701,600655 CH
702,600864 CH
703,600016 CH
704,002047 CH
705,002508 CH
706,300257 CH
707,002083 CH
708,600862 CH
709,000826 CH
710,002247 CH
711,300197 CH
712,603766 CH
713,300550 CH
714,603568 CH
715,300022 CH
716,300048 CH
717,002601 CH
718,600838 CH
719,300471 CH
720,600131 CH
721,300417 CH
722,300387 CH
723,300247 CH
724,300712 CH
725,002134 CH
726,600801 CH
727,002266 CH
728,002215 CH
729,002911 CH
730,603009 CH
731,603099 CH
732,300633 CH
733,000601 CH
734,000705 CH
735,603180 CH
736,002256 CH
737,601567 CH
738,603165 CH
739,601678 CH
740,000890 CH
741,600197 CH
742,000531 CH
743,000573 CH
744,600071 CH
745,300510 CH
746,600233 CH
747,603937 CH
748,300163 CH
749,000892 CH
750,603601 CH
751,300422 CH
752,603689 CH
753,600635 CH
754,000782 CH
755,300414 CH
756,002218 CH
757,603166 CH
758,600572 CH
759,000521 CH
760,002220 CH
761,600355 CH
762,600520 CH
763,002394 CH
764,603988 CH
765,603817 CH
766,600327 CH
767,300199 CH
768,600137 CH
769,002334 CH
770,002321 CH
771,002445 CH
772,600371 CH
773,600346 CH
774,603069 CH
775,000166 CH
776,603977 CH
777,000738 CH
778,002267 CH
779,002042 CH
780,600191 CH
781,600381 CH
782,600896 CH
783,000852 CH
784,000959 CH
785,300080 CH
786,000758 CH
787,300181 CH
788,000792 CH
789,600570 CH
790,600335 CH
791,002050 CH
792,000963 CH
793,600486 CH
794,603800 CH
795,000413 CH
796,601003 CH
797,300623 CH
798,000488 CH
799,300315 CH
800,600429 CH
801,600391 CH
802,600495 CH
803,000613 CH
804,002358 CH
805,002670 CH
806,300114 CH
807,600036 CH
808,002543 CH
809,002188 CH
810,300627 CH
811,600522 CH
812,002284 CH
813,600825 CH
814,002681 CH
815,300456 CH
816,000937 CH
817,600722 CH
818,300250 CH
819,600368 CH
820,002718 CH
821,002233 CH
822,601139 CH
823,000407 CH
824,300328 CH
825,600549 CH
826,603979 CH
827,300620 CH
828,300530 CH
829,601288 CH
830,002338 CH
831,002204 CH
832,601633 CH
833,300288 CH
834,002410 CH
835,000635 CH
836,600078 CH
837,300064 CH
838,002482 CH
839,002573 CH
840,002773 CH
841,600330 CH
842,600230 CH
843,600359 CH
844,002213 CH
845,002791 CH
846,000659 CH
847,300112 CH
848,002786 CH
849,002017 CH
850,300153 CH
851,600882 CH
852,300196 CH
853,002328 CH
854,600307 CH
855,600523 CH
856,300319 CH
857,601519 CH
858,600811 CH
859,600239 CH
860,000797 CH
861,000889 CH
862,603663 CH
863,300026 CH
864,603819 CH
865,002275 CH
866,300049 CH
867,000581 CH
868,601007 CH
869,002025 CH
870,600879 CH
871,300441 CH
872,002377 CH
873,000031 CH
874,300318 CH
875,002303 CH
876,600730 CH
877,000625 CH
878,300612 CH
879,600265 CH
880,000908 CH
881,002396 CH
882,600894 CH
883,000572 CH
884,002584 CH
885,002123 CH
886,000042 CH
887,600446 CH
888,002631 CH
889,600129 CH
890,601111 CH
891,300317 CH
892,300126 CH
893,300107 CH
894,300525 CH
895,603333 CH
896,300240 CH
897,300545 CH
898,000023 CH
899,600169 CH
900,600995 CH
901,601666 CH
902,600553 CH
903,000429 CH
904,002277 CH
905,600377 CH
906,300171 CH
907,000416 CH
908,002484 CH
909,002701 CH
910,600782 CH
911,603116 CH
912,300224 CH
913,002777 CH
914,601222 CH
915,300283 CH
916,000912 CH
917,002240 CH
918,603023 CH
919,600734 CH
920,300365 CH
921,600804 CH
922,603888 CH
923,603722 CH
924,600720 CH
925,600064 CH
926,603696 CH
927,002362 CH
928,603660 CH
929,300293 CH
930,600563 CH
931,002331 CH
932,002080 CH
933,002725 CH
934,300143 CH
935,601717 CH
936,002756 CH
937,002301 CH
938,000752 CH
939,600566 CH
940,002712 CH
941,000863 CH
942,002028 CH
943,000948 CH
944,603608 CH
945,000678 CH
946,600758 CH
947,002805 CH
948,603808 CH
949,002463 CH
950,002320 CH
951,600796 CH
952,600939 CH
953,600115 CH
954,600616 CH
955,002620 CH
956,600576 CH
957,000563 CH
958,300299 CH
959,300297 CH
960,601799 CH
961,000513 CH
962,000895 CH
963,601688 CH
964,601018 CH
965,603133 CH
966,603385 CH
967,600555 CH
968,600380 CH
969,603616 CH
970,603198 CH
971,002223 CH
972,000419 CH
973,300030 CH
974,002592 CH
975,002176 CH
976,002413 CH
977,603918 CH
978,600292 CH
979,002628 CH
980,002745 CH
981,002757 CH
982,000848 CH
983,600310 CH
984,000727 CH
985,300018 CH
986,300282 CH
987,603088 CH
988,002687 CH
989,000662 CH
990,002142 CH
991,000506 CH
992,002564 CH
993,300213 CH
994,300428 CH
995,600415 CH
996,002447 CH
997,002505 CH
998,600183 CH
999,000010 CH
1000,600705 CH
1001,600604 CH
1002,300404 CH
1003,000821 CH
1004,600403 CH
1005,002120 CH
1006,300217 CH
1007,600516 CH
1008,002076 CH
1009,601001 CH
1010,002137 CH
1011,002569 CH
1012,300648 CH
1013,000606 CH
1014,601699 CH
1015,601886 CH
1016,300340 CH
1017,600282 CH
1018,600898 CH
1019,300687 CH
1020,002369 CH
1021,600155 CH
1022,002453 CH
1023,002593 CH
1024,600840 CH
1025,300396 CH
1026,002524 CH
1027,300154 CH
1028,300300 CH
1029,600079 CH
1030,600675 CH
1031,002660 CH
1032,603366 CH
1033,002072 CH
1034,000700 CH
1035,002156 CH
1036,000585 CH
1037,002299 CH
1038,002775 CH
1039,603040 CH
1040,600633 CH
1041,300613 CH
1042,002694 CH
1043,000905 CH
1044,002583 CH
1045,300273 CH
1046,600395 CH
1047,300259 CH
1048,300058 CH
1049,300543 CH
1050,600420 CH
1051,002546 CH
1052,600256 CH
1053,300223 CH
1054,600886 CH
1055,002616 CH
1056,603025 CH
1057,000816 CH
1058,000901 CH
1059,002269 CH
1060,600170 CH
1061,002265 CH
1062,000893 CH
1063,002697 CH
1064,603556 CH
1065,600900 CH
1066,300534 CH
1067,300685 CH
1068,300465 CH
1069,002305 CH
1070,600271 CH
1071,002079 CH
1072,300077 CH
1073,600027 CH
1074,300146 CH
1075,600421 CH
1076,002572 CH
1077,600299 CH
1078,002383 CH
1079,600983 CH
1080,002652 CH
1081,000966 CH
1082,600791 CH
1083,300718 CH
1084,002799 CH
1085,603288 CH
1086,002676 CH
1087,600023 CH
1088,300377 CH
1089,002726 CH
1090,600375 CH
1091,600433 CH
1092,600118 CH
1093,300274 CH
1094,300056 CH
1095,300562 CH
1096,000835 CH
1097,603520 CH
1098,603701 CH
1099,600623 CH
1100,600206 CH
1101,000933 CH
1102,000619 CH
1103,002293 CH
1104,000536 CH
1105,002521 CH
1106,002443 CH
1107,002817 CH
1108,601555 CH
1109,002450 CH
1110,600000 CH
1111,603277 CH
1112,002665 CH
1113,002530 CH
1114,000692 CH
1115,603383 CH
1116,300216 CH
1117,002381 CH
1118,300076 CH
1119,002202 CH
1120,300711 CH
1121,002055 CH
1122,002587 CH
1123,600211 CH
1124,300542 CH
1125,601299 CH
1126,600213 CH
1127,002209 CH
1128,000511 CH
1129,000820 CH
1130,600063 CH
1131,600180 CH
1132,002074 CH
1133,000423 CH
1134,300708 CH
1135,002027 CH
1136,603909 CH
1137,603569 CH
1138,300565 CH
1139,300533 CH
1140,600780 CH
1141,600035 CH
1142,002680 CH
1143,000928 CH
1144,600199 CH
1145,002510 CH
1146,000040 CH
1147,300496 CH
1148,600387 CH
1149,600760 CH
1150,600172 CH
1151,000881 CH
1152,002728 CH
1153,000639 CH
1154,002428 CH
1155,002180 CH
1156,600754 CH
1157,300607 CH
