,,,,,0,1,2,3,4
21,1,50,5,0.55,0.5389525002161177,0.44762924291674144,462.3,0.002057015636425378,0.4179738033643528
21,1,50,5,0.6,0.5437018018977924,0.4450273343541513,211.05,0.000620114225564545,0.24064056526344257
21,1,50,10,0.55,0.5314616201971633,0.4336389806449435,450.95,0.0018626990400742928,0.39912931801067697
21,1,50,10,0.6,0.5384968786971764,0.5281842765191135,254.15,0.0011332951115146244,0.3764603711449564
21,1,50,15,0.55,0.5318150204007616,0.47477502016208634,431.35,0.0017669458996154644,0.4093476689286486
21,1,50,15,0.6,0.5283350556107897,0.4007446720083254,240.75,0.0010001425015773637,0.3559958299657496
21,1,100,5,0.55,0.5345292160072389,0.5088572556102053,437.0,0.0019846569076826894,0.45573070729041326
21,1,100,5,0.6,0.5465983264072044,0.5098112129839094,187.7,0.0008104748403300511,0.3702874326894962
21,1,100,10,0.55,0.5396674253501061,0.45334226397458377,429.55,0.0016361276784609114,0.40817241263374304
21,1,100,10,0.6,0.5711519965931672,0.6507339344750313,217.8,0.0010462749993382426,0.41329087849088203
21,1,100,15,0.55,0.5339872833874306,0.5751457201670482,421.95,0.0019251907346550252,0.4242194065058492
21,1,100,15,0.6,0.5389120375772045,0.5877837812152772,216.75,0.001240684037828429,0.45740793502669846
21,1,200,5,0.55,0.5630867362159382,0.5248297281193705,431.65,0.001884949114994305,0.45110621453772703
21,1,200,5,0.6,0.6040289979358457,0.5979695916970205,168.6,0.0007216302859915314,0.32047038503176506
21,1,200,10,0.55,0.5550572906652838,0.5344271388290444,414.3,0.001973522857961627,0.4511380240899613
21,1,200,10,0.6,0.5814016317145355,0.6074569907413581,194.4,0.0007771366498492894,0.325943350756419
21,1,200,15,0.55,0.5454420474299501,0.5837418860740681,402.65,0.001898999410204932,0.4586490551856176
21,1,200,15,0.6,0.5707474247229202,0.5600364093064916,195.05,0.0010548752118864075,0.4754047582331647
21,2,50,5,0.55,0.5597096785764575,0.7226107206106973,352.7368421052632,0.001697098170991403,0.3933524060928017
21,2,50,5,0.6,0.61117114129184,0.5890429236773119,113.0,0.0003539846744822651,0.2079623822927453
21,2,50,10,0.55,0.5570082333267701,0.9451294978287698,392.10526315789474,0.0021673174866242034,0.5056621217176829
21,2,50,10,0.6,0.5766405328110872,1.0655870993769487,186.47368421052633,0.0011581595453307313,0.49714536062467596
21,2,50,15,0.55,0.5450699708384626,0.6356956820768603,422.36842105263156,0.0020637479888348585,0.4347412944889407
21,2,50,15,0.6,0.5492897514298858,0.736086155393864,227.05263157894737,0.0012691356885152702,0.4567141222466854
21,2,100,5,0.55,0.5799068261315512,0.5931686513365537,362.2631578947368,0.001767464542152608,0.39632026066823284
21,2,100,5,0.6,0.5812009667582372,0.5707563502173185,109.26315789473684,0.0003628411982592722,0.18117845077853614
21,2,100,10,0.55,0.5627072695282062,0.8154599547653754,380.5263157894737,0.0020324774662852482,0.46833071935291826
21,2,100,10,0.6,0.5757358838199609,0.8428551279051482,168.68421052631578,0.0010787123823229462,0.4658771007965018
21,2,100,15,0.55,0.543868135424061,0.6579001053815487,383.42105263157896,0.002064866132890928,0.46703355381625017
21,2,100,15,0.6,0.5644839346809204,0.8510622159114508,183.10526315789474,0.0011087953281694542,0.4932345963866352
21,2,200,5,0.55,0.5673029472834002,0.5240804740183928,356.8421052631579,0.0017971255591089262,0.37686002253284784
21,2,200,5,0.6,0.5423501159972732,0.26736672371376974,96.3157894736842,0.0004383131314164272,0.24736446066972567
21,2,200,10,0.55,0.558556233989712,0.7052640222086235,367.5263157894737,0.001995768128896687,0.4330091211536973
21,2,200,10,0.6,0.5530013804364565,0.31923210966479176,149.78947368421052,0.001028307528410377,0.4189686025273214
21,2,200,15,0.55,0.549231866247743,0.6693447595433482,371.63157894736844,0.002071708899654375,0.4864022988945113
21,2,200,15,0.6,0.5625416644142851,0.7366309662894689,158.47368421052633,0.0008387981069231864,0.3736611463988031
21,3,50,5,0.55,0.5513178255593648,0.5163342617060624,417.27777777777777,0.00239432282500361,0.40342186332719127
