Ticker,Date,Revision,Market cap,Volume
8597 JP,2008-09-25,-0.19572983,673.3754,7.932224125
8601 JP,2017-05-01,-0.005725408,10330.1853,58.12134407
8604 JP,2017-07-31,0.009048024,22420.1367,92.14849406
8606 JP,2011-04-29,-6.173913043,4088.661,10.74168424
8616 JP,2017-07-28,0.201171389,1622.6375,5.142088052
8628 JP,2012-04-24,0,1688.5024,9.092645279
8630 JP,2017-08-11,-0.012553593,16568.4904,42.84794596
867 HK,2017-03-23,0.032407407,4316.7371,6.001344396
868 HK,2017-02-28,0.031693989,3530.5142,9.11525197
8697 JP,2017-07-28,0.001157172,10046.1218,23.87742072
8698 JP,2017-07-28,0.025354533,772.1082,3.39406604
8725 JP,2017-08-10,0.027305832,20566.0804,55.1773958
8729 JP,2017-08-02,0.000889076,7672.062,24.78730401
8750 JP,2017-08-10,0.020284271,20944.1532,90.06817412
8754 JP,2010-02-15,-0.00155735,4794.223,7.489239549
8755 JP,2009-11-20,-0.015783533,6201.1165,24.17086906
8766 JP,2017-08-08,0.021356699,31704.8547,80.3175707
8795 JP,2017-08-10,0.000346202,10314.5599,40.87050522
880 HK,2017-08-01,0.012333533,5626.5311,9.88997819
8801 JP,2017-08-04,0.002061885,23071.4558,59.53667402
8802 JP,2017-05-11,0.084237652,27335.769,76.59388598
8804 JP,2017-08-08,0.008101662,2938.8212,12.4951848
881 HK,2017-03-20,0.258343634,3161.9116,5.316399576
8815 JP,2013-05-13,-0.010830413,6431.2232,181.4907724
883 HK,2017-08-25,0.266621915,51987.311,67.78116635
8830 JP,2017-08-10,0.031969575,14355.3303,43.21697534
884 HK,2017-08-09,-0.016728625,3822.2667,15.47519913
8840 JP,2017-08-01,0.003347637,1764.8616,3.024622467
8848 JP,2017-08-04,0.019183101,1959.009,14.06309836
8868 JP,2008-05-16,-0.229418739,1531.9867,84.07133784
8876 JP,2017-08-07,-0.006858752,3142.9463,7.792310977
8905 JP,2017-07-06,-0.00573588,4249.8411,16.02481767
8933 JP,2017-08-04,0.005032155,3327.6428,5.657037957
9001 JP,2017-07-31,0,5688.9386,10.37538772
9005 JP,2017-08-09,0.005319512,9337.1361,14.37460238
9006 JP,2017-08-03,0,6522.5622,10.15798104
9007 JP,2017-07-28,0.019387279,7287.5045,9.998008588
9008 JP,2017-08-01,0,5496.1658,7.514236379
9009 JP,2017-08-01,0.009153295,4715.8933,11.21190171
902 HK,2017-08-01,-0.237278245,14839.9344,14.8215091
9020 JP,2017-07-31,0.006120779,36342.2203,67.17550059
9021 JP,2017-07-31,0.01232405,13619.4796,35.70924217
9022 JP,2017-04-28,-0.014668127,35265.0971,68.09678962
9024 JP,2017-08-04,0.006420446,6163.7118,20.61254479
9041 JP,2017-08-09,0.010738061,7439.8785,8.866934996
9042 JP,2017-08-04,0.036741506,9231.4897,12.89795776
9044 JP,2017-07-31,-0.009036145,2788.5847,3.509358049
9045 JP,2017-08-08,0,3710.0705,3.881282973
9048 JP,2017-08-08,0.010326803,4235.9038,7.805539749
9062 JP,2017-07-31,0.029773897,6372.5206,13.88270632
9064 JP,2017-08-01,-0.100331969,8252.1337,32.17994209
9065 JP,2017-07-28,0.102925257,2335.8531,6.05446493
9076 JP,2017-08-11,0.001255702,2812.1325,6.147919599
9086 JP,2017-07-31,0.002179646,2486.8403,7.497355274
9101 JP,2017-07-31,-0.009562618,3249.8529,34.11551056
9104 JP,2017-07-31,-0.03332162,3758.3772,30.53532668
9107 JP,2017-07-31,0.246393587,2331.2268,13.20772522
914 HK,2017-08-22,0.045983556,18834.6791,29.89965186
9142 JP,2017-08-11,0.007241159,5152.7905,22.87381331
916 HK,2017-08-22,-0.031595466,6160.9064,9.777663297
9201 JP,2017-08-01,0.037432166,11430.6492,55.48439266
9202 JP,2017-08-03,0.040307896,12351.9094,41.30818493
9205 JP,2009-11-13,-1.147293661,3233.5897,63.72633876
9301 JP,2017-07-31,0,2257.7732,9.470380603
934 HK,2017-03-31,-0.025263158,1321.3533,4.940018947
9364 JP,2017-08-11,0.018997179,3042.1497,5.974624739
939 HK,2017-08-31,0.013244776,225880.078,247.9685337
9401 JP,2017-08-04,0.016234194,3684.946,4.408914666
9404 JP,2017-07-31,-0.014251998,4491.4495,10.62561148
9409 JP,2017-08-01,-0.017445997,1971.8248,4.6329921
941 HK,2017-08-10,-0.013016866,227872.0562,147.8502509
9427 JP,2011-02-10,-0.06286111,2097.8355,8.542289922
9432 JP,2017-08-07,0.008105457,102823.788,115.903452
9433 JP,2017-08-02,0.003487765,69079.1642,139.6536272
9435 JP,2017-08-14,0.056198157,5396.6475,8.24092492
9437 JP,2017-07-28,0.001721586,90448.0027,97.98026706
9449 JP,2017-08-01,-0.0304748,1494.3327,8.800192008
9468 JP,2017-08-11,-0.079610925,927.499,3.580969557
9474 JP,2017-07-28,0.023450819,1146.1646,7.281692756
9477 JP,2014-04-28,-0.06107317,927.7956,5.557933046
9501 JP,2017-07-31,-0.018646548,6727.3199,28.06889708
9502 JP,2017-07-31,0.005027706,10203.3201,22.8153807
9503 JP,2017-07-31,0.001959621,12564.1506,29.24821176
9504 JP,2017-07-31,-0.169934908,4134.3671,11.02422239
9505 JP,2017-07-31,-0.084774532,1918.5074,10.79792319
9506 JP,2017-07-28,0.025073014,6830.3851,15.35179914
9507 JP,2017-07-27,0.006555595,2685.3711,8.26400797
9508 JP,2017-08-01,-0.01447613,5608.9506,20.06042152
9509 JP,2017-07-31,-0.023195934,1705.3979,3.962469318
9513 JP,2017-08-01,0.060052728,4630.5744,16.43228941
9531 JP,2017-07-28,0.068315749,12263.9155,29.30309536
9532 JP,2017-07-28,-0.00191932,8229.168,23.52705765
9533 JP,2017-07-31,0.082082243,3622.8007,8.314548459
958 HK,2017-03-28,0.025477707,3431.5244,9.841871463
960 HK,2017-03-24,0.019808307,10369.5612,12.19277324
9602 JP,2017-07-19,0.075650239,5734.6555,8.967499857
9603 JP,2017-08-28,0.026226749,2108.205,16.04123108
9613 JP,2017-08-04,-0.000984684,15275.0045,31.53188161
9616 JP,2017-08-10,-0.028331961,1125.5489,6.969316164
9627 JP,2017-09-14,-0.040605679,2509.5058,21.50301666
966 HK,2017-03-23,-0.017693316,8838.1298,18.49955484
9672 JP,2017-07-31,0.02030357,897.9285,3.358457773
9678 JP,2017-09-11,-0.005860881,1311.5934,4.888043288
968 HK,2017-02-28,-0.04494382,2373.4909,3.49021795
9684 JP,2017-08-07,0.031081848,3882.1161,23.06059687
9697 JP,2017-07-31,0.026013326,1585.5451,15.37304227
9706 JP,2017-08-10,0.03440762,3146.546,8.778271211
9715 JP,2017-08-01,0.082402451,1171.1278,4.977210966
9719 JP,2017-07-31,-0.016057005,4754.3635,11.61396528
9735 JP,2017-08-09,-0.004572862,17805.5778,36.75800911
9744 JP,2017-07-27,0.02172059,1371.7212,3.877780744
9747 JP,2017-08-11,-0.019045228,1128.5037,3.183778399
9751 JP,2007-11-06,0.012668429,739.6432,12.67103671
9766 JP,2017-07-28,0.022352203,7288.93,39.34437316
9783 JP,2017-08-04,0.001402693,3993.7887,11.93927331
981 HK,2017-08-09,-0.344335415,5279.2887,23.30320122
9831 JP,2017-08-04,-0.05034721,5140.343,17.13359808
9843 JP,2017-09-28,-0.005525779,17875.4484,62.39775906
9861 JP,2017-07-10,0.084524801,1050.1819,4.654613851
9904 TT,2017-08-15,-0.011932542,3893.9498,4.704796483
991 HK,2017-08-16,0.065936178,7769.2234,3.108669041
9910 TT,2017-08-14,0.003157886,3094.6612,7.627660759
992 HK,2017-08-18,0.096610169,6474.9486,23.35131009
9938 TT,2017-08-14,0.002893317,1242.9492,5.367296271
9962 JP,2017-07-31,0.039075213,6924.7372,21.35054958
998 HK,2017-08-24,-0.005665173,41855.6297,29.20136452
9983 JP,2017-07-14,-0.001384743,33906.8734,167.425392
9984 JP,2017-08-08,-0.213747298,89680.8603,433.4497881
9987 JP,2017-08-04,0,3571.9505,6.323418802
9989 JP,2017-08-10,0.059093975,5174.5731,7.97310896
ABC AU,2017-02-23,-0.01910828,2731.2303,7.539530799
ABS AU,2007-08-27,0.022779043,2742.0596,18.46177031
ACX AU,2017-02-21,-0.11326458,531.873,8.970515836
AGL AU,2017-02-09,0.028945073,12306.5045,26.18575092
AIO AU,2016-02-24,-0.021696831,6308.1879,20.24690416
ALL AU,2017-05-25,0.083550696,10030.5475,41.09703673
ALQ AU,2017-05-23,0.018181818,2207.8457,7.746271477
ALU AU,2017-02-21,-0.051600985,800.5245,3.300318842
AMC AU,2017-02-13,0.006655574,13435.0823,26.4802265
AMP AU,2017-02-09,0.005698006,11802.8241,27.46409603
AND AU,2010-09-29,0.105263158,3316.9712,12.10212444
ANN AU,2017-02-13,-0.00547792,2439.5085,10.56101135
ANZ AU,2017-05-02,-0.024446987,71223.7094,151.8192372
APO AU,2017-02-22,-0.011560694,780.2907,3.151383506
AST AU,2017-05-16,-0.039473684,4699.0204,6.384709938
ASX AU,2017-02-17,-0.000615099,7674.7297,15.31386235
AUT AU,2014-03-03,0.021563342,1674.6378,17.30425739
AWC AU,2017-02-23,-0.018518519,4331.947,24.82768587
AXA AU,2010-08-04,-0.029897582,9859.5389,16.58723451
AZJ AU,2017-02-13,0.00384859,8357.1415,22.87258057
AZT AU,2011-09-26,0.277777778,1937.9093,6.888259987
BAP AU,2017-02-16,0.057736654,1229.874,5.339059804
BEN AU,2017-02-13,0.005691536,4350.0078,16.71870371
BHP AU,2017-02-22,0.045584024,102865.6052,171.9825069
BKL AU,2017-02-22,-0.098613473,1384.6719,5.156747015
BLD AU,2017-02-15,-0.031830685,5629.8942,31.27085191
BNB AU,2008-02-21,0.04203425,4534.0525,63.35979345
BOQ AU,2017-03-30,-0.023352547,3570.2887,18.9599021
BPT AU,2017-02-20,0.113520632,1010.3629,3.922759462
BSL AU,2017-02-20,0.089725087,5591.6216,30.56776985
BXB AU,2017-02-20,-0.049435619,11559.5948,43.67497951
CAPL SP,2017-08-03,-0.016826923,11685.639,22.06073684
CAR AU,2017-02-08,-0.014535555,1998.2676,7.790328585
CBA AU,2017-02-14,0.014093375,108825.8007,161.6245605
CCL AU,2017-02-22,0.023214286,6147.9936,12.41313734
CD SP,2017-08-14,-0.032571033,3672.6906,14.52520164
CGF AU,2017-02-14,0.016946909,4972.2547,13.24098003
CHNETQ HK,2008-03-25,0.016404648,18733.4075,34.34504498
CIM AU,2017-02-08,0.160987074,9628.0945,8.265231
CIT SP,2017-08-11,-0.003427326,7446.0576,11.23788001
CMA SP,2014-02-13,0.051282051,5352.8318,8.280483045
COH AU,2017-02-14,-0.001582958,5659.7685,18.03575179
CPU AU,2017-02-15,0.009497195,5713.9492,15.53300208
CSL AU,2017-02-15,-0.006024915,41358.1246,96.22849005
CSR AU,2017-05-10,0.045685279,1695.879,10.62359175
CTD AU,2017-02-24,0.069112275,1429.6525,3.438102887
CTX AU,2017-02-21,-0.014979573,6031.1845,20.63736527
CWN AU,2017-02-23,0.004644079,6905.5453,14.69948565
CWY AU,2017-02-23,0.034883721,1386.785,3.633232705
DBS SP,2017-08-04,-0.015062634,40363.8062,60.98028642
DJS AU,2013-09-25,-0.018181818,1499.9985,8.114758586
DLX AU,2017-05-17,0.015649378,1959.5441,9.797245383
DMP AU,2017-02-15,-0.017885078,3661.6141,16.71116026
DOW AU,2017-02-02,0.070980636,2302.8779,8.847657117
DXL AU,2008-02-25,0.017605634,1720.6801,10.9905799
EHE AU,2017-02-23,-0.016397403,653.3441,3.145915347
EVN AU,2017-02-16,-0.013725953,3039.0811,18.56975681
EXT AU,2011-09-14,-0.065789474,2078.5209,5.715540099
FGL AU,2011-02-15,-0.06057421,11109.1163,38.37540586
FLT AU,2017-02-23,-0.051409145,2324.7699,8.73816925
FMG AU,2017-02-22,0.152706852,16713.6849,101.175299
FXJ AU,2017-02-22,0.016935484,1662.1989,3.760469385
GEM AU,2017-02-20,-0.032608696,1093.0114,4.018839972
GENS SP,2017-08-03,0.118181818,10449.0256,19.27748926
GFF AU,2014-08-13,-0.075,1146.2549,3.26369484
GGR SP,2017-08-15,-0.088235294,3506.7804,4.692227645
GLP SP,2017-08-08,-0.011904762,11199.6755,57.49058253
GMA AU,2017-02-08,-0.090116279,1117.3131,3.079573446
GNC AU,2017-05-11,0.040241319,1666.652,5.04989411
GXY AU,2017-03-31,-0.473684211,692.2427,7.45199592
HKL SP,2017-03-03,-0.015037594,16516.7043,11.62528276
HSO AU,2017-02-22,-0.012605042,3162.26,16.01059813
HVN AU,2017-02-28,0.020623969,4399.2313,13.30675136
IAG AU,2017-02-22,0.025114687,10778.1075,30.22877528
IFL AU,2017-02-15,-0.043246824,1963.355,5.468595308
IGO AU,2017-02-21,-0.080930931,1778.6502,15.85301992
IIN AU,2015-02-19,-0.097835498,813.9907,4.530085165
ILU AU,2017-02-23,-0.25,2254.4439,15.22263483
IPL AU,2017-05-09,0.040036919,4709.0617,17.9905916
JBH AU,2017-02-13,0.034074664,2567.7565,13.75796537
JBM AU,2007-08-22,-0.001584707,1339.071,13.21677911
JCNC SP,2017-08-04,-0.019339283,11641.8538,7.546902298
JM SP,2017-03-03,0.014474669,46859.7448,18.09171554
JS SP,2017-03-03,0.019439252,45085.9774,49.46207898
KEP SP,2017-07-21,-0.026599871,8669.2532,12.45041514
KPLD SP,2015-04-15,0.002727273,5064.8377,21.23605852
LGL AU,2010-02-18,-0.053691275,5937.307,60.26103316
LNK AU,2017-02-17,0.000886115,2067.5754,7.772029854
MCC AU,2011-02-23,-0.072884473,3600.9057,14.47222894
MFG AU,2017-02-16,-0.007389316,3183.5345,7.557098641
MIN AU,2017-02-16,0.082881179,1949.7538,10.29427484
MIS AU,2008-04-01,-0.741935484,1173.7745,4.718597936
MPL AU,2017-02-17,0.026446782,5697.3165,14.48981428
MQG AU,2017-05-05,0.035194744,23944.0817,67.44894834
MRU AU,2011-02-14,0,1055.5511,3.838294976
MTR AU,2017-02-17,-0.024319728,649.0007,5.122800216
MTS AU,2017-06-26,0.004739336,1702.5048,10.24782463
MYO AU,2017-02-23,0.011173184,1726.2155,3.511732733
MYR AU,2017-03-16,-0.020859408,680.3145,4.798541964
MYX AU,2017-02-24,0.030487805,1703.7919,10.02122719
NAB AU,2017-05-03,-0.004836071,65972.3819,126.2886663
NCM AU,2017-02-13,-0.0073729,13312.544,56.49336974
NOL SP,2016-02-23,-2.181818182,2311.4675,6.37114258
NST AU,2017-02-20,0.003164557,2067.326,15.61136061
NUF AU,2017-03-23,-0.021913039,1981.5063,5.3702508
NXT AU,2017-02-24,0.066037736,784.693,4.342216399
OCBC SP,2017-07-27,0.039664929,35403.5146,36.53205314
ORA AU,2017-02-15,0.015792901,2758.1342,8.435965316
ORG AU,2017-02-16,0.063909174,9579.4887,36.09003524
ORI AU,2017-05-16,-0.002908725,5207.7594,15.98499604
OSH AU,2017-02-21,0.019512195,8087.1728,26.30496173
OZL AU,2017-02-22,0.175847458,2287.5451,15.51156646
PDL AU,2017-05-11,0.044387722,2824.2189,6.420951491
PGH AU,2017-02-22,0.008599509,1532.5393,4.179320903
PMV AU,2017-03-21,-0.019158571,1673.8308,4.010023013
PNA AU,2014-08-22,-0.084558824,1359.2146,4.238871096
PPT AU,2017-02-23,0.02129605,1817.9321,5.34271855
PRY AU,2017-02-15,-0.123339842,1368.4152,7.953983273
PTM AU,2017-02-24,-0.001317265,2231.141,4.615096452
PWAY SP,2010-05-12,-0.08837124,2747.3765,3.889930738
QAN AU,2017-02-23,-0.008438155,5285.4219,21.646035
QBE AU,2017-02-27,-0.057437408,13279.5181,63.91545915
QUB AU,2017-02-22,-0.132728495,2668.4876,4.312664409
REA AU,2017-02-10,-0.037408505,5408.8592,11.55455293
REC AU,2015-08-19,-0.007782101,1615.1647,3.074994252
RHC AU,2017-02-23,0.01166593,10823.1288,27.45503243
RIO AU,2017-02-09,0.100873709,79516.3292,107.4608203
RRL AU,2017-02-21,-0.007560098,1345.7918,11.19293353
RSG AU,2017-02-27,-0.085107272,1039.156,9.294388995
RWC AU,2017-02-23,0.012931034,1150.1574,8.361894875
S32 AU,2017-02-16,0.034305582,10738.764,56.77280079
SAR AU,2017-02-21,-0.061222684,762.3463,7.715730251
SAR SP,2012-07-30,-0.108133971,1158.1795,25.04508934
SATS SP,2017-07-24,-0.005506038,4173.1847,9.165610249
SBM AU,2017-02-21,0.00795938,1080.2156,10.66071978
SCI SP,2017-08-04,-0.032882559,4233.8524,7.407486555
SDF AU,2017-02-22,0.012049788,1308.789,3.664981838
SEK AU,2017-02-21,-0.00812153,4142.9245,11.32755584
SFR AU,2017-02-21,0.062059646,829.2761,7.480617772
SGM AU,2017-02-15,0.075154778,1844.5925,11.35308332
SGR AU,2017-02-16,-0.029143246,3203.8546,15.06211678
SGX SP,2017-07-28,-0.019830028,5936.2861,9.167011991
SHL AU,2017-02-15,-0.02313472,7061.7039,14.4331279
SIA SP,2017-07-28,0.185790139,8831.4255,6.897206038
SMM SP,2017-07-28,-0.12936828,2675.5486,4.729722639
SPC SP,2009-04-20,0.024491979,1183.711,3.289694751
SPH SP,2017-07-17,-0.052352941,3623.9405,10.64421995
SPO AU,2017-02-28,-0.194017274,691.4791,4.925876465
SPOST SP,2017-08-04,-0.03968254,2203.5226,5.783516858
SRX AU,2017-02-22,0.017202887,698.8049,6.421641585
ST SP,2017-08-11,-0.027637696,45132.0459,57.77871935
STE SP,2017-08-11,-0.040119491,8483.7346,6.559959612
STH SP,2017-08-03,0.006198435,3437.756,4.180009834
STO AU,2017-02-17,-0.006849315,6368.7544,28.85653103
SUL AU,2017-02-24,0.010079027,1552.8756,6.680086831
SUN AU,2017-02-09,-0.01525995,12945.131,34.6384255
SYR AU,2017-03-24,-0.106382979,552.9078,5.851929964
TAH AU,2017-02-02,-0.033715221,2882.1724,8.622931688
THBEV SP,2017-08-14,0.008110687,17165.7772,13.60965744
TLS AU,2017-02-15,-0.049919198,47504.4957,93.1581797
TOL AU,2014-08-19,0.026960784,3784.3648,11.81915888
TPM AU,2017-03-21,-0.033492454,4566.1261,14.1428746
TTS AU,2017-02-16,-0.025635516,4545.065,14.43427545
TWE AU,2017-02-13,0.03620363,6706.9442,21.03389242
UOB SP,2017-07-28,0.010132047,29404.6247,33.34969428
UOL SP,2017-08-07,0.047248947,4816.8881,6.957423384
VMS SP,2017-08-07,0.133144726,2871.9953,8.84728417
VOC AU,2017-02-22,-0.01593141,2294.6176,14.89354014
WBC AU,2017-05-08,-0.018126557,84490.9878,162.6371259
WEB AU,2017-02-22,0.040535722,868.0644,3.415338393
WES AU,2017-02-15,0.021222726,37713.1756,70.29692799
WHC AU,2017-02-06,-0.031085214,2126.5909,11.94026505
WIL SP,2017-08-11,-0.05,15863.8973,14.00992121
WOR AU,2017-02-20,-0.068671272,1641.5012,10.19167563
WOW AU,2017-02-22,0.01011563,26379.6091,78.64596321
WPL AU,2017-02-22,0.037751004,20348.6581,52.18917798
WSA AU,2017-02-22,-0.198273204,531.827,10.39198777
YZJSGD SP,2017-08-07,0.085558611,4174.1615,17.14950779
ZFX AU,2007-08-27,0,6945.2831,66.82025213
000030 KS,2017-04-19,0.115052637,8331.5269,15.28843772
000080 KS,2017-05-15,-0.164969595,1373.1357,4.071539028
000100 KS,2017-04-27,0.029793667,2432.3878,7.295766634
000120 KS,2017-05-11,-0.055238704,3730.7539,6.712197527
000150 KS,2017-05-11,0.059225976,1770.7408,3.136592804
000210 KS,2017-04-28,0.116263958,2485.1225,10.39960036
000270 KS,2017-04-27,-0.019698394,12508.2361,32.79901595
000660 KS,2017-04-25,0.140671639,33797.5766,141.2217911
000720 KS,2017-04-27,-0.034523374,4947.9671,14.30924665
000810 KS,2017-04-27,0.007100329,11151.7374,16.6941804
000830 KS,2015-01-30,-0.103894975,7966.1642,41.45810772
000880 KS,2017-05-16,0.099877886,2864.6863,10.38556209
001040 KS,2017-05-16,0.06725402,5228.8527,14.56681378
001120 KS,2017-04-27,0.124664917,1085.9291,5.316294132
001230 KS,2017-05-12,0.097831922,996.6534,4.011379679
001300 KS,2013-11-07,0.057173244,4342.5603,36.76272783
001450 KS,2017-04-27,0.026529053,2876.8283,7.172951186
001680 KS,2017-05-15,-0.001609854,802.5551,4.018132954
001740 KS,2017-05-08,-0.173192957,1694.2256,6.164885682
002020 KS,2017-05-15,0.575811513,715.4464,5.345455136
002380 KS,2017-05-05,-0.052517805,3171.2411,6.917768713
002790 KS,2017-04-24,-0.102249287,9822.5776,16.09038952
003450 KS,2016-05-12,0.006755238,1368.5488,16.65816668
003490 KS,2017-05-11,0.070606279,2663.8436,17.23723323
003550 KS,2017-05-16,0.245295003,10931.7106,17.14126491
003600 KS,2015-02-06,-0.086711044,7545.959,9.93459632
004000 KS,2017-04-28,0.049741,873.7454,3.304591273
004020 KS,2017-04-28,0.069743605,6223.6346,20.89524505
004170 KS,2017-05-11,0.013703959,1929.4841,8.571953473
004370 KS,2017-05-15,0.021356151,1806.8063,7.123614898
004800 KS,2017-04-26,0.015311042,4200.2803,15.93511655
004940 KS,2012-10-22,-0.041014001,4674.5486,4.334672178
004990 KS,2017-05-16,0.006337194,2719.2553,4.658512712
005300 KS,2017-05-16,-0.025783965,1978.8596,3.933180873
005380 KS,2017-04-26,-0.015769036,29258.5876,83.60717595
005490 KS,2017-04-18,0.072131131,20316.5318,74.97956382
005830 KS,2017-05-15,0.009388918,4352.0432,10.12797214
005880 KS,2017-05-16,0.349758791,539.5281,4.54534096
005930 KS,2017-04-10,0.132323775,257763.4073,409.6595618
005940 KS,2017-05-16,0.165606384,3505.003,14.52677579
006260 KS,2017-05-16,0.309013648,1950.466,4.252764789
006280 KS,2017-04-27,0.03685488,1694.8658,3.580654569
006360 KS,2017-04-27,-0.067383666,2032.9076,11.90029668
006400 KS,2017-04-28,0.098038703,8244.929,21.15685228
006650 KS,2017-04-27,0.00626161,1409.414,6.631466717
006800 KS,2017-05-16,0.169257738,5540.6956,23.57500226
007070 KS,2017-05-12,-0.021256542,3962.5811,8.619128836
008560 KS,2017-04-24,0.046925849,1696.2265,4.679185506
008770 KS,2017-05-02,-0.057901289,1804.823,21.2995945
009150 KS,2017-04-26,0.055642068,4638.707,31.15287617
009240 KS,2017-05-16,0,4692.0242,9.624130388
009540 KS,2017-04-27,-0.237923675,11055.5688,53.2802748
009830 KS,2017-05-12,0.074107495,4052.3642,22.32227417
010060 KS,2017-04-27,-0.059204065,1651.049,10.68745758
010130 KS,2017-04-25,0.049539595,7188.8902,23.49463905
010140 KS,2017-05-01,0.177104488,3705.0395,21.81084552
010520 KS,2014-11-05,-0.040820807,1414.9744,8.010770297
010620 KS,2017-04-27,-0.074981327,1664.5067,16.13265594
010950 KS,2017-04-19,0.025663429,9216.4199,23.82122865
011070 KS,2017-04-27,-0.050921779,2862.5703,20.63953353
011170 KS,2017-04-28,0.033299161,10621.6414,38.14797807
011210 KS,2017-04-28,-0.14968948,1560.8276,11.09199148
011780 KS,2017-05-01,-0.010775598,2039.5233,11.88864885
011790 KS,2017-04-28,-0.048147503,974.541,3.482588959
012330 KS,2017-05-03,-0.00377138,19837.4036,50.84671985
012450 KS,2017-04-24,-0.030855409,2292.1652,20.69439225
012630 KS,2017-04-26,0.052589394,3005.4824,3.149013176
012750 KS,2017-04-20,0.090757992,3144.6447,4.928432153
015760 KS,2017-05-09,-0.11319405,25897.9596,59.85744408
015940 KS,2009-03-31,0.005954802,1062.9804,6.672179943
016360 KS,2017-05-16,0.057033944,3032.6793,10.23258637
017670 KS,2017-04-26,0.071729241,17330.7593,35.05089724
017800 KS,2017-05-15,0.020997498,1425.8605,6.483394244
018260 KS,2017-04-28,-0.009875556,9345.8864,16.60338938
018880 KS,2017-05-16,0.0088995,4543.9963,6.996153134
020560 KS,2017-05-10,0.486069412,832.1305,3.424061362
021240 KS,2017-05-01,-0.001879394,6684.096,12.39680922
022100 KS,2017-04-18,-0.025056897,959.331,5.611283641
023530 KS,2017-05-15,-0.018444447,7350.2782,20.11039127
024110 KS,2017-04-24,0.02093529,6095.258,13.00482437
028050 KS,2017-04-27,-0.08679427,2284.4426,21.24200821
028260 KS,2017-04-27,0.090323362,21942.1204,53.7583681
028670 KS,2017-05-12,-0.026233291,2447.4519,16.8794843
029780 KS,2017-05-01,0.026587195,4066.3687,3.469647892
030000 KS,2017-04-28,-0.005619971,1866.1857,4.420703035
030200 KS,2017-04-28,-0.067500525,7395.8292,15.82637534
032640 KS,2017-04-27,0.025785145,5465.966,21.71363816
032830 KS,2017-05-15,0.045895619,21024.6862,20.09626382
033630 KS,2014-03-21,0,1129.7823,3.25544494
033780 KS,2017-04-27,-0.008821545,12467.1613,41.28673597
034020 KS,2017-05-11,-0.073222204,2233.4023,12.10499945
034220 KS,2017-04-26,0.06706905,9883.1945,44.41483227
034230 KS,2017-05-15,-0.488341339,1287.5396,10.07681485
034730 KS,2017-05-16,0.112502242,15698.6687,22.02195635
035250 KS,2017-05-15,-0.024595335,7390.1492,9.199547705
035420 KS,2017-04-27,-0.034048162,22987.0141,66.7718717
035720 KS,2017-05-11,0.202725667,5735.2805,67.90798932
035760 KS,2017-04-28,-0.036637381,1065.8117,4.743983982
036460 KS,2017-05-12,0.009326132,3831.6748,6.282802436
036490 KS,2017-04-27,-0.056890074,1687.7094,10.12193465
036570 KS,2017-05-11,-0.091236384,7172.5891,65.20671959
037560 KS,2015-05-08,-0.030204281,806.2077,8.660337075
037620 KS,2016-05-16,0.133723091,2276.4757,13.91274903
039030 KS,2017-05-15,-0.160113323,977.1681,5.734140099
039130 KS,2017-05-09,-0.121643497,902.4465,6.987225497
039490 KS,2017-05-16,0.082695331,1600.0528,3.775353844
041510 KS,2017-05-16,-0.077821261,537.0686,4.58648945
042670 KS,2017-05-01,-0.089084806,1722.6657,18.42874024
046890 KS,2017-04-25,0.315354724,942.7426,6.985527337
047040 KS,2017-04-25,0.197747676,2680.7237,8.157671591
047050 KS,2017-04-18,0.198477945,2605.7363,6.803451292
047810 KS,2017-04-28,-0.044974853,5577.2738,25.13004847
048260 KS,2017-05-15,-0.135311169,753.9684,3.146001591
051370 KS,2017-05-31,-0.071017248,663.6062,5.867089114
051600 KS,2017-05-16,-0.039302464,2201.6129,7.560642077
051900 KS,2017-04-28,-0.0139036,11897.4332,23.90532556
051910 KS,2017-04-20,0.059305159,16691.0507,58.50992349
052690 KS,2017-05-02,0,812.7376,3.138707656
053000 KS,2014-05-12,0.009902143,9160.5159,14.33773737
055550 KS,2017-04-21,0.107308615,19829.4078,36.6514385
056190 KS,2017-05-16,0.113059882,1472.0661,7.288645204
064420 KS,2012-04-23,0.001026485,1300.6731,11.69139806
066570 KS,2017-04-10,0.398282042,10220.7804,73.22824416
068270 KS,2017-05-11,0.028383534,10369.9668,32.24315727
068870 KS,2016-04-21,0.423975264,1027.5236,9.83457889
069080 KS,2017-05-11,-0.036445775,690.8902,4.516121556
069960 KS,2017-05-11,0.027935928,2294.6204,12.4426444
071050 KS,2017-05-16,0.401263039,2676.4454,4.967124045
073240 KS,2017-05-16,-1.270173373,1169.3759,4.997116946
078340 KS,2017-05-12,-0.038905171,1367.4633,10.25107279
078930 KS,2017-05-12,0.15589361,4938.5294,8.325938239
079160 KS,2017-05-15,-0.205170349,1540.2179,11.02571179
079550 KS,2017-04-27,-0.106459195,1679.7734,6.107272466
086280 KS,2017-04-27,0.04003437,4826.8931,16.40083694
086790 KS,2017-04-24,0.081141213,9704.9326,36.08225672
086900 KS,2017-05-16,0.013510531,2669.1142,14.27541733
088350 KS,2017-05-16,0.078540776,5136.4679,5.01684585
090430 KS,2017-04-24,-0.085162464,15777.5066,57.13012759
091700 KS,2017-05-02,-0.20842218,513.431,4.744295134
093050 KS,2017-05-12,0.171662638,668.1627,3.349806875
