,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
HOC LN,2013-10-02,2013-10-07,2013-10-02,2013-10-07,HOC LN,Hochschild Mining PLC,72.9089,29.0,155.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-1.935483813,1.032258034,850.0206,2.932838629977052,"['Goldman Sachs', 'Bank of America Merrill Lynch']",152.4559,155.0,0.0,-0.016413548387096633,True,True,0.02566086954288549,0.011470226418076823,4,586.5677259954103,15.051837894835227,6.728064626703803
1657599D SS,2013-09-24,2013-09-25,2013-09-24,2013-09-25,1657599D SS,Nordea Bank AB,3380.57,284.182,76.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,1.907894731,2.565789461,50206.0153,92.36565338061652,"['Bank of America Merrill Lynch', 'Carnegie', 'Goldman Sachs', 'Morgan Stanley']",77.134,79.2,-0.04040404040404044,0.014921052631579057,True,True,0.014921052631579057,0.013408871361415109,1,5000.0,74.60526315789528,67.04435680707554
DLG LN,2013-09-19,2013-09-20,2013-09-19,2013-09-20,DLG LN,Direct Line Insurance Group PL,1009.99,272.7,210.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",5044.41,1.0,1.380952358,5044.41,7.328860619169961,"['Morgan Stanley', 'RBC Capital Markets', 'UBS', 'Goldman Sachs']",212.0675,218.0,-0.03669724770642202,0.009845238095238074,True,True,0.009845238095238074,0.01291383015299985,1,1465.772123833992,14.430875552508438,18.928732250194038
OCI NA,2013-09-18,2013-09-18,2013-09-18,2013-09-18,OCI NA,OCI NV,133.453,3.77,26.5,"ADDL,Primary Share Offering,Secondary Share Offering",0.0,1.886792421,-2.264150858,7396.1483,11.946245076268344,"['Barclays', 'JP Morgan', 'Rabobank']",26.6036,26.5,0.0,0.003909433962264064,True,True,0.003909433962264064,-0.002306515812031673,1,2389.249015253669,9.340611244538664,-5.510840632563691
MOR GR,2013-09-18,2013-09-19,2013-09-18,2013-09-19,MOR GR,MorphoSys AG,112.207,1.5141,55.76,"ADDL,Primary Share Offering,Accelerated Bookbuild",1934.44,1.631997347,1.68579936,1934.44,9.081890561966368,"['JP Morgan', 'Deutsche Bank']",56.3394,54.79,0.0177039605767475,0.0103909612625539,True,True,0.030233142037302763,0.030997844646322825,3,1816.3781123932738,54.91481746543373,56.303806546947804
CRST LN,2013-09-17,2013-09-18,2013-09-17,2013-09-18,CRST LN,Crest Nicholson Holdings plc,172.809,33.9427,320.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1284.59,3.125,3.3125,1284.59,2.944963880305845,"['Barclays', 'JP Morgan']",326.3711,333.7,-0.041054839676355925,0.019909687499999995,True,True,0.038863409493405054,0.026141223667425884,3,588.992776061169,22.890267444722635,15.396991897513105
LLOY LN,2013-09-16,2013-09-17,2013-09-16,2013-09-17,LLOY LN,Lloyds Banking Group PLC,5111.14,4282.03,75.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",85158.9,0.1599999964,1.666666627,85158.9,152.96502157156277,"['Bank of America Merrill Lynch', 'JP Morgan', 'UBS']",75.3435,77.36,-0.030506721820062088,0.0045800000000000285,True,True,0.0045800000000000285,0.005854769919575453,1,5000.0,22.90000000000014,29.273849597877266
CON GR,2013-09-16,2013-09-17,2013-09-16,2013-09-17,CON GR,Continental AG,1274.54,7.8,122.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",32719.7,0.7755101919,1.959183693,32719.7,56.33338516005004,['Goldman Sachs'],122.3705,127.05,-0.03581267217630857,-0.0010571428571427566,True,True,-0.0010571428571427566,0.00021762706243277918,1,5000.0,-5.285714285713783,1.088135312163896
TDC DC,2013-09-12,2013-09-13,2013-09-12,2013-09-13,TDC DC,TDC A/S,742.547,89.853,46.3,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",6699.86,0.5831549764,0.86393255,6699.86,12.454306249549461,['JP Morgan'],46.3657,47.88,-0.03299916457811203,0.001419006479481677,True,True,0.001419006479481677,-0.0003419567394473688,1,2490.8612499098926,3.5345482531119665,-0.8517667914349846
CSGN SW,2013-09-12,2013-09-12,2013-09-12,2013-09-12,CSGN SW,Credit Suisse Group AG,154.401,5.0,28.7,"ADDL,Secondary Share Offering,Block",0.0,-0.1045322716,-0.8710827827,49045.0436,105.93344001205308,['Goldman Sachs'],28.8793,28.89,-0.00657667012807206,0.00624738675958203,True,True,0.00624738675958203,0.00672583226568646,1,3088.0200000000004,19.292055261324503,20.769504553085106
SAB SM,2013-09-09,2013-09-10,2013-09-09,2013-09-10,SAB SM,Banco de Sabadell SA,861.77,396.342,1.64,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Block",0.0,11.89024448,21.95122147,7081.8563,30.466459061264267,"['Deutsche Bank', 'JP Morgan']",1.8082,1.8010000000000002,-0.08939478067740159,0.10256097560975608,True,True,0.10256097560975608,0.08358881026710274,1,5000.0,512.8048780487804,417.94405133551373
FGR FP,2013-09-09,2013-09-09,2013-09-09,2013-09-09,FGR FP,Eiffage SA,332.336,6.004,41.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.5988023877,-1.317365289,5177.6968,7.16933815404255,['Goldman Sachs'],43.7676,43.665,-0.043856635749456085,0.04832574850299398,True,True,-0.004193399635250672,-0.022385534948336172,2,1433.8676308085103,-6.012780000030152,-32.0978939607519
PSM GR,2013-09-03,2013-09-04,2013-09-03,2013-09-04,PSM GR,ProSiebenSat.1 Media SE,1009.89,25.0,30.67,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",8864.03,0.06521005183,-2.151940346,8864.03,30.483682475909678,['JP Morgan'],30.4386,31.0,-0.010645161290322558,-0.007544832083469233,True,True,-0.007544832083469233,-0.009339010084812971,1,5000.0,-37.72416041734616,-46.69505042406485
GFS LN,2013-08-28,2013-09-02,2013-08-28,2013-09-02,GFS LN,G4S PLC,540.3,140.926,247.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",5948.73,4.858299732,4.210526466,5948.73,15.474058013112655,"['Barclays', 'Citi', 'JP Morgan']",259.9372,252.4,-0.021394611727416857,0.05237732793522265,True,True,0.037768714383191515,0.02447792435935492,3,3094.8116026225316,116.8870554892376,75.7545643154483
CWD LN,2013-08-13,2013-08-14,2013-08-13,2013-08-14,CWD LN,Countrywide PLC,308.487,35.0,570.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1940.15,0.0,-3.508771896,1940.15,1.9565661116069197,"['Credit Suisse', 'Goldman Sachs', 'Jefferies']",570.1985,597.0,-0.045226130653266305,0.00034824561403512533,True,True,0.00034824561403512533,-0.0033362853384881763,1,391.31322232138405,0.13627311338737388,-1.3055325663873978
JUP LN,2013-08-13,2013-08-13,2013-08-13,2013-08-13,JUP LN,Jupiter Fund Management PLC,67.6506,12.5,350.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2477.1,3.428571463,2.657142878,2477.1,4.0242173486957915,['JP Morgan'],361.5099,363.0,-0.03581267217630857,0.03288542857142862,True,True,0.02313063119413261,0.014277390899730902,2,804.8434697391583,18.6165374675425,11.491064830561703
GLE FP,2013-08-12,2013-08-13,2013-08-12,2013-08-13,GLE FP,Societe Generale SA,689.167,14.881,34.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.163795352,2.0546,37837.5247,218.30220708157177,"['Goldman Sachs', 'HSBC']",35.1044,35.6,-0.022471910112359716,0.00874712643678155,True,True,0.00874712643678155,0.003632434963035891,1,5000.0,43.73563218390775,18.162174815179455
LRE LN,2013-08-07,2013-08-07,2013-08-07,2013-08-07,LRE LN,Lancashire Holdings Ltd,203.676,16.8434,780.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-1.474358916,-1.346153855,1953.9575,7.026340486533958,"['Numis', 'JP Morgan']",775.2275,765.0,0.019607843137254832,-0.0061185897435898084,True,True,-0.01359489942739589,-0.022867061916829523,2,1405.2680973067916,-19.10447845141381,-32.13435259085962
SPD LN,2013-08-06,2013-08-07,2013-08-06,2013-08-07,SPD LN,Sports Direct International PL,172.418,17.0,660.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6070.12,-1.212121248,0.0,6070.12,5.853855900541059,"['BES Investimento SA', 'Goldman Sachs']",652.0762,665.0,-0.007518796992481258,-0.012005757575757614,True,True,-0.004304393939393969,-0.01660423426867752,3,1170.7711801082119,-5.039460372074912,-19.43975894953279
FER SM,2013-07-30,2013-07-31,2013-07-30,2013-07-31,FER SM,Ferrovial SA,168.326,10.0,12.7,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.614174724,2.480316401,12998.2403,37.01468367818111,['Morgan Stanley'],12.8268,13.37,-0.05011219147344803,0.009984251968504054,True,True,0.009984251968504054,0.006744194125860581,1,3366.52,33.61218393700827,22.704464408592163
GFJ GR,2013-07-09,2013-07-12,2013-07-09,2013-07-12,GFJ GR,GAGFAH SA,452.837,40.0,8.85,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Block",2456.06,2.802255392,2.01129508,2456.06,3.1966458679356,"['Deutsche Bank', 'Goldman Sachs', 'UniCredit']",9.0751,8.93,-0.00895856662933936,0.025435028248587788,True,True,-0.003024992616197819,0.0028344220956921795,3,639.3291735871201,-1.933966029420892,1.8121287360359541
G IM,2013-07-09,2013-07-10,2013-07-09,2013-07-10,G IM,Assicurazioni Generali SpA,277.23,15.5356,13.95,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.362008572,-0.07168322057,28379.6205,128.27547770595768,"['BNP Paribas', 'Morgan Stanley', 'UBS']",14.002,14.25,-0.021052631578947434,0.003727598566308332,True,True,0.003727598566308332,0.005390424093495216,1,5000.0,18.63799283154166,26.95212046747608
EBS AV,2013-07-01,2013-07-02,2013-07-01,2013-07-02,EBS AV,Erste Group Bank AG,862.33,35.2313,18.75,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,4.456940174,3.679610968,10512.5766,21.41103542032064,"['Erste Group Bank', 'JP Morgan', 'Morgan Stanley']",19.8132,20.41,-0.08133268005879468,0.056703999999999866,True,True,0.05732360942588888,0.04759104269276104,3,4282.207084064128,245.47156636766658,203.7947001569397
FGP LN,2013-06-26,2013-06-26,2013-06-26,2013-06-26,FGP LN,Firstgroup PLC,124.88,89.541,91.0,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild",0.0,5.109889984,5.054944992,1758.7192,18.511846770646837,"['Goldman Sachs', 'JP Morgan', 'Bank of America Merrill Lynch']",93.7631,95.25,-0.044619422572178435,0.03036373626373612,True,True,0.06390659340659322,0.03193122459023856,4,2497.6,159.6131076923072,79.75142653657983
RTHM LN,2013-06-25,2013-06-25,2013-06-25,2013-06-25,RTHM LN,Rhythmone PLC,84.5673,45.6844,120.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,4.375,-4.375,710.4553,8.367749529163039,['Goldman Sachs'],120.0882,126.0,-0.04761904761904767,0.0007349999999999302,True,True,0.18455749999999993,0.07506526477466369,48,1673.549905832608,308.86618674570144,125.62546679493819
1657599D SS,2013-06-18,2013-06-19,2013-06-18,2013-06-19,1657599D SS,Nordea Bank AB,3024.33,260.0,75.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",47523.3,-0.6666666865,-2.266666651,47523.3,80.98853287863238,"['Credit Suisse', 'Morgan Stanley', 'SEB']",75.5477,78.75,-0.04761904761904767,0.0073026666666666795,True,True,0.0073026666666666795,0.013578282843316858,1,5000.0,36.5133333333334,67.8914142165843
LR FP,2013-06-11,2013-06-11,2013-06-11,2013-06-11,LR FP,Legrand SA,688.332,14.4,36.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.8888888955,-0.8333333135,12491.6518,28.014148520396887,['Goldman Sachs'],35.5721,35.585,0.011662217226359406,-0.011886111111111153,True,True,-0.011886111111111153,0.0014256488359360997,1,5000.0,-59.43055555555576,7.1282441796804985
GALP PL,2013-05-30,2013-05-31,2013-05-30,2013-05-31,GALP PL,Galp Energia SGPS SA,884.028,55.452,12.22,"ADDL,Primary Share Offering,Accelerated Bookbuild",13118.7,4.746315002,3.518819332,13118.7,20.959065386547714,"['Goldman Sachs', 'Mediobanca']",12.7235,12.45,-0.01847389558232926,0.04120294599017993,True,True,0.04120294599017993,0.05176310603590739,1,4191.813077309543,172.715047825315,216.98126480347713
BTG LN,2013-05-23,2013-05-29,2013-05-23,2013-05-29,BTG LN,BTG PLC,160.673,32.208,330.0,"ADDL,Primary Share Offering",0.0,8.939393997,6.818181992,1684.8724,3.1228373215412257,"['Deutsche Bank', 'JP Morgan']",357.7361,339.5,-0.027982326951399128,0.08404878787878789,True,True,0.07465757575757559,0.08689774059622546,2,624.5674643082451,46.6286927823097,54.273501498300185
PNDORA DC,2013-05-21,2013-05-22,2013-05-21,2013-05-22,PNDORA DC,Pandora A/S,450.482,13.0,200.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.0,-2.75,5066.7403,16.448394873949514,"['Nordea Bank Abp', 'JP Morgan']",201.205,224.7,-0.10992434356920333,0.006025000000000169,True,True,0.006025000000000169,0.001290181719915795,1,3289.678974789903,19.82031582310972,4.244283677665266
JMT PL,2013-05-13,2013-05-14,2013-05-13,2013-05-14,JMT PL,Jeronimo Martins SGPS SA,677.755,31.4647,16.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",13532.2,1.927708507,1.506021738,13532.2,17.44668785237986,['Goldman Sachs'],16.8398,17.87,-0.07106883044208168,0.014445783132529977,True,True,0.014445783132529977,0.007878466335105028,1,3489.3375704759724,50.40621381928493,27.490628580812114
SRG IM,2013-05-08,2013-05-09,2013-05-08,2013-05-09,SRG IM,Snam SpA,1920.97,395.253,3.69,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.4336058795,1.13820982,17138.8213,40.92856115249524,"['JP Morgan', 'UniCredit']",3.6733000000000002,3.848,-0.041060291060291076,-0.004525745257452529,True,True,-0.004525745257452529,-0.00041028246540186775,1,5000.0,-22.628726287262644,-2.0514123270093387
BOSS GR,2013-05-03,2013-05-03,2013-05-03,2013-05-03,BOSS GR,HUGO BOSS AG,802.804,7.0,87.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",8073.91,-0.2285714298,0.4228571355,8073.91,21.379211053393366,['Morgan Stanley'],87.501,87.09,0.004707773567573792,1.1428571428551138e-05,True,True,1.1428571428551138e-05,-0.016458467342360006,1,4275.842210678674,0.04886676812195523,-70.37380938553936
AIR FP,2013-04-16,2013-04-17,2013-04-16,2013-04-17,AIR FP,Airbus SE,2978.86,61.1126,37.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,5.405405521,4.851351261,40725.7548,194.1387335656248,"['Goldman Sachs', 'Morgan Stanley']",38.8716,37.195,-0.005242640139803689,0.0505837837837837,True,True,0.0505837837837837,0.07197266202699071,1,5000.0,252.91891891891848,359.86331013495357
TEF SM,2013-03-25,2013-03-26,2013-03-25,2013-03-26,TEF SM,Telefonica SA,1252.69,90.0679,10.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",63180.9,-0.5092610121,-2.685186863,63180.9,450.52391232974827,['Goldman Sachs'],10.7516,11.24,-0.039145907473309594,-0.004481481481481531,True,True,-0.004481481481481531,-0.0014013993459578433,1,5000.0,-22.407407407407653,-7.006996729789217
JUP LN,2013-03-20,2013-03-20,2013-03-20,2013-03-20,JUP LN,Jupiter Fund Management PLC,125.062,26.0,318.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2201.57,1.886792421,3.144654036,2201.57,3.627892280817124,['JP Morgan'],318.4065,329.0,-0.033434650455927084,0.0012783018867923435,True,True,0.021889936115999875,0.016886041487841563,2,725.5784561634249,15.882866052563188,12.252147913459623
CFR SW,2013-03-18,2013-03-19,2013-03-18,2013-03-19,CFR SW,Cie Financiere Richemont SA,570.069,7.0,77.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",42403.2,-0.3246753216,-0.7142857313,42403.2,104.48021625409315,['Goldman Sachs'],76.7372,79.5,-0.03144654088050314,-0.003412987012986979,True,True,-0.003412987012986979,0.008973030943227656,1,5000.0,-17.064935064934893,44.86515471613828
DLG LN,2013-03-12,2013-03-12,2013-03-12,2013-03-12,DLG LN,Direct Line Insurance Group PL,755.715,229.4,201.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,1.49253726,1.99004972,4698.6006,5.7519887759304575,"['Goldman Sachs', 'Morgan Stanley', 'UBS']",210.878,210.2,-0.04376784015223589,0.04914427860696513,True,True,0.017813274406173862,0.023022344738117262,2,1150.3977551860914,20.49235088937627,26.484853705850423
DANSKE DC,2013-03-06,2013-03-06,2013-03-06,2013-03-06,DANSKE DC,Danske Bank A/S,951.369,52.0,105.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",18295.6,0.9523809552,2.8571429249999998,18295.6,34.57759948171611,"['Citi', 'JP Morgan']",106.4574,106.1,-0.010367577756833168,0.013880000000000114,True,True,0.013880000000000114,0.015046595850944255,1,5000.0,69.40000000000057,75.23297925472127
OPHR LN,2013-03-04,2013-03-05,2013-03-04,2013-03-05,OPHR LN,Ophir Energy Ltd,137.769,19.85,460.0,"ADDL,Primary Share Offering",2915.44,9.782608986,12.39130402,2915.44,12.552304590197217,"['Credit Suisse', 'Deutsche Bank', 'JP Morgan']",500.4985,461.7,-0.0036820446177171506,0.08804021739130441,True,True,0.12035784543134986,0.09674255213507776,2,2510.4609180394436,302.15366713483604,242.86839624650605
SMP LN,2013-02-26,2013-02-26,2013-02-26,2013-02-26,SMP LN,St Modwen Properties PLC,74.2506,20.0161,245.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.040816307,2.040816307,754.169,1.0268294393212105,"['JP Morgan', 'Numis']",249.1721,248.6,-0.014481094127111849,0.0170289795918368,True,True,0.019695807904905438,0.03358731472494658,2,205.36588786424213,4.044847077594464,6.897688709464388
SPD LN,2013-02-25,2013-02-25,2013-02-25,2013-02-25,SPD LN,Sports Direct International PL,151.48,25.0,400.0,"ADDL,Secondary Share Offering,Block",0.0,-2.25,2.25,3902.7177,1.837370420761289,['Goldman Sachs'],400.4895,430.5,-0.07084785133565619,0.001223750000000079,True,True,0.001223750000000079,-0.007068868011064433,1,367.4740841522579,0.4496964104813546,-2.597625798359095
EDP PL,2013-02-14,2013-02-14,2013-02-14,2013-02-14,EDP PL,EDP - Energias de Portugal SA,474.991,151.517,2.35,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",11462.1,-0.1702087075,-0.6382938623,11462.1,16.543972689003173,"['Caixa Banco de Investimento SA', 'Morgan Stanley']",2.3535,2.3449999999999998,0.002132196162047073,0.0014893617021276562,True,True,-0.005885471140327114,0.009847281838619715,2,3308.794537800635,-19.473814761497632,32.58263235980831
DUFN SW,2013-01-15,2013-01-16,2013-01-15,2013-01-16,DUFN SW,Dufry AG,475.768,3.8796,114.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,3.596491337,5.350877285,3801.796,15.100381082638764,['Morgan Stanley'],116.7612,119.1,-0.04282115869017633,0.02422105263157892,True,True,0.02422105263157892,0.023869407859426373,1,3020.076216527753,73.14942499189844,72.08743097885421
VOLVA SS,2012-12-12,2012-12-13,2012-12-12,2012-12-13,VOLVA SS,Volvo AB,1926.29,138.605,92.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.4336043298,0.4336043298,30761.5487,1.7729700509910291,['Goldman Sachs'],92.3288,95.9,-0.03806047966631909,0.0008542005420053567,True,True,0.0008542005420053567,0.0018730802305628735,1,354.59401019820586,0.3028943957031604,0.6641830303782694
KBC BB,2012-12-10,2012-12-13,2012-12-10,2012-12-13,KBC BB,KBC Group NV,1617.95,58.8353,21.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,13.4588232,15.31764698,10867.0896,42.86677565320268,"['JP Morgan', 'Nomura', 'KBC Group']",23.8743,23.465,-0.09439590880034088,0.12349647058823532,True,True,0.12349647058823532,0.12451535027679284,1,5000.0,617.4823529411766,622.5767513839642
AIR FP,2012-12-06,2012-12-06,2012-12-06,2012-12-06,AIR FP,Airbus SE,2155.23,61.1,27.23,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,8.189498901,9.41975975,31500.0203,76.18505032945679,"['Goldman Sachs', 'Morgan Stanley']",29.2046,29.4,-0.07380952380952377,0.07251560778553068,True,True,0.07251560778553068,0.06814847547145209,1,5000.0,362.5780389276534,340.7423773572604
WG/ LN,2012-11-28,2012-11-29,2012-11-28,2012-11-29,WG/ LN,John Wood Group PLC,203.011,16.3576,775.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.6451612711,0.2580645084,4845.6673,16.616956189672358,"['Credit Suisse', 'JP Morgan']",782.2382,815.0,-0.049079754601227044,0.009339612903225714,True,True,0.006460480439462124,-0.007448038350608588,3,3323.3912379344715,21.470704085355468,-24.752745394212493
GALP PL,2012-11-27,2012-11-27,2012-11-27,2012-11-27,GALP PL,Galp Energia SGPS SA,615.927,41.4655,11.48,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,0.3048820496,0.3919900656,12339.1247,16.83907672774045,"['Deutsche Bank', 'Mediobanca', 'Morgan Stanley', 'UBS']",11.5188,11.5,-0.0017391304347825765,0.0033797909407664584,True,True,0.0033797909407664584,0.003014012107168451,1,3367.81534554809,11.382511795057695,10.150636226189645
PGHN SW,2012-11-08,2012-11-09,2012-11-08,2012-11-09,PGHN SW,Partners Group Holding AG,679.872,3.35,183.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.584699512,2.950819731,5188.8468,6.693281712930333,"['Credit Suisse', 'Morgan Stanley', 'UBS']",185.9751,184.0,-0.005434782608695676,0.016257377049180288,True,True,0.016257377049180288,0.015979053605068794,1,1338.6563425860668,21.763040900698346,21.390461456948096
DANSKE DC,2012-10-30,2012-11-01,2012-10-30,2012-11-01,DANSKE DC,Danske Bank A/S,1242.67,76.881,93.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",16309.1,1.075268865,1.666666627,16309.1,18.90856942978383,"['Danske Bank', 'Morgan Stanley']",92.8669,94.0,-0.010638297872340385,-0.001431182795698871,True,True,-0.001431182795698871,-0.013505602440695763,1,3781.7138859567667,-5.412323851836847,-51.074324288190766
ZIGGO NA,2012-10-25,2012-10-25,2012-10-25,2012-10-25,ZIGGO NA,Ziggo Holding BV,1283.44,37.0,24.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,1.010100961,2.787878752,6484.5928,12.522636635237614,"['ABN Amro Bank NV', 'Deutsche Bank', 'JP Morgan', 'Morgan Stanley', 'Nomura', 'UBS']",25.0393,25.01,-0.010395841663334737,0.01168888888888886,True,True,0.01168888888888886,0.014559706128246752,1,2504.5273270475227,29.275141645044304,36.465181871975275
DUFN SW,2012-10-11,2012-10-15,2012-10-11,2012-10-15,DUFN SW,Dufry AG,314.715,2.6976,109.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,7.706421852,7.798165321,3300.2035,9.519045108588834,"['Credit Suisse', 'Morgan Stanley']",116.5845,114.3,-0.046369203849518814,0.06958256880733948,True,True,0.08263440577786763,0.04002689770403722,3,1903.8090217177669,157.32012722419114,76.20356896032024
EBS AV,2012-10-01,2012-10-02,2012-10-01,2012-10-02,EBS AV,Erste Group Bank AG,303.337,14.0,16.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.142861843,4.821433544,8991.8235,15.579989740361796,"['Erste Group Bank', 'Goldman Sachs']",17.175,17.67,-0.04923599320882854,0.022321428571428603,True,True,0.022321428571428603,0.024410422932744424,1,3115.997948072359,69.55352562661525,76.06282777001009
CON GR,2012-09-24,2012-09-25,2012-09-24,2012-09-25,CON GR,Continental AG,2079.64,20.7791,77.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3483870924,-1.690322638,20247.1763,50.337786345753656,['Goldman Sachs'],78.0529,78.39,-0.011353488965429315,0.007134193548387069,True,True,0.007134193548387069,0.0029940624246873604,1,5000.0,35.67096774193534,14.970312123436802
LUX IM,2012-09-05,2012-09-06,2012-09-05,2012-09-06,LUX IM,Luxottica Group SpA,612.603,18.0,27.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,4.666666508,2.555555582,17423.0088,34.80293516915037,['Goldman Sachs'],27.4897,29.41,-0.0819449166950017,0.018137037037037063,True,True,0.018137037037037063,-0.015911476156045046,1,5000.0,90.68518518518532,-79.55738078022523
ZIGGO NA,2012-07-31,2012-07-31,2012-07-31,2012-07-31,ZIGGO NA,Ziggo Holding BV,913.951,29.0,23.5,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,0.9787234068,2.765957355,5783.82,4.042261217672388,"['Deutsche Bank', 'JP Morgan', 'Morgan Stanley', 'Nomura', 'UBS']",23.761,23.5,0.0,0.011106382978723461,True,True,0.011106382978723461,0.017340599813245428,1,808.4522435344778,8.97898023670212,14.019046823251813
SRG IM,2012-07-18,2012-07-18,2012-07-18,2012-07-18,SRG IM,Snam SpA,751.242,178.559,3.43,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.457727909,-1.865891099,14709.4476,34.000383406049544,['Goldman Sachs'],3.3901,3.358,0.021441334127456857,-0.011632653061224518,True,True,-0.011632653061224518,-0.02671651399646824,1,5000.0,-58.16326530612259,-133.5825699823412
LNA GR,2012-07-10,2012-07-10,2012-07-10,2012-07-10,LNA GR,Linde AG/Pre Merger,1715.84,12.844,109.0,"ADDL,Primary Share Offering,Block",24714.3,4.12844038,6.51376152,24714.3,85.30109869637472,"['Commerzbank', 'Deutsche Bank', 'Morgan Stanley']",112.5791,114.39,-0.04711950345309901,0.032835779816513755,True,True,0.032835779816513755,0.026578794570251585,1,5000.0,164.17889908256876,132.89397285125793
BNR GR,2012-07-05,2012-07-06,2012-07-05,2012-07-06,BNR GR,Brenntag AG,757.259,6.8656,89.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.348314643,-1.853932619,5786.2793,14.809297766925853,"['Deutsche Bank', 'Goldman Sachs']",88.7625,90.66,-0.018310169865431214,-0.002668539325842656,True,True,-0.002668539325842656,0.018955850149499964,1,2961.8595533851712,-7.903838695831095,56.144565857834195
GKN LN,2012-07-05,2012-07-05,2012-07-05,2012-07-05,GKN LN,GKN Ltd,217.42,70.0,200.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,5.349999905,3.549999952,5094.7226,15.583970723826171,"['JP Morgan', 'UBS']",208.046,211.0,-0.05213270142180093,0.04022999999999999,True,True,0.04022999999999999,0.05211803023685224,1,3116.7941447652347,125.38862844390536,162.44117147891853
LSE LN,2012-05-22,2012-05-23,2012-05-22,2012-05-23,LSE LN,London Stock Exchange Group PL,471.217,31.1,960.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.46875,0.15625,4368.7658,10.543286472398242,['Morgan Stanley'],947.2494,1021.0,-0.05974534769833495,-0.013281874999999999,True,True,-0.013281874999999999,0.013532544590943107,1,2108.6572944796485,-28.006922603116877,28.535498864563294
