,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1
,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02
2007,0.024348781840762834,0.025142747489268147,0.023910147876586962,0.027037984915927682,0.024442693906221336,0.02011302668717141,0.0317468286983571,0.030942763143678165,0.027617627470733264,0.025298326750212596,0.022990882406267343,0.014197635108414874,0.0300143890197222,0.026937830969165355,0.02508390589736209,0.02060867949584233,0.018935928886465003,0.012167755925545864,0.027950028963290907,0.025046747789219448,0.023827911009989156,0.019755926949197478,0.016983615364786764,0.014486098756391286
2008,0.03842839182673652,0.03315949166584253,0.032267576239374596,0.025931596717326255,0.03676060818505489,0.02557050205214706,0.03854480785401515,0.0373208328813559,0.0330229744524706,0.025228673054551343,0.031860633461693766,0.02667926996127168,0.03647159022941138,0.028719375052904117,0.024033326462690074,0.018135118319050902,0.016159826403279176,0.01328874068936281,0.041718579200966444,0.03992150493817581,0.03403970187869465,0.026675726234940966,0.021775310582800467,0.017576186311642927
2009,0.10466570117184337,0.11336648286861273,0.10248347564634253,0.14128310636163066,0.07086048142277068,0.0705167043815802,0.10766353378536975,0.10658586382924329,0.09327340062536849,0.08843240740353564,0.08106666480169089,0.06049926223629931,0.0817286526367288,0.07512809251102015,0.06536297701996019,0.06595277338423478,0.06263042536683694,0.06216584203158804,0.051549256158045176,0.04600174895051368,0.04232708795407891,0.04248893552296329,0.03942504933766855,0.0426571658162852
2010,0.03982516699937788,0.034958780176723714,0.03155619244901675,0.02538536708120931,0.022616371912694055,0.03016588382139096,0.020458100120156364,0.017942187541223786,0.02328021093545618,0.01974758145135913,0.026312116649893635,0.02158365879637203,0.02445730265405599,0.021966034971310888,0.030147370774393334,0.017806986149101256,0.020089462763056898,0.021913642347980322,0.01557525916696334,0.013956345111201807,0.02053907509994346,0.015059608302073313,0.01493398614748942,0.01728280423817974
2011,0.024981444748100046,0.025750035830600315,0.023435971043014425,0.026189945450878493,0.03765680461325449,0.04172623104162254,0.025833679231124673,0.029289101939701134,0.022127480677292533,0.025292815518605294,0.03933364274194251,0.032518042710461104,0.024543663105015767,0.03141493566766207,0.026480858993564338,0.02643522247680674,0.026710892606557457,0.02150109313150861,0.04805889434164912,0.04475381624972097,0.038003496178795615,0.03562798985126203,0.027768530379787104,0.023071170951043052
2012,0.027978505186436298,0.043197375545625416,0.03357551399235936,0.031916459897683436,0.043860618154576314,0.051866224226220226,0.02371071637176536,0.03467000031667011,0.026280187533725075,0.023455113764570656,0.03590666427291511,0.0461480847782858,0.021090004908889348,0.03629339840864465,0.029199994441167942,0.02623235904447707,0.031729410613684284,0.035581032329723206,0.018724452350711185,0.03176204605235933,0.025907422493103516,0.023261306671398807,0.023374821512334165,0.023071512037006192
2013,0.03371426163476321,0.01808436461313445,0.019852187413996747,0.018162092157971266,0.023639262010102247,0.014782731249962322,0.030630498116029248,0.01760206175746737,0.014128622848247119,0.01215445614914945,0.01571004494529238,0.010954857099724324,0.01853612797149984,0.03569660179726852,0.029592621940262798,0.019536898555991056,0.017131239719936908,0.014220149436409701,0.0206305603921364,0.02619741575852652,0.01927555838874917,0.017597696109798,0.017147311202575843,0.01356127432320331
2014,0.013483163572916124,0.01228140088326235,0.012144535266067402,0.011895796471268705,0.012579814141052581,0.01021574307795503,0.013152300284519969,0.01130482332574878,0.010102808757958104,0.009645692569546394,0.009886411790005267,0.006345152599158688,0.013744247915590369,0.015636116722649085,0.011562827080867644,0.010470541944190614,0.010995811619456508,0.009928150284508108,0.01477163525644476,0.013606758949399556,0.009841726856376964,0.00957787700290691,0.009635919320668207,0.008921024954390622
