0,7180 JP
1,SSE LN
2,MKS LN
3,WLK US
4,3902 JP
5,PXT CN
6,AVGO US
7,4548 JP
8,DDD US
9,APTI US
10,ENQ LN
11,AAG GR
12,CAR AU
13,102 HK
14,ZU US
15,EVOP US
16,KBR US
17,KATE US
18,1236 HK
19,RDC US
20,8227 JP
21,BG US
22,CADE US
23,6472 JP
24,NAS NO
25,2220 JP
26,683 HK
27,BATS US
28,KBC BB
29,GMS US
30,NXTM US
31,4579 JP
32,7747 JP
33,TIFS LN
34,AIXA GR
35,DCMYY US
36,BOO LN
37,DPSGY US
38,TOKMAN FH
39,RECIB SS
40,CDK US
41,COF US
42,JAZZ US
43,AMSF US
44,7743 JP
45,RATE US
46,028670 KS
47,8566 JP
48,HQY US
49,BNFT US
50,SWY US
51,3369 HK
52,IGTE US
53,MDCA US
54,576 HK
55,BEIJB SS
56,395 HK
57,6462 TT
58,2200 HK
59,8570 JP
60,YPF US
61,103140 KS
62,SAF FP
63,RH US
64,108320 KS
65,SGL GR
66,3016 TT
67,1588 HK
68,NEO FP
69,KNIN SW
70,UEIC US
71,003520 KS
72,TAH AU
73,4118 JP
74,LYG US
75,ARQL US
76,IMI LN
77,6286 TT
78,ASHM LN
79,AZM IM
80,1301 TT
81,TPRE US
82,WAF GR
83,KITE US
84,6619 JP
85,WDF IM
86,9810 JP
87,PDG LN
88,PTM AU
89,000250 KS
90,GOL US
91,KTOS US
92,CMD US
93,RIG US
94,TBBK US
95,AGL AU
96,NUE US
97,GHDX US
98,2880 TT
99,ASX US
100,ALDR US
101,GE US
102,FMS US
103,6508 JP
104,2060 JP
105,817 HK
106,ASM NA
107,JE CN
108,2066 HK
109,SBLK US
110,LBY US
111,004000 KS
112,2157 JP
113,587 HK
114,AFAM US
115,9627 JP
116,IPO LN
117,COHU US
118,243070 KS
119,168330 KS
120,LVMUY US
121,LNR CN
122,ALGT US
123,OMI US
124,CHUY US
125,5201 JP
126,YRI CN
127,PPBI US
128,2768 HK
129,4816 JP
130,INTL US
131,LYV US
132,E US
133,330 HK
134,9009 JP
135,161 HK
136,VVI US
137,GIMO US
138,IPHS US
139,8184 JP
140,AEDAS SM
141,ED US
142,GEN DC
143,GRUB US
144,BMPS IM
145,FI US
146,BLDR US
147,010950 KS
148,SPIL US
149,ALB SM
150,HRTX US
151,ENGH CN
152,ATH US
153,BEL US
154,MPG US
155,MRU CN
156,1537336D US
157,8267 JP
158,MGAM LN
159,HP US
160,LINU GR
161,000240 KS
162,273 HK
163,7246 JP
164,CMTL US
165,LAZ US
166,1702 TT
167,KNSL US
168,KAMBI SS
169,2678 HK
170,788 HK
171,025980 KS
172,2131 JP
173,IRDM US
174,KLAC US
175,BKI US
176,CARG US
177,CBT US
178,ANIK US
179,TOBII SS
180,REE SM
181,ADOC FP
182,LPL US
183,SRCG SW
184,3659 JP
185,PTEC LN
186,VOS GR
187,CMCSK US
188,BLK US
189,INSM US
190,8725 JP
191,NWBO US
192,ALLE US
193,EVC US
194,S US
195,SKYAY US
196,NGI AU
197,SCSC US
198,CVCO US
199,3097 JP
200,HIK LN
201,IIN AU
202,070960 KS
203,ACA FP
204,WRT1V FH
205,VEA AU
206,3445 JP
207,902 HK
208,MUX US
209,ACQ CN
210,EXO IM
211,916 HK
212,CHTR US
213,659 HK
214,6140 JP
215,EHIC US
216,SCHL US
217,ALM SM
218,TBPH US
219,INDUA SS
220,CQH US
221,EYE US
222,ZC FP
223,UVE US
224,5371 TT
225,HAFC US
226,HLDX SS
227,028260 KS
228,3836 HK
229,2884 TT
230,2609 TT
231,862 HK
232,7911 JP
233,1347 HK
234,MTU AU
235,SNPS US
236,8922 JP
237,TLYS US
238,1624831D US
239,ZION US
240,4530 JP
241,EL US
242,THS US
243,MYCC US
244,ABE SM
245,ENIC US
246,ONTEX BB
247,9876549D US
248,CMBN SW
249,ZOES US
250,CMCX LN
251,CANG US
252,KRN GR
253,CTAS US
254,8388 JP
255,7239 JP
256,HMHC US
257,TMP US
258,LAND SW
259,PBR/A US
260,GNFT FP
261,TAK US
262,INCH LN
263,CORT US
264,POOL US
265,FPH US
266,6315 JP
267,321 HK
268,IL US
269,JPM US
270,6986 JP
271,060980 KS
272,MTG US
273,CPU AU
274,MPL AU
275,MNRO US
276,RYA LN
277,TPX US
278,ATZ CN
279,COS CN
280,IHG LN
281,1416528D US
282,DOCU US
283,1999 HK
284,HPOLB SS
285,16 HK
286,SPSC US
287,SONO US
288,4185 JP
289,7832 JP
290,EDU US
291,2733 JP
292,3231 TT
293,CELG US
294,2001 HK
295,SHOR US
296,BRKR US
297,SOGO US
298,RIC CN
299,DSV DC
300,3547 JP
301,NX US
302,CHT US
303,VNCE US
304,THQNB SS
305,STERV FH
306,TOY CN
307,010060 KS
308,MRTX US
309,ABG/P SM
310,WBAI US
311,6055 JP
312,034730 KS
313,6277 JP
314,ZUMZ US
315,6844 JP
316,BIOT SS
317,BNP CN
318,3668 JP
319,041510 KS
320,EFX CN
321,3793 JP
322,INO US
323,AL US
324,LC US
325,HAYN US
326,1668 HK
327,FXJ AU
328,3990 JP
329,AIF CN
330,2626 HK
331,4080 JP
332,UBI FP
333,NG CN
334,4452 JP
335,064240 KS
336,JLT LN
337,SEE US
338,8218 JP
339,6028 JP
340,2670 JP
341,SNN LN
342,PES US
343,2227 TT
344,267260 KS
345,5393 JP
346,MTOR US
347,SLXP US
348,JNS US
349,KLOVB SS
350,GDDY US
351,NRX FP
352,SIEN US
353,9941 TT
354,114570 KS
355,BFIT NA
356,RARX US
357,NLSN US
358,RDUS US
359,FITB US
360,FL US
361,8729 JP
362,035080 KS
363,6839 HK
364,COK GR
365,2882 TT
366,CRL IM
367,052400 KS
368,ANAT US
369,SCL US
370,1558151D US
371,DELB BB
372,210980 KS
373,ACHN US
374,ABLX US
375,002620 KS
376,NXI FP
377,6135 JP
378,NUF AU
379,NORD US
380,1243 HK
381,ATC NA
382,9999997D US
383,WTX SS
384,BA/ LN
385,KAI US
386,BKU US
387,REV US
388,EZJ LN
389,HOT GR
390,CRS US
391,RFG AU
392,SIEGY US
393,8415 TT
394,UNM US
395,010780 KS
396,8154 JP
397,TOT US
398,CNMD US
399,DNO LN
400,AVH US
401,2236 HK
402,SYF US
403,TPM AU
404,GLPG US
405,TDC US
406,HD US
407,NTGY SM
408,WALLB SS
409,WSP CN
410,ALT FP
411,4157 TT
412,GTT US
413,1561649D LN
414,MCRN US
415,YI US
416,PE US
417,WTI US
418,SFQ GR
419,DLG GR
420,EVRI US
421,NCS US
422,DGX US
423,ONDK US
424,HOS US
425,8595 JP
426,UXIN US
427,002210 KS
428,DCG LN
429,1728 HK
430,SRBANK NO
431,SDRC LN
432,MRTN US
433,BOOT US
434,AXFO SS
435,6409 TT
436,BAKKA NO
437,6479 JP
438,7211 JP
439,MIK US
440,3201 JP
441,AXDX US
442,RGLD US
443,1414 JP
444,RUN US
445,TOL US
446,CHK US
447,CUTR US
448,INSY US
449,LSG CN
450,NMRK US
451,PAY US
452,REN US
453,NUVA US
454,1599 HK
455,81 HK
456,914 HK
457,RGEN US
458,TWI US
459,AZA SS
460,FLTX US
461,1383 HK
462,003690 KS
463,8411 JP
464,HUN US
465,CAVM US
466,1685 HK
467,TEP LN
468,CEU CN
469,3037 TT
470,AD NA
471,FLOW NA
472,PII US
473,2007 HK
474,ETO LN
475,OTELLO NO
476,WCP CN
477,RUBI US
478,SPO AU
479,6862 HK
480,HELE US
481,3060 TT
482,007460 KS
483,SU FP
484,RTO LN
485,6966 JP
486,LHA GR
487,MSA US
488,1816 HK
489,8515 JP
490,8060 JP
491,CCL US
492,CWT US
493,4045 JP
494,JD US
495,ABCB US
496,FERG LN
497,AMP US
498,ELLI US
499,HRC US
500,3376 TT
501,SRE US
502,ATI US
503,2020 HK
504,CTLT US
505,880 HK
506,PRO US
507,009150 KS
508,7224 JP
509,BRKS US
510,F US
511,E2V LN
512,1789 HK
513,1136 HK
514,QBR/B CN
515,TBIO US
516,GOLF US
517,FI/N SW
