,010060 KS,1928 HK,2914 JT,3405 JP,3800 HK,6740 JP,700 HK,7201 JP,7974 JP,9142 JP,AA US,AAL US,AALB NA,AAPL US,ABBN VX,ABF LN,ABI BB,AC CN,ACA FP,ACHC US,ACS SM,ACX SM,AD NA,ADBE US,ADM US,ADP US,ADSK US,AENA SM,AF FP,AGL IM,AGN NA,AI FP,AIG US,AIR FP,AKAM US,AKE FP,AKZA NA,ALB US,ALK US,ALO FP,AMAT US,AMFW LN,AMS SW,AMUN FP,AMZN US,ANA SM,ANTM US,AON US,APC US,APD US,ARYN SW,ASC LN,ASSAB SS,ATC NA,ATO FP,ATVI US,AVGO US,AXE US,AXLL US,AXTA US,AYA CN,AYX US,BA US,BA/ LN,BAB LN,BAC US,BAER VX,BALN VX,BAMI IM,BARC LN,BATS LN,BBD/B CN,BBVA SM,BCO US,BDC US,BE US,BERY US,BG AV,BKD US,BKIR ID,BLL US,BLND LN,BLT LN,BMPS IM,BNP FP,BOKA NA,BOL SS,BP/ LN,BPE IM,BRBY LN,BT/A LN,BVI FP,BX US,BYD US,BZU IM,BZUN US,C US,CA FP,CABK SM,CBT US,CC US,CCE US,CCL LN,CE US,CENX US,CERV IM,CF US,CFR VX,CHK US,CHR DC,CHTR US,CLNX SM,CNA LN,CNHI IM,CO FP,COB LN,COF US,COH US,COL US,COTY US,CPB US,CPI LN,CPR IM,CRDA LN,CRH LN,CRTO US,CS FP,CSX US,CTEC LN,CTRP US,CTSH US,CTT PL,CVS US,CZR US,DANSKE DC,DAR US,DBX US,DD US,DENERG DC,DF US,DG FP,DG US,DGE LN,DIA SM,DIS US,DL NA,DLB US,DOW US,DSM NA,EA US,EAT US,ECL US,EDEN FP,EDF FP,EDP PL,EI FP,EKT SM,ELE SM,ELF US,ELUXB SS,EMN US,EMR US,ENEL IM,ENG SM,ENGI FP,ENR US,EO FP,EPC US,ERF FP,ERICB SS,ESRX US,ETN US,EURN BB,EZJ LN,FB US,FCA IM,FER SM,FLO US,FMC US,FMG AU,FORTUM FH,FR FP,FTSI US,FUM1V FH,G IM,GAS SM,GDI US,GE US,GEL US,GET FP,GIS US,GIVN VX,GKN LN,GLNG US,GM US,GNK LN,GOOG US,GOOGL US,GS US,GTK IM,GTO NA,GWW US,HAL US,HAS US,HEXAB SS,HL/ LN,HMB SS,HO FP,HOG US,HPE US,HRL US,HSBA LN,HUB/B US,HUM UN,HUM US,HUSQB SS,IAG LN,IAG SM,IBE SM,IBM US,IFF US,IGT US,IJ SS,ILU AU,IMB LN,IMT LN,INTC US,INTRUM SS,IQV US,ISP IM,ITRI US,ITRK LN,ITX SM,JACK US,JE/ LN,JMAT LN,JMT PL,JPM US,K US,KER FP,KGF LN,KMB US,KMT US,KN FP,KNEBV FH,KNX US,KRFT US,KSS US,L US,LAND LN,LAND SW,LB US,LBRT US,LBTYA US,LI FP,LNG AU,LNG US,LONN SW,LONN VX,LPG US,LUX IM,LVS US,LYB US,MAERSKB DC,MAS US,MAT US,MBLY US,MC FP,MCRO LN,MEOH US,MERL LN,MFS US,MGGT LN,MGM US,MHG NO,MKS LN,ML FP,MONC IM,MPEL US,MRL SM,MRO LN,MRVL US,MS IM,MS US,MT NA,MU US,NDA SS,NESN VX,NESTE FH,NFLX US,NG/ LN,NGVT US,NHL LN,NHY NO,NIO US,NOMD US,NOW US,NWL US,NXT LN,NZYMB DC,OA US,OCI NA,OEC US,OERL SW,OIH US,OLED US,OMC US,OR FP,PANW US,PBH US,PEP US,PFC LN,PHIA NA,PLAY US,PLUS LN,PMI IM,PNDORA DC,PNN LN,PPC US,PPG US,PRY IM,PSX US,PX US,PZZA US,QRVO US,QSR CN,QUNR US,RAND NA,RB/ LN,RBC US,RCO FP,RDSA NA,REL LN,REP SM,RI FP,RIO LN,RMG LN,RNO FP,ROK US,RPC LN,RPM US,RR/ LN,RRC US,RRR US,RXL FP,RYA LN,S32 LN,SABR US,SAF FP,SAFM US,SAN SM,SAND SS,SCAB SS,SCG US,SE US,SEAS US,SEBA SS,SEDG US,SEE US,SESG FP,SEV FP,SFER IM,SGRE SM,SGSN VX,SHW US,SJM US,SLA LN,SLB UN,SLB US,SLHN VX,SMIN LN,SO US,SOLB BB,SPR US,SPW US,SQM US,SRG IM,SSABA SS,SSE LN,ST US,STAN LN,STERV FH,STL NO,STLD US,STM FP,STX US,STZ US,SU FP,SUM US,SUN SW,SUNE US,SVT LN,SWEDA SS,SWMA SS,SXT US,SYNN VX,TATE LN,TEC FP,TEF SM,TEL NO,TGI US,TIT IM,TKWY NA,TOD IM,TPX US,TRE SM,TRELB SS,TRGP US,TRMB US,TRN IM,TSE US,TSLA US,TSM US,TTWO US,TVPT US,UBI FP,UBSG SW,UBSG VX,UCG IM,UG FP,UHR VX,UMI BB,UNVR US,US IM,USO US,UU/ LN,VAL US,VIE FP,VK FP,VLO US,VMW US,VOD LN,VOLVB SS,VPK NA,VRNS US,VSM US,VST US,VSTE US,WAB US,WBA US,WBC US,WDAY US,WEIR LN,WG/ LN,WIZZ LN,WKL NA,WMB US,WOS LN,WPG LN,WPP LN,WST US,WTB LN,WWW US,WYNN US,XOP US,XPO US,XXL NO,YAR NO,YNAP IM,ZC FP,AS51 Index,HSI Index,KOSPI Index,SPX Index,SX5E Index,TPX Index
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-665408.720427,,,,,,,,,,,,,,,,113232.0,,,,,,-150506.536367,,,,,,,,,,,,,,,,,,,,,,-576231.783151,,,,,,,572924.904534,,,,,,,,,,,,,,,,,,,,,,,,,,351380.731419,,-560875.410036,,,,542592.828408,,,-441246.511422,,,,115606.08,,,,,,,,,,,,,3325577.738686,,,,,,,,,,,,,,,,,,,,,,-183641.052784,,,,100416.192812,,777800.205168,,,,,,,,,,,,,,-446626.799,,,1022831.775938,,,,,,,,,-204046.729898,,,,,,,,,,,,,,,,,,,,,,598940.08477,,,,,,,,,1077715.898323,,,,,-58440.96,,,1046385.526534,-292861.082721,,,,2134983.45996,,,,,,,,,,,,,,,,,,,,,,,,,598712.734283,,176839.8,,,,,52670.916724,,,,,,,,,,,,,,,,509371.940592,,838356.916219,,,,,,,,,,,,,,,,,,,,,,,,-303617.675108,,,,,,,,,,,,1565097.742614,,,,,,,,,,,,,,,,-18778.326517,,,,,,46264.275388,,,,-55258.75942,,,,906084.285576,-558973.577532,,,,-222697.923139,,,,,,,,,,,,,,,,,,,,-569356.379223,,,,,,,,,70563.694147,,,,,,,,-354128.048765,-113933.16,,,,,,,,,,,,,761050.970814,,,,,,,,,,,,,-105897.6,,,,,,,,-168487.29442,1120080.98402,,,,314188.029809,,,,,,,,,,,,,,,,,678117.532086,,,,,,,,,,,,119525.546342,,,,-0.0,-0.0,-0.0,-5516.6726189023,-10936213.048156587,0.0
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115561.564814,,,,,,,,,,,,,,,,1298393.6,,,,,,86967.955685,,,,,,,,,,,,,,,,,,,,,,269128.999385,,,,,,,153663.788093,,,,,,,,,,,,,,,,,,,,,,,,,,-101535.315354,,289712.283466,,,,-417258.779597,,,285399.197034,,,,-333571.71,,,,,,,,,,,,,-1435572.691073,,,,,,,,,,,,,,,,,,,,,,149517.432064,,,,-310313.85012,,-30133.912819,,,,,,,,,,,,,,-12957.271698,,,65547.238527,,,,,,,,,253350.367389,,,,,,,,,,,,,,,,,,,,,,-267445.224877,,,,,,,,,288141.029472,,,,,-181816.32,,,-148628.440178,18841.816639,,,,156444.060648,,,,,,,,,,,,,,,,,,,,,,,,,-227659.87453,,-49003.8,,,,,-114931.749967,,,,,,,,,,,,,,,,-82586.982902,,-353915.650414,,,,,,,,,,,,,,,,,,,,,,,,120325.039372,,,,,,,,,,,,-223970.214257,,,,,,,,,,,,,,,,58674.678267,,,,,,15342.542986,,,,115069.420543,,,,-33333.945466,375930.499412,,,,120478.587046,,,,,,,,,,,,,,,,,,,,544056.007865,,,,,,,,,-170318.31,,,,,,,,317630.928971,233045.1,,,,,,,,,,,,,-78557.695553,,,,,,,,,,,,,-218413.8,,,,,,,,58812.529756,-290238.302159,,,,-135687.159364,,,,,,,,,,,,,,,,,-92900.955402,,,,,,,,,,,,0.0,,,,-0.0,0.0,-0.0,222553.99035008464,3662581.6814704873,-0.0
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-290725.428122,,,,,,,,,,,,,,,,664294.4,,,,,,-207093.528937,,,,,,,,,,,,,,,,,,,,,,-466589.992919,,,,,,,229029.798416,,,,,,,,,,,,,,,,,,,,,,,,,,251981.535267,,-407149.124625,,,,586792.758705,,,-113830.54757,,,,-124035.69,,,,,,,,,,,,,581863.265139,,,,,,,,,,,,,,,,,,,,,,-264194.284994,,,,682097.416889,,368953.006587,,,,,,,,,,,,,,-180868.30199,,,710323.260375,,,,,,,,,-207485.176198,,,,,,,,,,,,,,,,,,,,,,341342.924121,,,,,,,,,607660.049595,,,,,-168829.44,,,480798.520114,-89571.424994,,,,690220.968568,,,,,,,,,,,,,,,,,,,,,,,,,375888.992326,,-390965.1,,,,,-276218.810401,,,,,,,,,,,,,,,,387141.308866,,351326.860554,,,,,,,,,,,,,,,,,,,,,,,,-178094.271211,,,,,,,,,,,,549290.668867,,,,,,,,,,,,,,,,-452618.192062,,,,,,-1471.180756,,,,-193231.161199,,,,843797.992876,-399813.21571,,,,-199982.406083,,,,,,,,,,,,,,,,,,,,-752438.887178,,,,,,,,,-152961.03,,,,,,,,-403906.367334,580023.36,,,,,,,,,,,,,247980.145168,,,,,,,,,,,,,-251506.8,,,,,,,,21132.153205,768307.449453,,,,250760.306607,,,,,,,,,,,,,,,,,-92627.734166,,,,,,,,,,,,417499.87947,,,,-0.0,-0.0,-0.0,353408.3471233088,-8607270.496406805,-0.0
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32991.331845,,,,,,,,,,,,,,,,-13587.84,,,,,,-8202.056075,,,,,,,,,,,,,,,,,,,,,,-37362.648055,,,,,,,-121301.678887,,,,,,,,,,,,,,,,,,,,,,,,,,118846.468755,,-86834.371754,,,,308462.410377,,,-15070.285353,,,,10838.07,,,,,,,,,,,,,-558171.549083,,,,,,,,,,,,,,,,,,,,,,-120848.494155,,,,152934.921704,,-18171.828822,,,,,,,,,,,,,,132942.981629,,,-64608.536088,,,,,,,,,-424527.629656,,,,,,,,,,,,,,,,,,,,,,110287.966748,,,,,,,,,-235256.411231,,,,,-149349.12,,,197140.110584,-32195.216816,,,,-565413.299969,,,,,,,,,,,,,,,,,,,,,,,,,-43506.047542,,-107595.3,,,,,-93892.65,,,,,,,,,,,,,,,,-230339.811377,,-41040.84965,,,,,,,,,-2773.979554,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-324651.100937,,,,,,,,,,,,,,,,-27069.00327,,,,,,-12438.27065,,,,-156644.089374,,,,-262852.55849,-174521.401287,,,,-40426.74234,,,,,,,,,,,,,,,,,,,,-471389.625308,,,,,,,,,-41223.54,,,,,,,,-204408.996789,-25893.9,,,,,,,,,,,,,-408415.899639,,,,,,,,,,,,,-105897.6,,,,,,,,1929.32,-262241.661131,,,,173595.488306,,,,,,,,,,,,,,,,,-246446.838836,,,,,,,,,,,,775815.11252,,,,-0.0,0.0,-0.0,9032.51764875631,-475974.0230457764,-0.0
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21086.45347,,,,,,,,,,,,,,,,-193249.28,,,,,,-68102.392973,,,,,,,,,,,,,,,,,,,,,,178250.096728,,,,,,,122052.636422,,,,,,,,,,,,,,,,,,,,,,,,,,445642.283878,,124937.069813,,,,550780.095092,,,249749.102037,,,,189064.11,,,,,,,,,,,,,-132777.695319,,,,,,,,,,,,,,,,,,,,,,91773.550868,,,,208463.846003,,-261114.199029,,,,,,,,,,,,,,0.0,,,64891.590124,,,,,,,,,438928.320918,,,,,,,,,,,,,,,,,,,,,,99964.20423,,,,,,,,,183804.351119,,,,,6493.44,,,0.0,89886.444368,,,,86043.999964,,,,,,,,,,,,,,,,,,,,,,,,,-140289.209499,,141684.9,,,,,138010.363429,,,,,,,,,,,,,,,,84200.995534,,-103051.630448,,,,,,,,,67864.278303,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-78257.615533,,,,,,,,,,,,,,,,37852.5818,,,,,,37234.029865,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,72683.61,,,,,,,,33784.288987,-77681.7,,,,,,,,,,,,,-298472.423521,,,,,,,,,,,,,185320.8,,,,,,,,,-220395.512698,,,,-157549.588181,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,657493.733957,,,,0.0,-0.0,-0.0,-131878.18403090633,1376095.61405765,0.0
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308805.137555,,,,,,,,,,,,,,,,-617114.4,,,,,,-51777.709135,,,,,,,,,,,,,,,,,,,,,,510845.441848,,,,,,,-168445.817749,,,,,,,,,,,,,,,,,,,,,,,,,,-402374.103935,,274605.649188,,,,-493005.724126,,,390452.587336,,,,313099.8,,,,,,,,,,,,,-207581.906219,,,,,,,,,,,,,,,,,,,,,,309433.995027,,,,-121296.612829,,-430828.038677,,,,,,,,,,,,,,220253.57025,,,-157610.088033,,,,,,,,,359210.698317,,,,,,,,,,,,,,,,,,,,,,-268817.060019,,,,,,,,,-627760.44401,,,,,350645.76,,,-375801.880153,8615.786276,,,,-830176.944037,,,,,,,,,,,,,,,,,,,,,,,,,-360576.878542,,271651.5,,,,,237381.169677,,,,,,,,,,,,,,,,-538433.147154,,-93212.943029,,,,,,,,,273194.558721,,,,,,,,,,,,,,,238471.910111,,,,,,,,,,,,-838946.328986,,,,,,,,,,,,,,,,-321377.168008,,,,,,-4884.270605,,,,197738.83313,,,,-248748.713865,247963.640916,,,,,,,,,,,,,,,,,,,,,,,,451467.993338,,,,,,,,,184421.1,,,,,,,,308199.749734,-341799.48,,,,,,,,,,,,,-266035.205909,,,,,,,,,,,,,234960.3,,,,,,,,,-580576.873912,,,,-207967.100816,,,,,,,,,,,,,,,,,-61277.441395,,,,,,,,,,,,-610138.372367,,,,0.0,0.0,0.0,-507209.5063278424,6720790.869882049,0.0
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31646.574146,,,,,,,,,,,,,,,,528793.44,,,,,,-4851.147175,,,,,,,,,,,,,,,,,,,,,,35059.31665,,,,,,,182737.447706,,,,,,,,,,,,,,,,,,,,,,,,,,-5722.489983,,-120721.938644,,,,-266926.602418,,,96487.448619,,,,-205923.33,,,,,,,,,,,,,-305059.780548,,,,,,,,,,,,,,,,,,,,,,35544.220126,,,,230530.473196,,-30453.427002,,,,,,,,,,,,,,-136691.245513,,,-102799.895533,,,,,,,,,106653.813115,,,,,,,,,,,,,,,,,,,,,,72985.81387,,,,,,,,,500311.654807,,,,,-318178.56,,,98022.460463,-30803.012684,,,,671501.668541,,,,,,,,,,,,,,,,,,,,,,,,,105848.368105,,-36220.2,,,,,-182197.892511,,,,,,,,,,,,,,,,103443.373736,,216524.011306,,,,,,,,,-141527.125041,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1057042.092187,,,,,,,,,,,,,,,,-19.476997,,,,,,6497.843108,,,,-59913.027229,,,,660362.852538,74379.370068,,,,,,,,,,,,,,,,,,,,,,,,-86809.420997,,,,,,,,,-131007.466408,,,,,,,,-10400.718074,346978.26,,,,,,,,,,,,,122025.739896,,,,,,,,,,,,,-244888.2,,,,,,,,,200069.991063,,,,13240.492963,,,,,,,,,,,,,,,,,-159300.525286,,,,,,,,,,,,-50538.935609,,,,-0.0,0.0,-0.0,328100.14428433526,-804408.5204496031,0.0
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-560202.70163,,,,,,,,,,,,,,,,-220047.52,,,,,,-20.236535,,,,,,,,,,,,,,,,,,,,,,-205549.284275,,,,,,,60165.348883,,,,,,,,,,,,,,,,,,,,,,,,,,-62250.119812,,-188936.325357,,,,34060.625669,,,-309835.915313,,,,-137282.22,,,,,,,,,,,,,992626.571853,,,,,,,,,,,,,,,,,,,,,,205744.68595,,,,423385.635511,,346956.668945,,,,,,,,,,,,,,-776105.08112,,,342437.65288,,,,,,,,,-304008.69915,,,,,,,,,,,,,,,,,,,,,,248610.865186,,,,,,,,,828752.603157,,,,,-26058.948879,,,488559.191389,-67328.600695,,,,493790.752422,,,,,,,,,,,,,,,,,,,,,,,,,637157.547209,,215190.6,,,,,-327759.816554,,,,,,,,,,,,,,,,464988.766249,,530215.694029,,,,,,,,,-228888.952328,,,,,,,,,,,,,,,-176557.872035,,,,,,,,,,,,90337.437659,,,,,,,,,,,,,,,,-50.370053,,,,,,-21042.964601,,,,-57020.765418,,,,587743.195183,-395432.907654,,,,,,,,,,,,,,,,,,,,,,,,-103841.198012,,,,,,,,,-13109.64,,,,,,,,-262280.480211,82860.48,,,,,,,,,,,,,621119.413198,,,,,,,,,,,,,-13237.2,,,,,,,,,505626.403695,,,,142916.975689,,,,,,,,,,,,,,,,,-48860.221471,,,,,,,,,,,,301636.558009,,,,0.0,-0.0,-0.0,26774.284590431438,-5662227.530024908,-0.0
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215895.68,,,,,,-8.410143,,,,,,,,,,,,,,,,,,,,,,469405.574537,,,,,,,-181233.543663,,,,,,,,,,,,,,,,,,,,,,,,,,11350.789357,,360919.021684,,,,17079.344077,,,573761.562898,,,,28901.52,,,,,,,,,,,,,-117115.811824,,,,,,,,,,,,,,,,,,,,,,379632.31681,,,,-370168.101452,,-115313.177376,,,,,,,,,,,,,,,,,-236103.690941,,,,,,,,,740432.468395,,,,,,,,,,,,,,,,,,,,,,-356563.890328,,,,,,,,,29589.795285,,,,,105846.6,,,-421419.736522,26070.229403,,,,-1314874.314672,,,,,,,,,,,,,,,,,,,,,,,,,-575092.764191,,193884.6,,,,,34325.704374,,,,,,,,,,,,,,,,-649464.541297,,-654451.957321,,,,,,,,,122948.912027,,,,,,,,,,,,,,,353333.470353,,,,21821.234297,,,,,,,,-957745.256957,,,,,,,,,,,,,,,,-25.158789,,,,,,14373.984992,,,,232986.349493,,,,-163732.039288,221381.295594,,,,,,,,,,,,,,,,,,,,,,,,585656.471207,,,,,,,,,189296.14431,,,,,,,,397132.18146,-119111.94,,,,,,,,,,,,,-340390.416658,,,,,,,,,,,,,39711.6,,,,,,,,,-881881.966989,,,,-11105.788856,,,,,,,,,,,,,,,,,18236.113592,,,,,,,,,,,,-601395.197612,,,,-0.0,0.0,0.0,-359618.8009189057,7535805.220361995,0.0
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,-11.00865,,,,,,,,,,,,,,,,,,,,,,69688.17394,,,,,,,-15171.017948,,,,,,,,,,,,,,,,,,,,,,,,,,85310.392957,,-8578.323758,,,,119807.454942,,,-84209.596036,,,,0.0,,,,,,,,,,,,,-102692.375679,,,,,,,,,,,,,,,,,,,,,,76895.962511,,,,98192.247045,,224376.516397,,,,,,,,,,,,,,,,,43018.444382,,,,,,,,,-87293.346602,,,,,,,,,,,,,,,,,,,,,,48358.501898,,,,,,,,,-81049.88384,,,,,0.0,,,260966.263036,-48923.515405,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-29730.028775,,0.0,,,,,-2541.451202,,,,,,,,,,,,,,,,23875.878595,,389400.054753,,,,,,,,,-66737.727654,,,,,,,,,,,,,,,-58786.212556,,,,-96401.023863,,,,,,,,194546.832348,,,,,,,,,,,,,,,,-27.591825,,,,,,-8310.086468,,,,29306.459216,,,,278931.271843,-123763.128891,,,,,,,,,,,,,,,,,,,,,,,,-104001.149729,,,,,,,,,0.0,,,,,,,,-80110.726285,0.0,,,,,,,,,,,,,347214.706964,,,,,,,,,,,,,0.0,,,,,,,,,143607.936576,,,,-18390.34908,,,,,,,,,,,,,,,,,73403.224918,,,,,,,,,,,,400182.793473,,,,0.0,0.0,0.0,0.0,-1444553.211450219,-0.0
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699773.76,,,,,,-8.104193,,,,,,,,,,,,,,,,,,,,,,-114661.943755,,,,,,,45582.316411,,,,,,,,,,,,,,,,,,,,,,,,,,45568.117237,,-213059.264166,,,,445676.325863,,,-149212.938214,,,,-197493.72,,,,,,,,,,,,,53873.104869,,,,,,,,,,,,,,,,,,,,,,-178345.858017,,,,513562.094868,,219485.135319,,,,,,,,,,,,,,,,,43083.910609,,,,,,,,,-149873.470557,,,,,,,,,,,,,,,,,,,,,,102245.533297,,,,,,,,,331116.499012,,,,,-42338.64,,,287561.352203,-72655.461439,,,,582703.280307,,,,,,,,,,,,,,,,,,,,,,,,,270267.857702,,-69244.5,,,,,-175270.101556,,,,,,,,,,,,1176.076429,,,,383906.113931,,225785.218785,,,,,,,,,-354762.387004,,,,,,,,,,,,,,,-116805.544231,,,,19975.392134,,,,,,,,623497.270881,,,,,,,,,,,,,,,,-21.844956,,,,,,-8564.64861,,,,-95956.587754,,,,-16432.691433,-375813.558466,,,,,,,,,,,,,,,,,,,,,,,,-209554.128077,,,,,,,,,-284494.0,,,,,,,,-134583.783565,264117.78,,,,,,,,,,,,,-107023.860287,,,,,,,,,,,,,-145609.2,,,,,,,,,210207.934749,,,,149316.964306,,,,,,,,,,,,,,,,,129414.003898,,,,,,,,,,,,173207.110862,,,,-0.0,-0.0,0.0,604431.7786233865,-2920710.771765039,0.0
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24533.6,,,,,,-8.17894,,,,,,,,,,,,,,,,,,,,,,-364154.764647,,,,,,,60595.685628,,,,,,,,,,,,,,,,,,,,,,,,,,-106783.817392,,-128688.057865,,,,445955.2059,,,-139568.93968,,,,132465.3,,,,,,,,,,,,,-186223.545252,,,,,,,,,,,,,,,,,,,,,,-150066.498073,,,,459215.001563,,134201.663164,,,,,,,,,,,,,,,,,431108.701811,,,,,,,,,-518636.750763,,,,,,,,,,,,,,,,,,,,,,118463.646629,,,,,,,,,381878.2596,,,,,49395.08,,,533019.150826,30504.299647,,,,16538.00038,,,,,,,,,,,,,,,,,,,,,,,,,181055.264026,,187492.8,,,,,77912.075331,,,,,,,,,,,,,,,,32012.195127,,82155.091968,,,,,,,,,-56591.712442,,,,,,,,,,,,,,,-235168.97507,,,,-113264.719339,,,,,,,,389929.638504,,,,,,,,,,,,,,,,-23.386148,,,,,,-9700.576308,,,,-81038.447501,,,,1101679.266007,-191627.901241,,,,,,,,,,,,,,,,,,,,,,,,-313728.854118,,,,,,,,,42674.1,,,,,,,,-240848.536293,-341799.48,,,,,,,,,,,,,171241.649842,,,,,,,,,,,,,-317692.8,,,,,,,,,265187.487151,,,,73477.772058,,,,,,,,,,,,,,,,,387498.04189,,,,,,,,,,,,-360574.017893,,,,-0.0,-0.0,-0.0,-283651.8545481579,-2961165.2695708857,-0.0
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201930.4,,,,,,-21.686504,,,,,,,,,,,,,,,,,,,,,,392225.061127,,,,,,,61082.851653,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,257740.19057,,,,-34580.039566,,,1115712.509953,,,,-192676.8,,,,,,,,,,,,,785462.974915,,,,,,,,,,,,,,,,,,,,,,310722.867656,,,,-66129.559098,,-49066.098489,,,,,,,,,,,,,,,,,190126.409414,,,,,,,,,566898.496176,,,,,,,,,,,,,,,,,,,,,,-43424.017751,,,,,,,,,67148.657358,,,,,63507.96,,,26773.825464,5693.999913,,,,-51860.783491,,,,,,,,,,,,,,,,,,,,,,,,,9241.057152,,193884.6,,,,,282625.266514,,,,,,,,,,,,,,,,-548582.53484,7614.652889,-331262.349333,,,,,,,,,-160767.939075,,,,,,,,,,,,,,,180517.87745,,,,184695.377307,,,,,,,,-39306.452295,,,,,,,,,,,,,,,,-400.596941,,,,,,5968.382999,,,,88992.475529,,,,248627.53968,81569.787373,,,,,,,,,,,,,,,,,,,,,,,,333356.688779,,,,,,,,,250354.72,,,,,,,,245395.455918,-150184.62,,,,,,,,,,,,,61790.595174,,,,,,,,,,,,,-352570.94433,,,,,,,,,-368263.53468,,,,67402.33146,,,,,,,,,,,,,,,,,80490.741762,,,,,,,,,-6978.826031,,,-46856.119332,,,,0.0,0.0,-0.0,144005.69436460114,4247770.178851832,0.0
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271756.8,,,,,,-7.884261,,,,,,,,,,,,,,,,,,,,,,186879.871513,,,,,,,-61353.503851,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-12730.836067,,,,-234449.507513,,,440375.133774,,,,-72253.8,,,,,,,,,,,,,143895.31618,,,,,,,,,,,,,,,,,,,,,,41065.743498,,,,-188197.289512,,-6221.020233,,,,,,,,,,,,,,,,,-169143.830704,,,,,,,,,430221.16731,,,,,,,,,,,,,,,,,,,,,,62698.611467,,,,,,,,,-84274.461765,,,,,127015.92,,,-237324.71125,-48231.318844,,,,-364634.015195,,,,,,,,,,,,,,,,,,,,,,,,,-461779.668243,,31516.950598,,,,,-91595.308389,,,,,,,,,,,,,,,,324125.441713,,-228751.971741,,,,,,,,,-113552.051977,,,,,,,,,,,,,,,68659.754462,,,,37102.748926,,,,,,,,-92121.435878,,,,,,,,,,,,,,,,-32.63854,,,,,,-1357.948292,,,,59180.635246,,,,-266377.796507,27675.841682,,,,,,,,,,,5498.726457,,,,,,,,,,,,,-105008.490822,,,,,,,,,0.0,,,,,,,,49820.987329,124290.72,,,,,,,,,55266.357352,,,,-493477.321948,,,,,,,,,,,,,-133135.348992,,,,,,,,,-33626.843159,,,,-110884.178887,,,,,,,,,,,,,,,,,148228.39729,,,,,,,,,,,,-58138.567789,,,,0.0,0.0,0.0,133165.79003755227,3020143.4868227006,-0.0
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-304216.64,,,,,,-10.702676,,,,,,,,,,,,,,,,,,,,,,88233.159537,,,,,,,-230056.600512,,,,,,,,,,,,,,,,,,,,,,,,,,-51328.950869,,31724.969363,,,,-1048827.124956,,,564260.197244,,,,103563.78,,,,,,,,,,,,,990630.36344,,,,,,,,,,,,,,,,,,,,,,94284.544193,,,,-265221.46173,,-180084.896743,,,,,,,,,,,,,,,,,-76252.745225,,,,,,,,,119996.738527,,,,,,,,,,,,,,,,,,,,,,-193206.358611,,,,,,,,,183254.80985,,,,,70564.4,,,114856.860262,2664.119705,,,,-485320.790183,,,,,,,,,,,,,,,,,,,,,,,,,-261753.895771,,-107217.57,,,,,19863.778595,,,,,,,,,,,,,,,,-550040.948983,,-332143.014802,,,,,,,,,-68248.384219,,,,,,,,,,,,,,,274865.875064,,,,90909.683583,,,,,,,,-643712.16754,,,,,,,,,,,,,,,,-51.825571,,,,,,4199.945985,,,,59192.139306,,,,-116334.642378,-27681.221559,,,,,,,,,,,-86043.42,,,,,,,,,,,,,262572.258276,,,,,,,,,133712.18,,,,,,,,120406.391296,31072.68,,,,,,,,,-10296.194496,,,,-552655.287003,,,,,,,,,,,,,-70219.047456,,,,,,,,,-179026.699783,,,,88963.658704,,,,,,,,,,,,,,,,,80305.989426,,,,,,,,,,,,125720.334869,,,,-0.0,-0.0,0.0,-92128.81960139681,1136850.4907263515,0.0
