TRN IM,2018-01-19,-0.009051667604637346
SSE LN,2015-03-13,-0.00898418685192992
RNO FP,2016-10-11,-0.008932763559111956
WBC US,2015-01-13,-0.008917224664771066
BMW GR,2015-08-05,-0.008875359852578245
ML FP,2017-01-23,-0.008844133147747487
FMC US,2018-04-17,-0.008824535555789876
SRG IM,2018-01-19,-0.008767114158793415
IAG LN,2015-02-26,-0.008718419535505334
KNEBV FH,2017-04-26,-0.008685204740273483
7974 JP,2017-05-26,-0.008622502997910848
PEP US,2018-06-04,-0.008621503262038442
AXE US,2018-07-11,-0.00858464574812861
RXL FP,2015-02-12,-0.008459665741542704
TKWY NA,2018-07-31,-0.008402465386264085
HSBA LN,2015-06-15,-0.008359837874787628
SIE GR,2017-06-16,-0.008215886469891135
ZC FP,2016-04-21,-0.007994911694363699
BOL SS,2017-06-14,-0.00794531379175217
VOW GR,2015-02-27,-0.007847689751127856
AD NA,2015-04-29,-0.007738095885050295
RR/ LN,2015-02-05,-0.0076756292559278134
COL US,2015-08-05,-0.007614986332395433
MAS US,2016-12-20,-0.007564450159321166
DG US,2016-03-29,-0.007562936521276263
SGSN SW,2016-11-11,-0.007526507140646942
ALB US,2018-04-17,-0.007473379801522613
KER FP,2015-03-27,-0.007463527799626627
TRMB US,2015-01-02,-0.007367779750960664
KMB US,2017-10-20,-0.007332188145764347
JMAT LN,2017-09-06,-0.007312007506958721
GKN LN,2015-10-05,-0.007311801721070231
RYA LN,2015-07-27,-0.007236040360589299
AMAT US,2018-03-09,-0.0072330907221478035
SIE GR,2015-01-09,-0.007100694836660257
UMI BB,2016-12-15,-0.00697615919073322
XPO US,2015-02-19,-0.006969206520291456
HMB SS,2015-06-12,-0.00695967789568688
EA US,2016-08-03,-0.0069449699849664405
LI FP,2015-02-13,-0.006867622020338429
ACHC US,2018-09-26,-0.006859616390482029
RWE GR,2017-05-12,-0.006797636709613985
7201 JP,2018-04-27,-0.006792878344380533
MONC IM,2015-07-30,-0.0067630865278457
CA FP,2015-12-01,-0.006759142720404223
MU US,2017-12-20,-0.006719502350715839
EA US,2015-10-09,-0.0066849825134441074
STM FP,2017-06-19,-0.006683662550173742
ENEL IM,2018-09-28,-0.006681476692511166
ENGI FP,2018-04-23,-0.006613117751220022
MAS US,2016-10-25,-0.0066087765735962836
ITRK LN,2016-11-02,-0.0065875106859443104
GIVN SW,2017-06-08,-0.006587356787376691
KRFT US,2015-04-29,-0.006480825596963271
NOW US,2018-11-19,-0.006419745726606316
AD NA,2017-11-07,-0.006330374482538429
OLED US,2017-08-03,-0.006257387164878513
VOW GR,2016-05-09,-0.006255956690695721
GM US,2016-01-05,-0.006242842693413071
JE/ LN,2017-05-02,-0.00616852158817064
CE US,2015-01-02,-0.0061322118407224555
ARYN SW,2015-06-01,-0.006129968639889768
VSM US,2016-09-19,-0.006118952838246181
BAMI IM,2017-01-06,-0.006084172596511355
TEF SM,2018-05-15,-0.0060705946535101266
INTRUM SS,2017-01-25,-0.006051739813886597
APD US,2016-01-14,-0.006005683709107871
TGI US,2016-05-05,-0.005983411534175061
WPG LN,2016-04-21,-0.005960630855603416
LVS US,2015-01-12,-0.005875698724524294
PHIA NA,2015-03-31,-0.0058373709263784684
SHW US,2016-10-25,-0.005745649225703173
G IM,2016-12-01,-0.005742425139093564
DBX US,2018-06-01,-0.005613665639311698
SAF FP,2015-11-16,-0.005572382220457916
USO US,2017-03-08,-0.00552787275735525
NOW US,2018-02-20,-0.005492252219325516
ATVI US,2018-02-08,-0.005491777744873045
SY1 GR,2017-01-05,-0.005483377737396819
TKA GR,2018-09-27,-0.0054338489965363845
BKIR ID,2015-07-22,-0.005433283192334027
EAT US,2017-10-23,-0.00539972888813075
SPR US,2015-01-02,-0.00537115193750076
HMB SS,2016-03-30,-0.005249900953322864
NZYMB DC,2015-01-02,-0.005214057975548103
BP/ LN,2016-03-29,-0.005206472887894371
SMIN LN,2015-02-19,-0.005190054878162404
ITRI US,2018-11-06,-0.005143471013143318
JMT PL,2017-09-13,-0.0050478228685222285
BDC US,2018-06-20,-0.005018485063061696
STM FP,2017-04-26,-0.004996612208403441
AAPL US,2015-12-30,-0.00497761987627569
SJM US,2018-11-02,-0.004971573376681205
ECL US,2016-01-13,-0.004964840740898037
PSX US,2016-07-07,-0.004898357064750619
K US,2018-03-15,-0.0048609625817087245
SQM US,2018-01-16,-0.004796234312301179
SPXC US,2015-01-02,-0.004774358813668092
RDSA NA,2015-07-30,-0.004766497039342079
YAR NO,2018-10-17,-0.0047021636705103995
ESRX US,2018-02-27,-0.004694098435520655
FLO US,2017-08-09,-0.004603728828990544
BLND LN,2018-08-06,-0.004550189799226823
UNVR US,2015-07-29,-0.00452648522703517
NG/ LN,2018-02-13,-0.004462465921141879
CCL LN,2016-03-10,-0.004450620404334129
YAR NO,2016-09-07,-0.004450409682666731
IFF US,2018-12-13,-0.004403482105692585
ITX SM,2017-09-01,-0.004390790884936255
HAL US,2017-03-16,-0.004379502908883464
EVK GR,2017-01-04,-0.004330169447712695
VPK NA,2015-01-06,-0.004322074705974769
OIH US,2017-11-14,-0.004310940463545691
AVGO US,2017-01-20,-0.004300416096160678
IAG LN,2017-09-25,-0.004269304655415661
DAR US,2017-01-10,-0.004259869960773481
MOWI NO,2017-04-26,-0.004153295642748384
SSABA SS,2017-09-18,-0.004123568381998401
ADSK US,2018-06-18,-0.004100495783570629
AGL IM,2015-09-23,-0.004012139056632406
EDF FP,2017-02-14,-0.004004353492659901
FLO US,2018-11-01,-0.003910942429829745
EQNR NO,2015-01-14,-0.0038841209020669338
WYNN US,2015-06-23,-0.003775734666537892
BKIR ID,2015-02-27,-0.003752091643966029
BCO US,2017-10-24,-0.0037507239604736547
RNO FP,2018-04-26,-0.0037242213838186086
AMZN US,2018-12-10,-0.0036989278490343414
AKZA NA,2015-07-01,-0.0036936424229594613
ZC FP,2015-01-02,-0.0036872363199883674
1COV GR,2017-01-04,-0.003682077053063686
RNO FP,2015-02-12,-0.0036692274332895845
FMG AU,2016-09-15,-0.003654339713052697
BYD US,2015-09-30,-0.003624025940308098
DAR US,2016-03-29,-0.003589907365535338
CZR US,2017-06-02,-0.0035144951072995072
EDP PL,2016-02-26,-0.003505287886645162
EA US,2017-11-17,-0.003504558867080813
LPG US,2015-02-05,-0.0034758328898489184
HO FP,2016-02-22,-0.003441440920772523
TVPT US,2015-07-20,-0.003441260113120748
HOG US,2017-10-16,-0.0034095186956056584
LXS GR,2016-11-09,-0.003400194133074335
EDEN FP,2017-10-11,-0.0033858880020192633
KER FP,2018-02-12,-0.0033550850697515577
KGF LN,2018-05-23,-0.003341950509851003
ABBN SW,2015-10-12,-0.003318140131084263
EZJ LN,2015-06-24,-0.003267454505304433
CFR SW,2016-01-14,-0.003223923854059032
FER SM,2015-01-14,-0.003185222762136482
HL/ LN,2016-10-14,-0.0031834430177994696
LNG US,2015-08-05,-0.00316476396734601
K US,2018-02-06,-0.0031019737053154615
PZZA US,2018-10-11,-0.0030853643547358745
ABI BB,2017-11-27,-0.0030612795227180373
MS IM,2015-01-02,-0.003056896778965368
MAERSKB DC,2016-04-14,-0.0030309263282619417
STX US,2017-12-19,-0.0029728818133681143
TEL NO,2018-07-12,-0.0029647462564673585
JE/ LN,2018-05-16,-0.0029419523679312404
UBI FP,2018-07-17,-0.0029217481870842735
LXS GR,2015-01-02,-0.002910112473991684
WG/ LN,2017-10-23,-0.002896517170305344
VIE FP,2018-12-11,-0.0028803350755406167
DOW US,2015-01-13,-0.002866853472460456
MTX GR,2016-04-08,-0.002665323525047815
VRNS US,2018-05-22,-0.002626335097692313
AA US,2015-09-28,-0.0026111185667505813
RMG LN,2015-03-11,-0.0025879501308220827
GEL US,2015-10-27,-0.0025311951731648535
MKS LN,2017-11-07,-0.002529975146746747
MUV2 GR,2016-05-09,-0.002517108037515429
INTC US,2015-01-30,-0.002478260957788884
BVI FP,2017-03-28,-0.002426208511358864
FR FP,2016-02-22,-0.002420418562435336
YAR NO,2017-09-18,-0.0022419083862056655
MGGT LN,2015-01-02,-0.00222981142796151
AYX US,2018-09-21,-0.002222954754817142
DWNI GR,2018-04-04,-0.0022064499350002084
AD NA,2016-01-13,-0.0021904724632771377
LVS US,2015-04-09,-0.002175238475531742
FR FP,2016-07-26,-0.0021664555838530014
DLB US,2018-12-10,-0.0021012058980487136
ADS GR,2015-02-09,-0.0021008599909125517
CSX US,2017-11-13,-0.0020952200726546775
BNP FP,2015-02-05,-0.0020872650087505277
HEXAB SS,2015-03-12,-0.0020831966068301597
BATS LN,2016-07-01,-0.002058209997606898
RB/ LN,2016-03-23,-0.002057102945882695
SIE GR,2017-05-03,-0.002054045326176958
SUN SW,2015-01-06,-0.0019987029416121786
RWE GR,2018-07-04,-0.0019705959827106337
UCG IM,2015-07-29,-0.0018488029692768793
COTY US,2018-09-19,-0.0018353185150315207
RDSA NA,2016-09-29,-0.0018243145484098215
WYNN US,2015-12-09,-0.0018236382751812426
KNX US,2017-08-29,-0.0018111206068863912
LNG AU,2015-07-27,-0.0017970167102854115
SAND SS,2015-01-28,-0.0017930934311730373
RYA LN,2015-01-30,-0.001777364864718696
KSS US,2018-06-14,-0.001697629060240017
NIO US,2018-11-01,-0.0016524885034122144
BAB LN,2017-01-09,-0.001558198604042882
OCI NA,2017-09-19,-0.0015342366431634674
CNA LN,2015-01-12,-0.001524221735022915
SCG US,2017-11-24,-0.001504574340920971
ABF LN,2015-09-30,-0.0014745953309103013
FORTUM FH,2017-10-10,-0.0014516834009883645
EKT SM,2016-02-24,-0.0014424940272243104
RPC LN,2016-09-21,-0.0014166097844740492
MT NA,2016-06-02,-0.0014045592231916844
WKL NA,2016-07-29,-0.0013965225643199908
RCO FP,2015-10-01,-0.0013689720852197457
MCRO LN,2018-03-15,-0.0013660465929515092
CNA LN,2018-05-24,-0.0013297524748096083
BOSS GR,2016-07-01,-0.0012636316585297016
SZU GR,2015-01-02,-0.0012497178252833321
VIE FP,2015-08-05,-0.0012460865673565805
CHTR US,2016-08-09,-0.0012055255877877133
RWE GR,2018-10-12,-0.0011200729516689474
DD US,2015-06-05,-0.001073125200337038
AGN NA,2015-02-18,-0.0010643529644495248
HPE US,2016-06-08,-0.0010384951861097166
NTGY SM,2016-03-31,-0.0010345983987412113
TRGP US,2015-10-26,-0.0010217774104305417
NDX1 GR,2016-08-12,-0.0010001779709138767
ATVI US,2017-12-04,-0.0009884465854744888
WPP LN,2018-01-09,-0.0009822931632673722
EA US,2018-09-10,-0.000978835744905657
SMIN LN,2015-03-30,-0.0009695605548795151
WBT US,2016-05-12,-0.0009236801261142766
AKAM US,2016-04-11,-0.0009138656279516488
RYA LN,2018-10-22,-0.0009027099925454475
RIO LN,2017-02-09,-0.000875369676427297
BT/A LN,2016-06-28,-0.0008731530322587545
WCH GR,2016-12-20,-0.0007991387670903891
UG FP,2018-12-07,-0.000756069750358121
DG FP,2016-01-25,-0.00073749180989169
SEV FP,2018-12-11,-0.0007309095414986116
VOLVB SS,2016-10-12,-0.0007261245860590328
MLCO US,2015-10-13,-0.0006940775614155481
KN FP,2017-11-07,-0.0006513375494396987
IGT US,2015-08-11,-0.000637048750389179
CON GR,2015-11-19,-0.0006328485254027977
MGM US,2015-05-05,-0.0005913192584109869
JMT PL,2015-01-02,-0.0005515886649946908
SABR US,2018-04-30,-0.0005095360923525576
TGI US,2015-03-16,-0.00043154717336684086
BA/ LN,2016-07-04,-0.00036635936279349676
BE US,2018-11-05,-0.0003305198124293556
AMUN FP,2017-04-27,-0.00030221464808230514
SEAS US,2018-04-16,-0.00027267621557991277
KGF LN,2018-09-18,-0.0002182704664387223
BPE IM,2015-03-19,-0.00021355089042755446
CTEC LN,2018-05-01,-0.00021048647398281758
MRO LN,2018-03-29,-0.00014254161497056182
ANA SM,2018-03-20,-0.00010757180943351229
RCO FP,2015-12-04,-2.3888658519212805e-05
BHP LN,2015-11-06,-1.821842025657907e-05
MERL LN,2015-10-23,3.313340065877121e-05
WWW US,2016-05-11,8.854244127011815e-05
IBM US,2016-01-20,9.769125183976823e-05
MOWI NO,2015-10-29,9.816519093990006e-05
SUM US,2015-04-29,0.00010347659537103537
LAND LN,2015-10-05,0.00011977950786789919
RIO LN,2015-10-13,0.000141506657633508
USO US,2016-09-29,0.0001684419441314068
FRA GR,2017-02-14,0.0001753687794656747
CFR SW,2015-06-10,0.0001799857174502907
PANW US,2018-04-16,0.00019930019096414849
AALB NA,2016-01-15,0.00021746739986060713
ST US,2015-08-25,0.00022640326932352704
DAI GR,2015-11-27,0.0002470554177475409
BMW GR,2015-10-20,0.00025767894954534416
MEOH US,2017-12-12,0.00026447952490554587
RKET GR,2015-01-02,0.00027769034751884414
RDSA NA,2015-01-02,0.00028707572141844877
SOLB BB,2015-01-02,0.0002935062959208406
PBB GR,2015-11-11,0.00030979261922715884
KER FP,2016-03-29,0.00031037132233171887
CPI LN,2017-05-11,0.000332834841144292
NOMD US,2016-01-04,0.0003511139505844082
COF US,2017-10-20,0.0003636846225651899
GOOG US,2015-10-23,0.00038514465016243477
STAN LN,2015-01-28,0.0004037239569571905
EO FP,2015-11-06,0.00041248203090278514
TOD IM,2015-07-17,0.0004391019196194369
CRH LN,2015-02-25,0.0004400411258903905
BOSS GR,2017-03-08,0.00045474341007982304
SWMA SS,2016-07-21,0.00046193536368714996
RRC US,2016-01-26,0.0005473943258634388
PRY IM,2017-07-25,0.0005510715564180646
MAERSKB DC,2015-01-02,0.0005756377781346404
GTO NA,2015-01-02,0.0006514576466202324
KGF LN,2016-01-26,0.000666948848574633
DF US,2018-01-01,0.00067432742929289
SCAB SS,2016-04-06,0.0007169737156809131
CON GR,2016-10-06,0.0007258045560334277
VNA GR,2016-02-02,0.0007308374937674998
EPC US,2017-11-02,0.0007371451539321134
9142 JP,2017-04-04,0.0007653930449102245
EVK GR,2016-03-24,0.0008247709222996003
MONC IM,2016-01-12,0.0008340802446058391
SAP GR,2018-01-19,0.0008519166627399023
MOWI NO,2016-05-10,0.0008524976793857202
RWE GR,2018-03-13,0.0008630722615047721
UHR SW,2017-06-06,0.0008731844049931128
RMG LN,2017-05-17,0.0009158548560790347
UCG IM,2015-01-14,0.0009746955946969412
MRL SM,2015-04-27,0.0010031447685458633
STAN LN,2015-10-29,0.001018293543288396
KER FP,2015-05-15,0.0010285067701069923
SRG IM,2015-11-11,0.0010745458940605405
TTWO US,2018-10-26,0.0011028946744621165
AIR FP,2015-01-02,0.001108592239786146
LXS GR,2015-07-27,0.0011100597530012638
ASSAB SS,2017-10-18,0.0011514742448340033
LYB US,2015-12-08,0.0011989592805340052
700 HK,2016-03-22,0.0012040675707622617
QRVO US,2017-07-13,0.0012070071531156152
BBVA SM,2018-05-03,0.0012120629862845279
ACX SM,2017-05-11,0.0012710842082288062
OERL SW,2015-07-29,0.0012809510894474345
VOW GR,2016-07-27,0.0013061016878663902
ABI BB,2016-11-02,0.0013198371227603027
RI FP,2018-12-13,0.001333576441659573
UBI FP,2018-11-22,0.001364292132479899
SOLB BB,2015-12-17,0.001394036578139803
CON GR,2017-12-01,0.0013971333897610828
COB LN,2015-11-04,0.0014117885501183577
EZJ LN,2016-01-25,0.001413475760137008
CEC GR,2015-01-02,0.0014178961676500883
NDA SS,2015-01-07,0.0014725700324425568
HO FP,2015-01-02,0.0015274661774953204
FCA IM,2015-01-28,0.0015341091634050123
KNEBV FH,2016-01-25,0.0015567546217573579
WMB US,2016-05-17,0.0015630792585777974
NESTE FH,2015-08-28,0.0015659649024710254
SLA LN,2017-07-03,0.0015989627786521
VOD LN,2015-02-04,0.0016027282145116319
KGF LN,2016-11-15,0.001621938243879597
AF FP,2015-11-16,0.0016648779769446852
GXI GR,2018-02-22,0.0016835360687233927
SIE GR,2015-01-28,0.001714650305601289
TSM US,2018-07-23,0.001731116214439863
GIVN SW,2016-02-01,0.0017484697684354584
KGX GR,2016-07-26,0.001771046752779358
BOKA NA,2015-01-08,0.0017789567036844527
ACS SM,2015-12-04,0.0018225009138512615
CA FP,2016-03-30,0.0018512706338741653
BAB LN,2016-07-01,0.0018520766168544905
RI FP,2015-09-16,0.0019329962029609547
WIZZ LN,2015-05-26,0.001971852954512677
CF US,2017-03-17,0.0019806454154011714
MLCO US,2015-11-09,0.0019846034207673937
JE/ LN,2016-01-21,0.001996107405232337
CABK SM,2017-10-11,0.001998322523613317
ANTM US,2017-01-12,0.0020192334749744474
FCA IM,2016-10-24,0.002028078992849012
S32 LN,2017-01-25,0.0020416095834947376
ALO FP,2017-01-16,0.002072222249043406
CC US,2015-06-30,0.0020792019582554907
PFC LN,2018-02-20,0.0020898385061185135
CENX US,2015-02-25,0.002099227469684711
ELUXB SS,2015-06-17,0.0021399037247290704
LB US,2016-08-17,0.0021617551260585573
SHW US,2015-08-05,0.002236076638051374
SAFM US,2018-11-19,0.0022543142090287573
HO FP,2015-04-30,0.0022587425969923264
SAF FP,2016-01-21,0.0022648383325533554
TIT IM,2015-08-07,0.002265747024494829
MOWI NO,2017-11-28,0.002285575803633982
OSR GR,2015-09-23,0.0022912967422126975
AAPL US,2018-03-19,0.0022998645125831742
TEC FP,2015-09-11,0.002301756380777723
AKZA NA,2015-01-02,0.002316389273387563
ASC LN,2015-07-06,0.0023294328273711614
EDF FP,2015-01-07,0.002357364460498045
ALK US,2018-04-13,0.002391035895062587
RAND NA,2017-07-24,0.0024154343914497313
SIE GR,2016-10-05,0.002445403303110291
CPI LN,2015-10-01,0.0024468054142909694
SU FP,2015-12-04,0.00245946148739621
FRE GR,2015-01-02,0.0024897980388399604
RIO LN,2017-03-15,0.002495827521007271
FORTUM FH,2018-05-04,0.002503577080977237
PNDORA DC,2018-02-05,0.0025068104871225523
AKE FP,2017-04-07,0.002549515458772425
FCA IM,2017-01-25,0.0025518513690270996
WAB US,2015-11-05,0.0025524922568882866
AC CN,2018-08-21,0.0025649253806787273
STLD US,2016-04-11,0.002592517078158725
OR FP,2015-09-04,0.002634327723321328
STERV FH,2015-03-26,0.002679949842510092
SEDG US,2015-09-11,0.0027188782177475605
CO FP,2015-08-14,0.002760680600201633
NG/ LN,2018-05-24,0.0027871171587201433
NHY NO,2016-11-01,0.002794945542902671
OLED US,2018-03-28,0.0027976316535490682
FORTUM FH,2018-11-01,0.002882561145688233
SU FP,2015-08-11,0.0029249288076935477
SUNEQ US,2015-04-01,0.0029430473920421555
PLUS LN,2018-09-27,0.002943448229432416
ALK US,2017-12-15,0.00296199744935835
STAN LN,2015-07-08,0.002968842808678495
S32 LN,2015-06-19,0.002979917849816734
TPX US,2016-06-01,0.003129447271404711
ARYN SW,2015-11-05,0.003135336260748951
HSBA LN,2016-03-21,0.003161975989895597
HMB SS,2017-01-16,0.003195721220551449
ILU AU,2017-04-26,0.003300100512505292
AMZN US,2016-07-29,0.0033028773232074912
AF FP,2016-07-26,0.0033984387340665473
PPC US,2018-11-19,0.0034118643415742955
BA US,2016-07-26,0.0034154085939810466
WTB LN,2016-08-12,0.0034974400537485673
DBK GR,2017-11-21,0.0035406046528244934
FLO US,2017-02-14,0.003544503558026697
DGE LN,2018-04-27,0.003557818454376537
UBSG SW,2018-01-19,0.003583641593442391
JACK US,2018-11-19,0.0035969893032659715
MC FP,2015-11-06,0.003599949150221205
RWE GR,2016-04-27,0.0036210663713603175
SPR US,2015-05-11,0.0037133597315184737
MAERSKB DC,2015-11-05,0.003725564324291712
3800 HK,2017-09-19,0.0037589599918447358
7201 JP,2015-01-02,0.003767379256053024
FR FP,2017-12-01,0.0037721738408443926
AAL US,2015-03-19,0.003774198010415439
ML FP,2016-04-11,0.0038585566151888226
OMC US,2018-03-07,0.003862135936930928
LHA GR,2015-01-12,0.0039294313724329896
AMFW LN,2016-01-29,0.003940401149866965
WG/ LN,2018-11-20,0.004048328837924922
DIS US,2015-11-27,0.0040634562721653805
TPR US,2017-05-22,0.0041648271791179265
STM FP,2015-03-18,0.004174798361540059
EOAN GR,2017-01-11,0.004182439154619103
HSBA LN,2016-01-15,0.004206861711420437
DGE LN,2018-01-24,0.004209177856912563
SEDG US,2017-09-27,0.004236143822201384
GIVN SW,2016-04-11,0.004250799691131421
AMFW LN,2015-09-24,0.004312349223269432
CCEP US,2016-06-02,0.00433817939393635
KNX US,2018-04-26,0.004346478583881526
CF US,2016-02-17,0.004350737145908342
LBRT US,2018-05-17,0.004389034636356804
FERG LN,2015-11-06,0.004393885064279325
GS US,2016-11-30,0.004399421353910445
STLD US,2016-03-02,0.004464835560760959
EA US,2016-03-17,0.004471308219588469
AI FP,2016-04-06,0.00448750039061027
RDSA NA,2015-10-20,0.004490222538872709
KMT US,2018-03-26,0.004574116675334429
BARC LN,2017-07-31,0.004575953031299826
ARYN SW,2015-02-11,0.004586752083535953
NESTE FH,2016-12-09,0.004713392004305322
CRDA LN,2016-06-29,0.004732108828635558
ERICB SS,2017-10-19,0.004738404913580239
OCI NA,2017-02-01,0.004739467378261317
AMS SW,2018-04-23,0.004852638973092511
LEO GR,2015-05-22,0.004899264214970205
ERF FP,2018-12-14,0.0049050296500369964
700 HK,2016-05-30,0.004917978825634873
BRBY LN,2016-06-29,0.00492109765628433
CNHI IM,2016-06-07,0.00496483405460299
BAC US,2015-07-15,0.004970114231522342
EOAN GR,2016-04-27,0.004999441524400639
AXTA US,2017-09-06,0.005001667183410172
BAS GR,2015-01-28,0.005071354227359874
LXS GR,2017-03-29,0.005111190078983858
TSLA US,2018-04-11,0.005158327528523307
SJM US,2018-03-21,0.005233795101319065
ABF LN,2016-01-14,0.005246670920247536
UMI BB,2018-01-05,0.0052722442086730464
CRTO US,2015-04-30,0.0053749732923234535
SAN SM,2015-07-14,0.005384293505997675
FTSI US,2018-05-17,0.00539534383260947
TRELB SS,2016-01-25,0.005395509542663201
RRR US,2016-06-30,0.005407969524976998
ENR US,2017-06-06,0.005447116799002026
MC FP,2017-01-25,0.005507031948563255
HMB SS,2017-02-07,0.005538907655850753
SIE GR,2018-08-01,0.005572691991692268
RDSA NA,2016-01-20,0.005606772441458547
JMAT LN,2016-04-14,0.005644664065219256
SU FP,2016-04-15,0.005719553257515269
SU FP,2016-11-04,0.005740827146401005
AA US,2015-02-13,0.005777230291715595
CA FP,2018-02-16,0.005799852564930567
