,ITicker,Cusip,STicker,Name,Country,Currency_,OneTenth,SecType,ExchCtry,Exchange,Code
2662,AVD,03037110,AVD,AMERICAN VANGAURD CORP,NA,USD,0,S,NA,A,14791
2663,AVDI,10954210,BLLN,BRILLIANT TECH,NA,USD,,S,NA,U,69628
2664,AVDL,05435010,AVDL,AVONDALE INDS INC,NA,USD,0,S,NA,F,1107
2665,AVDO,76162410,REX,REX AMERICAN RESOURCES CORP,NA,USD,,S,NA,A,1108
2666,AVDT,00242230,AVTCQ,AVT INC,NA,USD,,S,NA,U,69629
2667,AVDU,68558X20,TRKK,ORBITAL TRACKING,NA,USD,,S,NA,G,64313
2668,AVDV,16951V10,CNCT,CHINA TELETECH,FC,USD,,S,NA,U,68362
2669,AVE,05355510,AVE,AVEMCO CP,NA,USD,,S,NA,A,1109
2670,AVE1,05354RAA,AVECIA,AVECIA GROUP PLC,EX,BPN,,B,NA,A,72593
2671,AVEA,03839G10,AQNT,AQUANTIVE INC,NA,USD,0,S,NA,F,1110
2672,AVEC,05354710,AVEC,AVECOR CARDIOVASCULAR INC,NA,USD,0,S,NA,H,1111
2673,AVEE,00761J20,ADVC,ADVANT-E CORPORATION,NA,USD,0,S,NA,U,14430
2674,AVEI,04301310,AVEI,ARTERIAL VASCULAR ENGINEERING,NA,USD,0,S,NA,F,1112
2675,AVEO,05358810,AVEO,AVEO PHARMACEUTICALS INC,NA,USD,0,S,NA,S,74904
2676,AVFC,03234330,AMV,AMVESTORS FINANCIAL CORP,NA,USD,0,S,NA,A,1113
2677,AVG,N0783110,AVGTF,AVG TECHNOLOGIES BV,EN,USD,0,S,NA,U,75940
2678,AVGA,05348810,AVGA,AVANTE GARDE CMP,NA,USD,0,S,NA,H,1114
2679,AVGC,10567L10,OGNG,BRAVO ENTERPRISE,NA,USD,,S,NA,U,66516
2680,AVGL,05365110,AVGLY,AVGOLD LIMITED,KS,USD,0,A,NA,U,1115
2681,AVGN,05369010,AVGN,AVIGEN INC,NA,USD,0,S,NA,F,1116
2682,AVGO,05349M10,AVGO,AVANTGO,NA,USD,0,S,NA,H,1117
2683,AVGR,05373420,AVGR,AVINGER INC,NA,USD,0,S,NA,F,76869
2684,AVHC,37945C20,GBRC,GLOBAL RESOURCE,NA,USD,,S,NA,U,69630
2685,AVHU,05367G10,AVH,AVIANCA HOLDINGS SA,LL,USD,0,A,NA,A,76236
2686,AVI,05366010,AVI,AVIALL INC,NA,USD,0,S,NA,X,1118
2687,AVI1,05379010,AVI,AVIS GROUP HOLDINGS INC,NA,USD,0,S,NA,A,1119
2688,AVIA,17133420,CCWF,CHURCH & CRAWFOR,NA,USD,,S,NA,U,69631
2689,AVIC,27202310,EDLT,EAST DELTA RESOU,NA,USD,,S,NA,U,69632
2690,AVID,05367P10,AVID,AVID TECHNOLOGY INCORPORATED,NA,USD,0,S,NA,U,1120
2691,AVIF,00753G10,AVIFY,ADVANCED INFO SERVICE PCL,FT,USD,0,A,NA,U,1121
2692,AVII,80360710,SRPT,SAREPTA THERAPEUTICS INC,NA,USD,0,S,NA,F,1122
2693,AVIM,00806510,AVIM,AEROMEX 'CPO',LM,USD,0,S,NA,U,1123
2694,AVIR,05376210,AVIR,AVIRON,NA,USD,,S,NA,F,1124
2695,AVIT,05348F20,AVIT,AVANI INTL GROUP,NA,USD,,S,NA,U,66626
2696,AVIV,05381L10,AVIV,AVIV REIT INC,NA,USD,0,S,NA,A,75960
2697,AVIX,05380240,AVIX,AVIX TECH INC,NA,USD,,S,NA,U,69633
2698,AVK,00764C10,AVK,ADVENT CLAY I,NA,USD,,S,NA,A,69634
2699,AVL,04945610,AVL,ATLAS VAN LINES,NA,USD,0,S,NA,X,1125
2700,AVL1,05366B10,AVL,AVIALL INCORPORATED,NA,USD,0,S,NA,A,1126
2701,AVLF,05380L10,AVLF,AVITECH LIFESCIE,NA,USD,,S,NA,U,69166
2702,AVLL,81572V10,SNTL,SYNCRONYS INTL,NA,USD,,S,NA,U,72374
2703,AVLN,05343V20,AVLD,AVALON DIGITAL,NA,USD,,S,NA,U,69636
2704,AVLR,05338G10,AVLR,AVALARA INC,NA,USD,0,S,NA,A,77721
2705,AVMX,05379210,AVMXY,AVITA MEDICAL LTD,AA,USD,0,A,NA,U,75850
2706,AVN,05348410,AVB,AVALONBAY COMMUNITIES INC,NA,USD,,S,NA,A,1127
2707,AVNC,59608710,MBRKQ,MIDDLEBROOK PHARMACEUTICALS INC,NA,USD,0,S,NA,U,14862
2708,AVND,55264U10,MBFI,MB FINANCIAL INC,NA,USD,0,S,NA,S,1128
2709,AVNH,05368E10,AVNH,AVIATION HOLDING,NA,USD,,S,NA,U,73504
2710,AVNU,05358K10,AVNU,AVENUE FINANCIAL HOLDINGS INC,NA,USD,0,S,NA,S,76878
2711,AVNX,05348W30,AVNX,AVANEX CORPORATION,NA,USD,0,S,NA,F,1129
2712,AVO,00763M10,EYE,ADVANCED MEDICAL OPTICS INC,NA,USD,0,S,NA,A,14488
2713,AVOC,05384320,AVOA,AVOCA,NA,USD,,S,NA,U,66627
2714,AVOG,05368D10,AVCE,AVICENA GROUP,NA,USD,,S,NA,U,66060
2715,AVOL,G5223710,AVOL,AVOLON HLDG,EZ,USD,,S,NA,A,76839
2716,AVP,05430310,AVP,AVON PRODUCTS INC,EX,USD,0,S,NA,A,1130
2717,AVPA,68234310,CNCT,180 CONNECT INC,NA,USD,,S,NA,U,66091
2718,AVPN,00241A20,AVPI,AVP INC,NA,USD,,S,NA,U,64091
2719,AVR,05356X80,AVRW,AVENTINE RENEWABLE ENERGY HOLDIN,NA,USD,0,S,NA,U,35904
2720,AVRI,45253L10,IMUT,IMMUNE-TREE INTL,NA,USD,,S,NA,U,69167
2721,AVRO,05359M20,AVRO,AVERION INTL,NA,USD,,S,NA,U,67345
2722,AVRT,05359610,AVRT,AVERT INC,NA,USD,0,S,NA,F,1131
2723,AVRX,05346P10,AVRX,AVALON PHARMACEUTICALS INC,NA,USD,0,S,NA,F,24865
2724,AVS,88715120,TMAV,TIMCO AVIATION SERVICES,NA,USD,0,S,NA,U,1132
2725,AVSC,92845P10,VMAN,VISUAL MGMT,NA,USD,,S,NA,U,74775
2726,AVSN,00507V10,ATVI,ACTIVISION BLIZZARD INC,NA,USD,,S,NA,S,1133
2727,AVSR,05379X20,AVSR,AVISTAR COMMUNICATIONS CORP,NA,USD,,S,NA,U,1134
2728,AVST,69434710,PGTK,PACIFIC GREEN TE,NA,USD,,S,NA,U,66628
2729,AVSY,05350J20,AVSM,AVATAR SYSTEMS INC,NA,USD,,S,NA,U,68766
2730,AVT,05380710,AVT,AVNET INCORPORATED,NA,USD,0,S,NA,A,1135
2731,AVTC,14071N10,CAPA,CAPTARIS INC,NA,USD,0,S,NA,F,1136
2732,AVTM,05452720,AVTMQ,AVTEAM INC,NA,USD,0,S,NA,F,1137
2733,AVTQ,05365U10,AVTQY,AVETA,NA,USD,,S,NA,U,69058
2734,AVTR,00234P10,AVHI,AV HOMES INC,NA,USD,,S,NA,S,1138
2735,AVUG,68232J10,OVIT,ONCOVISTA INNOVA,NA,USD,,S,NA,G,36972
2736,AVVP,05379P30,AVV,AVIVA PETROLEUM PLC,NA,USD,0,S,NA,B,1139
2737,AVVW,00243220,AVVH,AVVAA WORLD HLTH,NA,USD,,S,NA,U,66092
2738,AVWF,80288B20,SANT,SANTEON GROUP,NA,USD,,S,NA,U,66629
2739,AVWI,05365X10,AVEW,AVEW HOLDINGS INC,NA,USD,0,S,NA,U,14893
2740,AVX,00244010,AVX,AVX CORP,NA,USD,0,S,NA,X,1140
2741,AVX1,00244410,AVX,AVX CORPORATION,NA,USD,0,S,NA,A,1141
2742,AVXS,05366U10,AVXS,AVEXIS INC,NA,USD,0,S,NA,S,77173
2743,AVXT,05349530,AVXT,AVAX TECHNOLOGIES,NA,USD,0,S,NA,U,1142
2744,AVY,05361110,AVY,AVERY DENNISON CORP,NA,USD,0,S,NA,A,1143
2745,AVYA,05351X10,AVYA,AVAYA HOLDINGS CORP,NA,USD,0,S,NA,A,77602
2746,AVZA,05381A10,AVZAQ,AVIZA TECHNOLOGY INC,NA,USD,0,S,NA,U,56775
2747,AW,03040610,AW,AMERICAN WASTE SERVICES INCO,NA,USD,0,S,NA,A,1144
2748,AWAI,87669X20,TAUG,TAURIGA SCIENCES INC,NA,USD,0,S,NA,U,69637
2749,AWAL,90341W10,LCC,US AIRWAYS GROUP INC,NA,USD,0,S,NA,A,1145
2750,AWAY,43739Q10,AWAY,HOMEAWAY INC,NA,USD,,S,NA,S,75565
2751,AWBV,03043P40,AWYB,AMR WAY BUS DEV,NA,USD,,S,NA,U,72594
2752,AWC,G0535E10,APWC,ASIA PACIFIC WIRE & CABLE,NA,USD,0,S,NA,H,1146
2753,AWE,00209A10,AWE,AT&T WIRELESS SERVICES,NA,USD,0,S,NA,A,1147
2754,AWEB,05333110,AWEB,AUTOWEB.COM INC,NA,USD,0,S,NA,F,1148
2755,AWF,01879R10,AWF,ALLIANCEBERNSTEI,NA,USD,,U,NA,A,66039
2756,AWG,01879610,AWG,ALLIANCE WORLD D,NA,USD,,S,NA,A,72595
2757,AWGI,01438310,AWGI,ALDERWOODS GROUP INC,NA,USD,0,S,NA,F,14545
2758,AWH,H0153110,AWHHF,ALLIED WORLD ASSURANCE CO HLDGS,NA,USD,0,S,NA,A,37984
2759,AWI,04247X10,AWI,ARMSTRONG WORLD INDUSTRIES INC,NA,USD,0,S,NA,A,42075
2760,AWIN,01958930,AW,ALLIED WASTE INDUSTRIES INC,NA,USD,0,S,NA,A,1149
2761,AWIR,35086610,FCNE,FOUR CORNERS INC,NA,USD,,S,NA,U,69638
2762,AWK,03041110,AWK,AMERICAN WATER WORKS INC,NA,USD,0,S,NA,A,1150
2763,AWKC,03042010,AWK,AMERICAN WATER WORKS COMPANY INC,NA,USD,0,S,NA,A,73628
2764,AWLD,03044710,AWK,AM WTR WKS INC,NA,USD,0,S,NA,X,1151
2765,AWP,00302L10,AWP,ABERDEEN GLO FD,NA,USD,,U,NA,A,69639
2766,AWRD,05453110,AWRD,AWARD SOFTWARE INTERNATIONAL,NA,USD,0,S,NA,F,1152
2767,AWRE,05453N10,AWRE,AWARE INC,NA,USD,0,S,NA,F,1153
2768,AWS,01204110,AWS,ALBA-WALDENSIAN INC,NA,USD,0,S,NA,B,1154
2769,AWSI,74163K10,PSGI,PRIME STAR GROUP INC,NA,USD,,S,NA,U,66300
2770,AWSS,57640Q10,MMND,MASTERMIND INC,NA,USD,,S,NA,U,69640
2771,AWST,03047510,AWST,AMERN WESTN CP,NA,USD,,S,NA,F,1155
2772,AWT,03836710,AAI,AQUA ALLIANCE INC.,NA,USD,0,S,NA,B,1156
2773,AWTM,00087D10,AMCY,ACS GLOBAL INC,NA,USD,,S,NA,U,66088
2774,AWXC,05343P10,AWX,AVALON HOLDG,NA,USD,,S,NA,B,66630
2775,AX06,00245710,AXMP,AARON SPARKS,NA,USD,,S,NA,U,66301
2776,AX07,05462R20,AXTC,AXTIVE CORP,NA,USD,,S,NA,U,66631
2777,AXA,05453610,AXAHY,AXA SA,EF,USD,0,A,NA,U,1157
2778,AXAH,F0610610,AXAHF,AXA SA,EF,EUR,0,D,NA,U,74138
2779,AXAS,00383010,AXAS,ABRAXAS PETROLEUM CORPORATION,NA,USD,0,S,NA,F,1158
2780,AXC,00755610,AXC,ADVANCED TECHNOL,NA,USD,,S,NA,B,69641
2781,AXCO,02576280,AX,AMERN EXPL,NA,USD,,S,NA,B,1159
2782,AXES,05459T10,AXST,AXESSTEL INC,NA,USD,0,S,NA,U,14728
2783,AXFO,W1051R11,AXFOF,AXFOOD AB,SS,SEK,0,D,NA,U,72411
2784,AXG,04916210,AXG,ATLAS ACQUISITIO,NA,USD,,S,NA,B,72467
2785,AXG1,02312010,AU,AMAX GOLD INCORPORATED,NA,USD,0,S,NA,A,1160
2786,AXGR,04315X10,AIGI,AXIA INTERNATION,NA,USD,,S,NA,U,69642
2787,AXHI,03957A10,AX,ARCHIPELAGO HOLDINGS INC,NA,USD,0,S,NA,B,15134
2788,AXIM,87951X20,TLSI,TELESCIENCES INC,NA,USD,0,S,NA,H,1161
2789,AXIU,05461J10,AXIU,AXIUS INC,NA,USD,,S,NA,G,75081
2790,AXL,02406110,AXL,AMERICAN AXLE & MANUFACTURING HO,NA,USD,,S,NA,A,1162
2791,AXLE,87253810,AXLE,TJT INC.,NA,USD,,S,NA,U,66632
2792,AXM,03756410,AXM,APEX MORTGAGE CAPITAL INC,NA,USD,0,S,NA,A,1163
2793,AXMS,U0472610,AXMSF,ATEX MEDIA,NA,USD,,S,NA,U,73583
2794,AXNT,05459C10,AXNT,AXENT TECHNOLOGIES INC,NA,USD,0,S,NA,F,1164
2795,AXNX,05465P10,AXNX,AXONICS MODULATION TECHNOLOGIES,,,,,,S,77866
2796,AXO,01074210,AXO,ALAMCO INC,NA,USD,0,S,NA,X,1165
2797,AXO1,01074220,AXO,"ALAMCO, INC.",NA,USD,0,S,NA,B,1166
2798,AXON,G0750W10,AXON,AXOVANT SCIENCES LTD,EX,USD,0,S,NA,A,76956
2799,AXP,02581610,AXP,AMERICAN EXPRESS CO,NA,USD,0,S,NA,A,1167
2800,AXP1,05492310,AXCA,AXCAN PHARMA INC,NC,USD,0,S,NA,F,74401
2801,AXPL,02269120,AXPL,AMALGAMATED EXPL,NA,USD,,S,NA,U,69168
2802,AXPLF,G0444910,AXPLF,ARABELLA EXPLORATION INC,NA,USD,0,S,NA,U,76700
2803,AXR,03215910,AXR,AMREP CORPORATION,NA,USD,0,S,NA,A,1168
2804,AXRE,0229121X,AXREF,AMARC,NC,CAD,,D,NA,U,73941
2805,AXRX,03113920,AXRX,AMEXDRUG CORP,NA,USD,,S,NA,U,68814
2806,AXS,G0692U10,AXS,AXIS CAPITAL HOLDINGS LTD,NB,USD,0,S,NA,A,14792
2807,AXSM,74735D1X,QMXGF,QMX GOLD,NC,CAD,,D,NA,U,74909
2808,AXTA,G0750C10,AXTA,AXALTA COATING SYSTEMS LTD,NA,USD,0,S,NA,A,76826
2809,AXTI,00246W10,AXTI,AXT INC,NA,USD,0,S,NA,S,1169
2810,AXTL,05461Y10,AXTLY,AXTEL SAB DE CV,LM,USD,0,A,NA,U,42129
2811,AXTO,N3465M10,AXTOF,GEMALTO NV,EN,EUR,,D,NA,U,68623
2812,AXU,01535P10,AXU,ALEXCO RESOURCE CORP,NC,CAD,0,S,NA,B,76512
2813,AXVE,0120271X,AXVEF,ALBA MINERALS,NC,CAD,,D,NA,U,69643
2814,AXX,01434T1X,AXXDF,ALDERON,NC,CAD,,D,NA,B,77043
2815,AXXE,03077Q20,AWKS,AMERIWORKS INC,NA,USD,,S,NA,U,69169
2816,AXXN,00491010,AXXN,ACTION AUTO RENT,NA,USD,,S,NA,U,1170
2817,AXXX,04300910,AXXX,ARTEL COMM CORP,NA,USD,,S,NA,H,1171
2818,AXYS,05461510,AXYS,AXSYS TECHNOLOGIES INC.,NA,USD,0,S,NA,F,1172
2819,AXYX,75382F10,RPTP,RAPTOR PHARMACEUTICAL CORP,NA,USD,,S,NA,H,14431
2820,AYA,G2112510,CNWHF,CHINA NETWORKS,FC,CNY,,S,NA,U,69644
2821,AYAK,00950420,AYAKY,AIRSPRAY,EN,EUR,,A,NA,U,69170
2822,AYD,05468110,AYD,AYDIN CP,NA,USD,,S,NA,A,1173
2823,AYI,00508Y10,AYI,ACUITY BRANDS INC,NA,USD,0,S,NA,A,14432
2824,AYL,03360920,AYL,ANDERSON CLAYTON,NA,USD,0,S,NA,X,1174
2825,AYN,01871410,AYN,ALLIANCE NY MUN,NA,USD,,U,NA,A,68972
2826,AYP,01736110,AYE,ALLEGHENY ENERGY INC,NA,USD,,S,NA,A,1175
2827,AYR,G0129K10,AYR,AIRCASTLE LTD,NA,USD,0,S,NA,A,40344
2828,AYSI,01986010,AYSI,ALLOY STEEL INTL,AA,USD,,S,NA,U,66633
2829,AYTU,05475470,AYTU,AYTU BIOSCIENCE INC,NA,USD,0,S,NA,U,77213
2830,AYWC,01539250,AYWC,ALFA LAVAL AB,SS,USD,0,S,NA,U,1176
2831,AYX,02156B10,AYX,ALTERYX INC,NA,USD,0,S,NA,A,77413
2832,AYZS,04340010,AHKSY,ASAHI KASEI CORP,FJ,USD,0,A,NA,U,1177
2833,AZ,04926810,ATLR,ATLAS CORP,NA,USD,0,S,NA,U,1178
2834,AZA,02261510,AZA,ALZA CORPORATION,NA,USD,0,S,NA,A,1179
2835,AZAA,15115A10,CLWL,CELL WIRELESS CORP,NA,USD,,S,NA,U,69645
2836,AZB,04050210,AZB,ARIZ COMM BANK,NA,USD,,S,NA,B,1180
2837,AZBW,04046010,AZBW,ARIZONA BANCWEST,NA,USD,0,S,NA,X,1181
2838,AZC,80201E10,SFEG,SANTA FE GOLD CORP,NA,USD,0,S,NA,U,48264
2839,AZE,02733920,AZE,AMER MAIZE PRODS,NA,USD,0,S,NA,B,1182
2840,AZEC,J9430310,UETMF,UNIVERSAL ENT,FJ,USD,,D,NA,U,69646
2841,AZGS,05500020,AZGSQ,AZTEC OIL & GAS,NA,USD,,S,NA,U,69647
2842,AZO,05333210,AZO,AUTOZONE INC,NA,USD,,S,NA,A,1183
2843,AZP,72348410,PNW,PINNACLE WEST CAPITAL CORP,NA,USD,,S,NA,A,1184
2844,AZPN,04532710,AZPN,ASPEN TECHNOLOGY INC,NA,USD,0,S,NA,S,1185
2845,AZRE,V0393H10,AZRE,AZURE POWER GLOBAL LTD,FI,USD,0,S,NA,A,77326
2846,AZRX,05502L10,AZRX,AZURRX BIOPHARMA INC,NA,USD,0,S,NA,H,77353
2847,AZS,04059G1X,AZS,ARIZONA STAR RES,NC,USD,,D,NA,B,64146
2848,AZST,05480Q10,AZVSY,AZOVSTAL,DU,USD,,A,NA,U,69059
2849,AZTC,00247410,AZZ,AZZ INC,NA,USD,0,S,NA,A,1186
2850,AZTE,90385810,UMLS,ULTIMATE LIFESTYLE CORP,NA,USD,0,S,NA,U,1187
2851,AZTM,05483110,AZTM,AZTEC MINING COR,NA,USD,,S,NA,U,69648
2852,AZTR,05480210,AZR,AZTAR CORP,NA,USD,0,S,NA,A,1188
2853,AZUL,05501U10,AZUL,AZUL SA,LB,USD,0,A,NA,A,77414
2854,AZUM,Q1241T1X,AZUMF,AZUMAH RESOURCES,AA,AUD,,D,NA,U,73485
2855,AZUR,74371C20,PROT,STROMACEL INC,NA,USD,,S,NA,G,69649
2856,AZX,05501M10,AZX,AZURIX CORPORATION,NA,USD,0,S,NA,A,1189
2857,B,06780610,B,BARNES GROUP INC,NA,USD,0,S,NA,A,1190
2858,B1J,05710010,BJAJY,BAJAJ HOLDINGS & INVESTMENT LTD,FI,USD,0,A,NA,U,14584
2859,BA,09702310,BA,BOEING CO,NA,USD,0,S,NA,A,1191
2860,BA3P,05518310,BABB,BAB INC.,NA,USD,,S,NA,U,69650
2861,BA3Q,05865910,BRSI,BALLISTIC RCVRY,NA,USD,,S,NA,U,72090
2862,BA3R,05969510,BCV,BANCROFT FUND,NA,USD,,S,NA,B,55273
2863,BA3S,06055P10,BKAO,BK ASTORIA,NA,USD,,S,NA,U,72596
2864,BA3T,06342510,BMRC,BANK OF MARIN BANCORP/CA,NA,USD,0,S,NA,H,52560
2865,BA3U,89157A10,TSBA,TOUCHSTONE BANK,NA,USD,,S,NA,G,72146
2866,BA3V,67176810,BKOR,OAK RIDGE FINANC,NA,USD,,S,NA,U,66634
2867,BA3Y,64639010,NLEF,NEW LEAF BRANDS,NA,USD,,S,NA,U,55311
2868,BAAC,0668008X,BAA,BANRO CORP,NC,USD,0,D,NA,B,33815
2869,BAAN,N0804410,BAAN,BAAN COMPANY NV,NA,USD,0,S,NA,F,1192
2870,BAAP,05518L20,BAAPY,BAA PLC,EX,USD,0,A,NA,U,1193
2871,BAB,11041930,BAIRY,BRITISH AIRWAYS PLC,EX,USD,0,A,NA,U,1194
2872,BABA,01609W10,BABA,ALIBABA GROUP HOLDING LTD,FC,CNY,0,A,NA,A,76452
2873,BABC,06851210,BABC,BARRINGTON BNCP,NA,USD,0,S,NA,H,1195
2874,BABY,63905010,BABY,NATUS MEDICAL INCORPORATED,NA,USD,0,S,NA,S,14310
2875,BAC,06605010,BAC,BANKAMERICA CORPORATION,NA,USD,0,S,NA,A,1196
2876,BAC0,05635710,BA,BACHE GROUP INC,NA,USD,0,S,NA,X,1197
2877,BACF,05518520,BACPRU,BAC CAPITAL TRUS,NA,USD,,U,NA,A,69651
2878,BACH,14974410,CAYN,CAYENNE SOFTWARE INC,NA,USD,0,S,NA,F,1198
2879,BACK,Y0698A10,BACHF,BANK OF CHINA LIMITED,FC,CNY,,D,NA,U,67846
2880,BACL,36485N10,GRDP,GARDANT PHARMA,NA,USD,,S,NA,U,72598
2881,BACP,05518820,BAC/PV,BAC CAP TRT II,NA,USD,,U,NA,A,69652
2882,BACR,05518E20,BACPRX,BAC CAP III,NA,USD,,U,NA,A,69653
2883,BACT,05518720,BAC/PW,BAC CAP TRT I,NA,USD,,U,NA,A,69654
2884,BACU,05643910,BAU,BACOU USA INC,NA,USD,0,S,NA,A,1199
2885,BACV,05518420,BACPRY,BAC CAPITAL TRT,NA,USD,,S,NA,A,69655
2886,BACZ,05518T20,BAC PR,BAC CAPITAL,NA,USD,,S,NA,A,69656
2887,BAE,11942420,BAE,BAESA (1/10),LA,USD,,A,NA,A,1200
2888,BAER,06751110,BARE,BARE ESCENTUALS INC,NA,USD,0,S,NA,F,44113
2889,BAES,05523R10,BAESY,BAE SYSTEMS PLC,EX,USD,0,A,NA,U,1201
2890,BAGL,98906R20,ZANE,ZANETT INC,NA,USD,0,S,NA,U,1202
2891,BAH,09950210,BAH,BOOZ ALLEN HAMILTON HOLDING CORP,NA,USD,,S,NA,A,75315
2892,BAI,06986910,BA,BASIC INC,NA,USD,0,S,NA,X,1203
2893,BAIB,05677130,BAIB,BAILEY CORP,NA,USD,,S,NA,H,1204
2894,BAIF,34990328,BIANX,BROWN ADVISORY I,NA,USD,,U,NA,F,69171
2895,BAIR,10542340,BAIR,BRANIFF INC,NA,USD,,S,NA,U,1205
2896,BAK,05725510,BA,BAKER INDUSTRIES,NA,USD,0,S,NA,X,1206
2897,BAKE,04983610,ATIS,ATTIS INDUSTRIES INC,NA,USD,0,S,NA,U,1207
2898,BAL,05763010,BAL,BALANCED CARE CORPORATION,NA,USD,0,S,NA,B,1208
2899,BALB,06850810,BALB,BARRINGER LABORATORIES INC,NA,USD,0,S,NA,U,1210
2900,BALT,05928410,BALTY,BALTIMORE TECHNOLOGIES PLC,EX,USD,0,A,NA,U,1211
2901,BAMB,44982L10,IPIXQ,IPIX CORPORATION,NA,USD,0,S,NA,U,1212
2902,BAMI,06983610,BAMI,BASIC AMERN MED,NA,USD,0,S,NA,NA,1213
2903,BAMM,09857010,BAMM,BOOKS-A-MILLION INC,NA,USD,0,S,NA,S,1214
2904,BAMX,D1209610,BAMXF,BAYERISCHE MOTOREN WERKE,ED,EUR,0,D,NA,U,73557
2905,BANA,05971J10,BXS,BANCORPSOUTH BANK,NA,USD,0,S,NA,A,1215
2906,BAND,05988J10,BAND,BANDWIDTH INC,NA,USD,0,S,NA,S,77564
2907,BANF,05945F10,BANF,BANCFIRST CORP,NA,USD,0,S,NA,S,1216
2908,BANG,06007710,BGR,BANGOR HYDRO ELEC CO,NA,USD,0,S,NA,A,1217
2909,BANI,07250010,BAYN,BAY NAT'L,NA,USD,,S,NA,U,72267
2910,BANK,066460XY,,BPP HOLDINGS,EX,USD,0,A,NA,U,1218
2911,BANW,06652110,BANW,BANKWEST CORP,NA,USD,,S,NA,U,69060
2912,BANX,86178010,BANX,STONECASTLE FINANCIAL CORP,NA,USD,0,S,NA,S,76240
2913,BANY,06682820,BNYUY,BANYU PHARMACEUTICAL CO,FJ,USD,0,A,NA,U,1219
2914,BAP,G2519Y10,BAP,CREDICORP LTD,NB,USD,0,D,NA,A,1220
2915,BAQG,92556310,VBRE,VIBE RECORDS INC,NA,USD,,S,NA,U,69657
2916,BAR,06888710,BAR,BARRY WRIGHT,NA,USD,0,S,NA,X,1221
2917,BAR1,06652510,BAR,BANNER AEROSPACE INC,NA,USD,0,S,NA,A,1222
2918,BARA,06000220,BRYDY,BANDAR RAYA DEVELOPMENT (M),FM,USD,0,A,NA,U,1223
2919,BARB,06713110,BARB,BARBER GREENE CO,NA,USD,0,S,NA,X,1224
2920,BARC,06848020,BRR,BARRETT RES CORP,NA,USD,0,S,NA,A,1225
2921,BARE,06751210,BARE,BAREFOOT INC,NA,USD,,S,NA,F,1226
2922,BARI,05969010,BARI,BANCORP RHODE ISLAND INC.,NA,USD,0,S,NA,F,1227
2923,BARL,06830610,BRL,BARR PHARMACEUTICALS INC,NA,USD,0,S,NA,A,1228
2924,BARR,06850960,BARR,BARRINGER TECHNOLOGIES INC,NA,USD,0,S,NA,F,1229
2925,BARY,06889130,BARY,BARRYS JEWELERS,NA,USD,0,S,NA,H,1230
2926,BARZ,06831310,BARZ,BARRA INC,NA,USD,0,S,NA,F,1231
2927,BAS,07012110,BAS,BASIX CORP,NA,USD,0,S,NA,X,1232
2928,BAS2,83001810,SXC,SIX CONTINENTS PLC,EX,USD,0,A,NA,A,1233
2929,BASE,06977930,BASEA,BASE TEN SYSTEMS INC,NA,USD,0,S,NA,H,1234
2930,BASF,05526250,BASFY,BASF SE,ED,USD,,A,NA,U,1235
2931,BASI,09058M10,BASI,BIOANALYTICAL SYSTEMS INC,NA,USD,0,S,NA,H,1236
2932,BASM,25985P10,DVAR,DOVARRI INC,NA,USD,,S,NA,U,69021
2933,BAT,05590010,BASE,BASE TEN SYS INC,NA,USD,0,S,NA,X,1237
2934,BATL,Y0553W10,BALT,BALTIC TRADING LTD,AI,USD,0,S,NA,A,76513
2935,BATM,05706810,BATM,BAIRD CORP,NA,USD,0,S,NA,X,1238
2936,BATS,97652L10,WIRX,WIRELESS XCESSORIES GROUP INC,NA,USD,0,S,NA,U,1239
2937,BATT,73890810,PRPS,POWER PLUS CORPORATION,NA,USD,0,S,NA,H,1240
2938,BAVE,07273510,HVMGY,BAYERISCHE HYPO-UND VEREINSBANK,ED,USD,0,A,NA,U,1241
2939,BAW,56418H10,MAN,MANPOWERGROUP INC,NA,USD,0,S,NA,A,1242
2940,BAW9,05614710,N/A,BABCOCK & WILCOX,NA,USD,0,S,NA,X,1243
2941,BAWL,07111310,BATH,BATH NATL BK N Y,NA,USD,0,S,NA,U,1244
2942,BAX,07181310,BAX,BAXTER INTERNATIONAL INC,NA,USD,0,S,NA,A,1245
2943,BAXS,11679P10,BAXS,BRUKER AXS INC,NA,USD,0,S,NA,F,14373
2944,BAY,07237010,BYFC,BAY FINL CORP,NA,USD,0,S,NA,U,1246
2945,BAYB,07203N10,BAYB,BAY BANCSHARES INC,NA,USD,0,S,NA,F,1247
2946,BAYK,07203510,BAYK,BAY BANKS OF VIRGINIA INC,NA,USD,0,S,NA,U,77400
2947,BAYL,07286910,BAYL,BAYLY CORP,NA,USD,,S,NA,H,1248
2948,BAYM,07279710,BAYM,BAYLESS A J MKTS,NA,USD,0,S,NA,X,1249
2949,BAYR,07273030,BAYRY,BAYER AG,ED,USD,0,A,NA,U,1250
2950,BAZH,09070V20,BAZH,BIOAUTHORIZE HOL,NA,USD,,S,NA,U,74042
2951,BB,05892510,BBVAY,BANCO BILBAO VIZCAYA ARGENTARI,LC,USD,0,A,NA,U,1251
2952,BBAN,11130Q10,BBAN,BROADBAND WIRELE,NA,USD,,S,NA,U,69658
2953,BBAR,05762310,BBAR,BALANCE BAR CO,NA,USD,0,S,NA,F,1252
