,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
KFN US,2010-12-10,2010-12-10,2010-12-10,2010-12-10,2010-12-10,KFN US,KKR Financial Holdings LLC,175.701,18.0,9.04,"ADDL,Primary Share Offering,Block",0.0,0.2212393582,-0.2212385237,['Morgan Stanley'],1435.2181,8.832862727642224,9.0397,9.06,-0.002207505518763919,-3.318584070788333e-05,True,True,-0.003043303316541235,-0.00956862331659425,3,1766.572545528445,-5.376216086717409,-16.903667249598737
HTWR US,2010-12-09,2010-12-09,2010-12-09,2010-12-09,2010-12-09,HTWR US,HeartWare International Inc,81.31,0.9,81.31,"ADDL,Secondary Share Offering,VC Backed,PE Backed",1128.44,0.04919744655,6.309190273,['JP Morgan'],1128.44,11.7572120884,82.6529,81.31,0.0,0.016515803714180377,True,True,0.016515803714180377,0.014148357122115263,1,1626.2,26.85800000000013,23.00805835198384
MTL/P US,2010-12-07,2010-12-07,2010-12-07,2010-12-07,2010-12-07,MTL/P US,Mechel PJSC,137.253,16.9448,8.1,"ADDL,Secondary Share Offering",0.0,3.703698874,7.407402515,"['Morgan Stanley', 'Renaissance Capital Pty Ltd']",2358.8691,1.5672223379826704,8.4849,8.5,-0.04705882352941182,0.047518518518518515,True,True,0.047518518518518515,0.04189904225010621,1,313.4444675965341,14.894416738013081,13.133022990889229
CXO US,2010-12-07,2010-12-08,2010-12-07,2010-12-08,2010-12-08,CXO US,Concho Resources Inc,237.188,2.5,82.5,"ADDL,Primary Share Offering",8461.78,3.103030205,2.73939395,"['Raymond James & Associates', 'JP Morgan', 'Barclays', 'Goldman Sachs']",8461.78,78.41314724076612,83.7967,86.86,-0.050195717246143245,0.01571757575757582,True,True,0.01571757575757582,0.014788084647827215,1,4743.76,74.56040717575787,70.15112442897683
C US,2010-12-06,2010-12-06,2010-12-06,2010-12-06,2010-12-06,C US,Citigroup Inc,10515.7,2417.41,4.35,"ADDL,Secondary Share Offering,Government Exit",0.0,4.597703457,6.206898689,['Morgan Stanley'],129273.2562,1669.186352117604,4.4718,4.45,-0.022471910112359716,0.028000000000000025,True,True,0.028000000000000025,0.02919248058847579,1,5000.0,140.0000000000001,145.96240294237896
GERN US,2010-12-06,2010-12-07,2010-12-06,2010-12-07,2010-12-07,GERN US,Geron Corp,100.0,17.3913,5.0,"ADDL,Primary Share Offering",612.95,0.8000000119,-2.799999952,"['Lazard Ltd', 'JP Morgan']",612.95,5.731984079798152,5.1169,6.12,-0.18300653594771243,0.023379999999999956,True,True,0.023379999999999956,0.017760523731587652,1,1146.3968159596307,26.802757557136115,20.360607855667542
DG US,2010-12-06,2010-12-08,2010-12-06,2010-12-08,2010-12-08,DG US,Dollar General Corp,876.875,25.0,30.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,1.672131181,1.081967235,"['Kohlberg Kravis Roberts & Co', 'JP Morgan', 'Bank of America Merrill Lynch', 'Citi', 'Goldman Sachs']",10570.7384,31.797351781725162,31.0325,30.99,-0.01581155211358498,0.017459016393442495,True,True,0.017459016393442495,0.01652952528369389,1,5000.0,87.29508196721247,82.64762641846946
BSFT US,2010-12-03,2010-12-15,2010-12-03,2010-12-15,2010-12-15,BSFT US,BroadSoft Inc,134.09,5.3,22.0,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit",557.64,5.454545498,3.0,"['Goldman Sachs', 'Jefferies']",557.64,4.568263120911111,23.1191,25.07,-0.12245712006382126,0.05086818181818176,True,True,0.01976818181818163,0.02048007150780662,2,913.6526241822222,18.06125119349294,18.711671076547077
SWC US,2010-11-29,2010-12-07,2010-11-29,2010-12-07,2010-12-07,SWC US,Stillwater Mining Co,795.857,37.0,19.5,"ADDL,Primary Share Offering,Secondary Share Offering",1984.11,-1.589743614,-2.307692289,"['Credit Suisse', 'JP Morgan', 'UBS', 'VTB Capital']",1984.11,39.31047293001111,21.1005,19.05,0.023622047244094446,0.08207692307692316,True,True,0.08207692307692316,0.07645744680851085,1,5000.0,410.3846153846158,382.28723404255425
VSI US,2010-11-29,2010-12-02,2010-11-29,2010-12-02,2010-12-02,VSI US,Vitamin Shoppe Inc,210.207,6.30301,29.0,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",0.0,1.655172467,2.344827652,"['Barclays', 'JP Morgan', 'Bank of America Merrill Lynch']",863.2346,4.31301677437778,29.5723,30.93,-0.06239896540575496,0.019734482758620553,True,True,0.019734482758620553,0.011177405133049767,1,862.6033548755561,17.023031034319906,9.64166716657199
CIS US,2010-11-24,2010-12-10,2010-11-24,2010-12-10,2010-12-10,CIS US,Camelot Information Systems In,160.568,7.16021,19.5,"ADDL,Secondary Share Offering",3502.4,12.2564106,7.692307472,"['Barclays', 'Goldman Sachs']",3502.4,4.4915696450633344,20.7793,17.9,0.08938547486033532,0.0656051282051282,True,True,0.0656051282051282,0.06265460103562304,1,898.3139290126669,58.93400048132845,56.28350082703164
RLD US,2010-11-22,2010-12-06,2010-11-22,2010-12-06,2010-12-06,RLD US,RealD Inc,249.396,7.815,27.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1391.03,1.261261225,1.945945978,"['JP Morgan', 'Piper Jaffray & Co']",1391.03,8.235525939666667,28.6849,27.67,0.002891217925551137,0.03369009009009005,True,True,0.02323963963963971,0.01860456638322394,2,1647.1051879333336,38.27813101615171,30.64367780905825
IL US,2010-11-19,2010-12-06,2010-11-19,2010-12-06,2010-12-06,IL US,Intralinks Holdings Inc,200.0,10.0,20.0,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",1045.13,-1.0,-2.0,"['Morgan Stanley', 'Deutsche Bank', 'Jefferies', 'Credit Suisse']",1045.13,5.702457467777777,20.4745,20.59,-0.02865468674113647,0.023724999999999996,True,True,-0.016529999999999934,-0.02114390969212454,2,1140.4914935555555,-18.852324388473257,-24.114449144374902
CVI US,2010-11-16,2010-11-19,2010-11-16,2010-11-18,2010-11-19,CVI US,CVR Energy Inc,222.525,18.0,10.75,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",936.53,4.1860466,6.04651165,"['Goldman Sachs', 'Deutsche Bank']",936.53,1.698150602647352,10.8778,11.03,-0.025385312783318126,0.011888372093023403,True,True,0.011888372093023403,0.015268042308009822,1,339.63012052947045,4.037649246852731,5.1854870493184295
QLIK US,2010-11-16,2010-12-03,2010-11-16,2010-12-03,2010-12-03,QLIK US,Qlik Technologies Inc,304.175,11.5,23.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1776.04,-0.9565217495,1.521739125,"['Morgan Stanley', 'Citi', 'JP Morgan']",1776.04,6.82448817268889,22.949,21.87,0.051668952903520804,-0.0022173913043477267,True,True,-0.0022173913043477267,0.0004650867165070238,1,1364.8976345377782,-3.0265121461488507,0.6347957592153791
TRW US,2010-11-15,2010-11-16,2010-11-15,2010-11-16,2010-11-16,TRW US,ZF TRW Automotive Holdings Cor,485.0,10.0,48.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,-3.19587636,-0.6804123521,['JP Morgan'],5972.4858,61.03840129633331,46.8609,49.53,-0.020795477488390945,-0.033795876288659765,True,True,-0.033795876288659765,-0.020545614946405943,1,5000.0,-168.97938144329882,-102.72807473202971
SNCR US,2010-11-12,2010-11-17,2010-11-12,2010-11-17,2010-11-17,SNCR US,Synchronoss Technologies Inc,124.376,4.258,25.4,"ADDL,Primary Share Offering,Secondary Share Offering",925.18,1.968505502,2.165355921,"['Credit Suisse', 'Deutsche Bank', 'Goldman Sachs']",925.18,5.0214766534166655,26.0165,26.22,-0.03127383676582762,0.02427165354330718,True,True,0.02558267716535445,0.007951392158511927,2,1004.2953306833332,25.692563223544603,7.985546017225599
CODI US,2010-11-11,2010-11-12,2010-11-11,2010-11-12,2010-11-12,CODI US,Compass Diversified Holdings,72.67,4.3,16.9,"ADDL,Primary Share Offering",780.36,-0.828400135,-0.1775125414,"['Morgan Stanley', 'UBS']",780.36,1.8666827499041259,16.7537,17.79,-0.050028105677346835,-0.008656804733727763,True,True,-0.008656804733727763,0.0010591325082209835,1,373.3365499808252,-3.2319016131475995,0.39541287659176
SFYWQ US,2010-11-10,2010-11-11,2010-11-10,2010-11-11,2010-11-11,SFYWQ US,Swift Energy Co/Texas,147.801,3.75,36.6,"ADDL,Primary Share Offering",1534.41,0.3005506396,-1.612017751,['JP Morgan'],1534.41,17.562686878,36.558,36.51,0.0024650780608053147,-0.0011475409836065875,True,True,-0.007245901639344243,0.007500086544075524,2,2956.0199999999995,-21.419030163934366,22.170405826018126
SYNT US,2010-11-10,2010-11-16,2010-11-10,2010-11-16,2010-11-16,SYNT US,Syntel Inc,123.975,2.61,47.5,"ADDL,Secondary Share Offering",1982.44,-0.2105263174,-0.3157894611,"['JP Morgan', 'Jefferies']",1982.44,3.2402242012511637,48.7971,53.1,-0.10546139359698681,0.027307368421052747,True,True,0.027307368421052747,0.04055762976330657,1,648.0448402502328,17.69639920607538,26.28316270089009
AGN US,2010-11-10,2010-11-11,2010-11-10,2010-11-11,2010-11-11,AGN US,Allergan PLC,525.251,10.5578,49.75,"ADDL,Primary Share Offering,Secondary Share Offering",6592.57,2.472361803,1.326633215,['JP Morgan'],6592.57,69.66155946623437,50.3286,51.47,-0.03341752477171167,0.011630150753768831,True,True,0.011630150753768831,0.01665321500418071,1,5000.0,58.150753768844154,83.26607502090356
EXPR US,2010-11-09,2010-12-09,2010-11-09,2010-12-09,2010-12-09,EXPR US,Express Inc,222.826,12.5,15.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1375.41,5.290322781,8.709677696,"['Bank of America Merrill Lynch', 'Morgan Stanley']",1375.41,2.6679940455627675,15.6861,14.59,0.06237148732008224,0.012006451612903257,True,True,0.06598902383737015,0.06051632530321127,2,533.5988091125535,35.211664534120615,32.29143911366142
IVZ US,2010-11-09,2010-11-10,2010-11-09,2010-11-10,2010-11-10,IVZ US,Invesco Ltd,663.548,30.8914,21.48,"ADDL,Secondary Share Offering",9924.96,2.467413664,4.515830994,['Morgan Stanley'],9924.96,68.8544253940754,22.0819,23.2,-0.07413793103448274,0.028021415270018668,True,True,0.028021415270018668,0.02906930957224807,1,5000.0,140.10707635009334,145.34654786124034
BKH US,2010-11-09,2010-11-10,2010-11-09,2010-11-10,2010-11-10,BKH US,Black Hills Corp,131.302,4.0,29.75,"ADDL,Primary Share Offering",1167.65,0.470588237,0.7394958138,"['JP Morgan', 'BMO Capital Markets', 'RBC Capital Markets', 'Credit Suisse']",1167.65,5.001437815718771,31.3063,31.99,-0.07002188183807434,0.052312605042016846,True,True,0.052312605042016846,0.05336049934424647,1,1000.2875631437541,52.327648219180695,53.37584385719019
AMSC US,2010-11-08,2010-11-11,2010-11-08,2010-11-11,2010-11-11,AMSC US,American Superconductor Corp,163.3,4.6,35.5,"ADDL,Primary Share Offering",1798.14,-0.7323943377,-2.873239517,"['Deutsche Bank', 'Morgan Stanley', 'Jefferies']",1798.14,31.79881004222223,35.3392,37.24,-0.04672395273899044,-0.00452957746478877,True,True,-0.0621945826170236,-0.056191673668532505,21,3266.0000000000005,-203.12750682719908,-183.5220062014272
IOC US,2010-11-05,2010-11-05,2010-11-05,2010-11-05,2010-11-05,IOC US,InterOil Corp,210.0,2.435,75.0,"ADDL,Primary Share Offering",0.0,4.840000153,7.013333321,"['Macquarie', 'Morgan Stanley']",3458.8021,46.19970995548889,76.9816,78.43,-0.04373326533214339,0.026421333333333408,True,True,0.026421333333333408,0.02514599480235269,1,4200.0,110.96960000000031,105.6131781698813
WPRT US,2010-11-04,2010-11-09,2010-11-04,2010-11-09,2010-11-09,WPRT US,Westport Fuel Systems Inc,121.756,6.05,17.5,"ADDL,Primary Share Offering",819.574,-0.5135714412,-0.2285714298,"['JP Morgan', 'Morgan Stanley']",819.574,7.4615476643333345,17.9231,19.54,-0.10440122824974407,0.024177142857142897,True,True,-0.0003314285714286491,0.003649126978723549,2,1492.3095328666668,-0.4945940166073541,5.4456269769900905
WR US,2010-11-03,2010-11-04,2010-11-03,2010-11-04,2010-11-04,WR US,Westar Energy Inc,220.283,7.5,25.54,"ADDL,Primary Share Offering",3050.98,0.9005445242,0.03915068135,"['Bank of America Merrill Lynch', 'JP Morgan', 'Citi', 'Wells Fargo']",3050.98,12.319619899295683,25.3737,25.27,0.01068460625247325,-0.006511354737666397,True,True,0.0015404223488484359,-0.011638690314792921,2,2463.923979859137,3.795483564438598,-28.676848160772565
BLK US,2010-11-03,2010-11-08,2010-11-03,2010-11-08,2010-11-08,BLK US,BlackRock Inc,9174.15,51.0758,163.0,"ADDL,Secondary Share Offering",20529.8,1.601227045,0.9263803959,"['Bank of America Merrill Lynch', 'Morgan Stanley', 'Barclays']",20529.8,69.89139275859802,169.5471,165.66,-0.01605698418447421,0.040166257668711625,True,True,0.040166257668711625,0.04295021838884261,1,5000.0,200.83128834355813,214.75109194421304
ACOM US,2010-11-02,2010-11-11,2010-11-02,2010-11-11,2010-11-11,ACOM US,Ancestry.com Inc,113.499,3.79595,26.0,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",1192.63,2.576923132,1.884615421,"['Morgan Stanley', 'Bank of America Merrill Lynch']",1192.63,5.117821792888889,26.2487,25.7,0.011673151750972721,0.009565384615384698,True,True,0.021246153846153915,0.036185013131786015,2,1023.5643585777779,21.74680583378332,37.03768975636502
MTB US,2010-10-05,2010-10-07,2010-10-05,2010-10-06,2010-10-07,MTB US,M&T Bank Corp,2069.25,26.7,77.5,"ADDL,Primary Share Offering",0.0,1.393548369,-0.8129032254,"['Morgan Stanley', 'Citi']",9897.6227,55.97449204764326,77.3166,83.09,-0.06727644722589965,-0.0023664516129032753,True,True,-0.0023664516129032753,-0.0013766181714151005,1,5000.0,-11.832258064516378,-6.883090857075502
1553838D US,2010-09-27,2010-09-30,2010-09-27,2010-09-30,2010-09-30,1553838D US,Entropic Communications Inc,105.35,10.75,9.8,"ADDL,Primary Share Offering",808.51,-0.2040835768,-1.42857337,"['JP Morgan', 'Barclays']",808.51,15.15430564088889,9.849,9.8,0.0,0.004999999999999893,True,True,0.004999999999999893,0.00530937773882556,1,2107.0,10.534999999999776,11.186858895705456
ED US,2010-09-27,2010-09-28,2010-09-27,2010-09-28,2010-09-28,ED US,Consolidated Edison Inc,305.929,6.3,48.5601,"ADDL,Primary Share Offering",14086.3,-0.1237653047,-0.2679165602,['Morgan Stanley'],14086.3,68.15641734153509,48.3743,48.75,-0.003895384615384634,-0.003826186519385266,True,True,-0.003826186519385266,-0.003630185640457584,1,5000.0,-19.130932596926332,-18.15092820228792
KRA US,2010-09-14,2010-09-23,2010-09-14,2010-09-23,2010-09-23,KRA US,Kraton Corp,243.8,8.0,26.5,"ADDL,Secondary Share Offering",813.18,0.8679245114,0.03773584962,"['Bank of America Merrill Lynch', 'Morgan Stanley', 'Credit Suisse', 'Oppenheimer & Co']",813.18,6.078972507688888,27.4344,27.47,-0.03531124863487434,0.035260377358490524,True,True,0.006833962264150895,-0.005141327411934293,2,1215.7945015377777,8.30869374447132,-6.250797598035167
DGI US,2010-09-14,2010-09-15,2010-09-14,2010-09-15,2010-09-15,DGI US,DigitalGlobe Inc,208.752,6.00088,30.25,"ADDL,Secondary Share Offering",1413.65,1.983471036,0.7933884263,"['Morgan Stanley', 'JP Morgan']",1413.65,8.776968033933336,30.6539,31.37,-0.03570290086069494,0.013352066115702499,True,True,0.010442975206611527,0.013398284238322011,2,1755.3936067866673,18.33153191351755,23.51926249386103
AU US,2010-09-14,2010-09-15,2010-09-14,2010-09-15,2010-09-15,AU US,AngloGold Ashanti Ltd,789.091,15.7739,43.5,"ADDL,Primary Share Offering",0.0,3.563218355,3.057471275,"['Morgan Stanley', 'UBS']",17082.1922,64.90779264807243,44.4904,46.72,-0.06892123287671226,0.022767816091953996,True,True,0.022767816091953996,0.022653606857066633,1,5000.0,113.83908045976997,113.26803428533316
INT US,2010-09-13,2010-09-15,2010-09-13,2010-09-15,2010-09-15,INT US,World Fuel Services Corp,230.0,8.0,25.0,"ADDL,Primary Share Offering",1692.89,2.0,0.4399999976,"['Credit Suisse', 'Bank of America Merrill Lynch', 'JP Morgan']",1692.89,13.845851066115937,25.548000000000002,26.0,-0.038461538461538436,0.02192000000000016,True,True,0.011389289225761212,0.014371400354315611,2,2769.170213223187,31.538880473761726,39.796853783475946
UIL US,2010-09-13,2010-09-16,2010-09-13,2010-09-16,2010-09-16,UIL US,UIL Holdings Corp/Old,524.141,17.7,25.75,"ADDL,Primary Share Offering",1298.57,2.097087383,1.398058295,"['Morgan Stanley', 'JP Morgan', 'Bank of America Merrill Lynch']",1298.57,3.802873582004003,26.427599999999998,27.13,-0.05086619977884255,0.02631456310679603,True,True,0.02631456310679603,0.0293436548234296,1,760.5747164008006,20.01419137216236,22.318041945492954
TRW US,2010-09-09,2010-09-10,2010-09-09,2010-09-10,2010-09-10,TRW US,ZF TRW Automotive Holdings Cor,282.4,8.0,35.3,"ADDL,Secondary Share Offering",0.0,0.5099171996,1.6147331,['Morgan Stanley'],4409.5361,58.02363911680003,35.3914,36.86,-0.042322300596853046,0.002589235127478773,True,True,0.002589235127478773,-0.0013028283645846184,1,5000.0,12.946175637393864,-6.514141822923092
NI US,2010-09-07,2010-09-08,2010-09-07,2010-09-08,2010-09-08,NI US,NiSource Inc,400.372,21.1,16.5,"ADDL,Primary Share Offering",4590.23,3.575757504,3.090909004,"['Credit Suisse', 'Barclays', 'Citi', 'JP Morgan']",4590.23,14.637778754141548,17.0844,17.61,-0.0630323679727427,0.03541818181818179,True,True,0.03541818181818179,0.029754035197333994,1,2927.5557508283096,103.68870186570078,87.10659685230307
FMCN US,2010-09-07,2010-09-07,2010-09-07,2010-09-07,2010-09-07,FMCN US,Focus Media Holding Ltd,153.09,8.1,18.9,"ADDL,Secondary Share Offering",13530.3,4.338626385,2.751324892,['Goldman Sachs'],13530.3,24.62416271014592,19.9268,20.02,-0.05594405594405605,0.054328042328042336,True,True,0.02964598287025555,0.0312717062578598,2,3061.8,90.77007035214845,95.74771022031514
PBR/A US,2010-09-03,2010-09-24,2010-09-03,2010-09-23,2010-09-24,PBR/A US,Petroleo Brasileiro SA,4076.7,100.417,30.59,"ADDL,Primary Share Offering",0.0,1.078783393,4.609348774,"['Banco Itau BBA', 'Bank of America Merrill Lynch', 'Bradesco BBI SA', 'Citi', 'Morgan Stanley', 'Banco Santander']",156229.0808,130.53001724793418,31.0723,33.05,-0.07443267776096818,0.015766590389016066,True,True,0.015766590389016066,-7.722933432163792e-05,1,5000.0,78.83295194508034,-0.3861466716081896
PBR US,2010-09-03,2010-09-24,2010-09-03,2010-09-23,2010-09-24,PBR US,Petroleo Brasileiro SA,5940.83,134.648,34.49,"ADDL,Primary Share Offering",0.0,1.681641936,3.972160816,"['Banco Itau BBA', 'Bank of America Merrill Lynch', 'Bradesco BBI SA', 'Morgan Stanley', 'Banco Santander', 'Citi']",156229.0808,328.27401313016094,35.3909,37.48,-0.07977588046958362,0.026120614670919196,True,True,0.026120614670919196,0.010276794947581491,1,5000.0,130.60307335459598,51.38397473790746
MDRX US,2010-08-16,2010-08-17,2010-08-16,2010-08-17,2010-08-17,MDRX US,Allscripts Healthcare Solution,529.402,27.0,17.05,"ADDL,Primary Share Offering,Secondary Share Offering",3247.16,1.290327072,-0.9970630407,"['Credit Suisse', 'Barclays', 'JP Morgan', 'UBS']",3247.16,30.058665247477773,17.2313,17.35,-0.01729106628242083,0.010633431085043998,True,True,0.010633431085043998,-0.0013925670579457705,1,5000.0,53.16715542521999,-6.962835289728853
1373183D US,2010-08-12,2010-08-13,2010-08-12,2010-08-13,2010-08-13,1373183D US,Avago Technologies Ltd,304.062,14.905,20.4,"ADDL,Secondary Share Offering,PE Backed,PE Exit",4881.68,-2.009802103,-0.637253046,"['Morgan Stanley', 'Citi', 'Deutsche Bank', 'Barclays']",4881.68,13.938920841535401,20.2466,20.41,-0.0004899559039687196,-0.007519607843137099,True,True,-0.007519607843137099,-0.007922665522080652,1,2787.7841683070806,-20.963043696975358,-22.08668151324879
NCMI US,2010-08-09,2010-08-13,2010-08-09,2010-08-13,2010-08-13,NCMI US,National CineMedia Inc,175.288,10.7,16.0,"ADDL,Primary Share Offering,Secondary Share Offering",848.05,-0.625,0.0,"['Credit Suisse', 'Citi', 'Morgan Stanley']",848.05,2.273534180955886,15.905100000000001,17.46,-0.08361970217640324,-0.0059312499999999435,True,True,-0.0059312499999999435,-0.006334307678943496,1,454.7068361911772,-2.6969799221588944,-2.880253004153876
COT US,2010-08-05,2010-08-12,2010-08-05,2010-08-12,2010-08-12,COT US,Cott Corp,74.704,11.6,5.6,"ADDL,Primary Share Offering",530.6,12.14285946,12.85714436,"['Deutsche Bank', 'JP Morgan', 'Morgan Stanley']",530.6,2.696420157421072,6.0666,5.87,-0.04599659284497448,0.08332142857142877,True,True,0.08332142857142877,0.08802649769585269,1,539.2840314842144,44.933915909024115,47.47128455485535
MOH US,2010-08-04,2010-08-10,2010-08-04,2010-08-10,2010-08-10,MOH US,Molina Healthcare Inc,124.2,4.0,27.0,"ADDL,Primary Share Offering,Secondary Share Offering",821.77,0.814814806,-0.9259259105,"['Bank of America Merrill Lynch', 'JP Morgan']",821.77,8.087902548177777,27.3673,31.71,-0.14853358561967833,0.013603703703703784,True,True,0.013603703703703784,0.021386022673050675,1,1617.5805096355555,22.00508596996826,34.593613454550855
ASR US,2010-08-03,2010-08-11,2010-08-03,2010-08-11,2010-08-11,ASR US,Grupo Aeroportuario del Surest,214.923,4.36129,44.8,"ADDL,Secondary Share Offering",0.0,-0.4687483013,0.2232159972,"['JP Morgan', 'Macquarie']",1569.6,5.353476154713162,46.1689,52.32,-0.143730886850153,0.03055580357142862,True,True,0.03055580357142862,0.054123564232290367,1,1070.6952309426324,32.71595316154848,57.949842105130536
XEL US,2010-08-02,2010-08-03,2010-08-02,2010-08-03,2010-08-03,XEL US,Xcel Energy Inc,469.775,19.0,21.5,"ADDL,Primary Share Offering",9951.02,0.976744175,1.674418569,"['Barclays', 'JP Morgan', 'Bank of America Merrill Lynch']",9951.02,36.26380291150075,22.1665,22.34,-0.0376007162041182,0.030999999999999917,True,True,0.030999999999999917,0.034331401827501606,1,5000.0,154.99999999999957,171.65700913750803
AZPN US,2010-07-30,2010-09-23,2010-07-30,2010-09-23,2010-09-23,AZPN US,Aspen Technology Inc,186.3,18.0,9.0,"ADDL,Secondary Share Offering",860.33,10.55555534,11.66666698,"['JP Morgan', 'Deutsche Bank']",860.33,6.485946932488892,9.7046,10.93,-0.17657822506861842,0.07828888888888885,True,True,0.07828888888888885,0.08291646136067454,1,1297.1893864977783,101.55551574737046,107.55835364302015
APA US,2010-07-20,2010-07-23,2010-07-20,2010-07-23,2010-07-23,APA US,Apache Corp,2327.6,23.0,88.0,"ADDL,Primary Share Offering",31750.6,7.340909004,8.522727013,"['Bank of America Merrill Lynch', 'Citi', 'JP Morgan', 'Goldman Sachs']",31750.6,349.24881640259645,91.4658,88.28,-0.003171726325328472,0.03938409090909101,True,True,0.03938409090909101,0.0352507882200539,1,5000.0,196.92045454545504,176.2539411002695
FANH US,2010-07-07,2010-07-08,2010-07-07,2010-07-08,2010-07-08,FANH US,Fanhua Inc,115.0,4.6,25.0,"ADDL,Primary Share Offering",1261.25,3.359999895,-1.080000043,"['Bank of America Merrill Lynch', 'Morgan Stanley']",1261.25,7.998285574269287,25.6099,27.35,-0.08592321755027432,0.024396000000000084,True,True,0.0197491684036033,0.015968664790036113,2,1599.6571148538576,31.59189774927102,25.54438824609755
PPL US,2010-06-21,2010-06-22,2010-06-21,2010-06-22,2010-06-22,PPL US,PPL Corp,2484.0,90.0,24.0,"ADDL,Primary Share Offering",11248.5,1.75,3.75,"['Wells Fargo', 'Morgan Stanley', 'Citi', 'Bank of America Merrill Lynch', 'Credit Suisse']",11248.5,56.99880946357949,24.6364,25.66,-0.06469212782540923,0.026516666666666522,True,True,0.026516666666666522,0.032159170043523755,1,5000.0,132.5833333333326,160.79585021761878
RGLD US,2010-06-21,2010-06-23,2010-06-21,2010-06-23,2010-06-23,RGLD US,Royal Gold Inc,290.03,5.2,48.5,"ADDL,Primary Share Offering",2597.85,0.3298968971,-0.04123711213,"['Goldman Sachs', 'HSBC', 'Scotiabank']",2597.85,32.42655938079451,48.7097,53.35,-0.09090909090909094,0.004323711340206149,True,True,0.004323711340206149,0.006632743894080528,1,5000.0,21.618556701030744,33.16371947040264
OCSL US,2010-06-15,2010-06-16,2010-06-15,2010-06-16,2010-06-16,OCSL US,Oaktree Specialty Lending Corp,105.8,8.0,11.5,"ADDL,Primary Share Offering",626.55,1.130434752,0.4347825944,"['Wells Fargo', 'Morgan Stanley', 'UBS', 'RBC Capital Markets']",626.55,2.5516428642449713,11.4825,12.1,-0.04958677685950408,-0.0015217391304347405,True,True,-0.0015217391304347405,0.00010735831006813967,1,510.32857284899427,-0.7765869586832307,0.05478801316055353
GMRRQ US,2010-06-14,2010-06-17,2010-06-14,2010-06-17,2010-06-17,GMRRQ US,Gener8 Maritime Inc/Old,206.55,30.6,6.75,"ADDL,Primary Share Offering",600.11,0.2962962985,0.1481481493,"['Goldman Sachs', 'Cowen & Co', 'Jefferies', 'JP Morgan']",600.11,7.2710695989253935,7.0821,7.8,-0.13461538461538458,0.04919999999999991,True,True,0.013175577519825232,0.015344949901074711,2,1454.2139197850788,19.16010823053722,22.314839744547513
LNC US,2010-06-14,2010-06-14,2010-06-14,2010-06-14,2010-06-14,LNC US,Lincoln National Corp,385.25,12.2936,27.25,"ADDL,Primary Share Offering",8628.6,1.32110095,2.311926603,"['JP Morgan', 'Credit Suisse', 'Morgan Stanley', 'Wells Fargo']",8628.6,125.85498198049832,27.6573,27.41,-0.005837285662167124,0.014946788990825688,True,True,0.014946788990825688,0.006953215431036774,1,5000.0,74.73394495412845,34.76607715518387
CNP US,2010-06-08,2010-06-09,2010-06-08,2010-06-09,2010-06-09,CNP US,CenterPoint Energy Inc,326.37,22.0,12.9,"ADDL,Primary Share Offering",5426.78,2.093026161,2.015506983,"['Credit Suisse', 'Morgan Stanley', 'JP Morgan', 'Wells Fargo']",5426.78,45.03804999908748,13.0138,13.33,-0.032258064516129004,0.00882170542635663,True,True,0.00882170542635663,0.003310258647975628,1,5000.0,44.10852713178315,16.55129323987814
BK US,2010-06-03,2010-06-04,2010-06-03,2010-06-03,2010-06-04,BK US,Bank of New York Mellon Corp/T,700.0,25.9259,27.0,"ADDL,Primary Share Offering",0.0,-3.07407403,-5.111111164,"['Goldman Sachs', 'Citi']",33089.0183,273.5327199445146,26.3554,27.28,-0.01026392961876832,-0.023874074074074048,True,True,-0.023874074074074048,-0.0005700414506033535,1,5000.0,-119.37037037037024,-2.8502072530167677
MFGLQ US,2010-06-01,2010-06-02,2010-06-01,2010-06-02,2010-06-02,MFGLQ US,MF Global Holdings Ltd,184.0,22.5352,7.1,"ADDL,Primary Share Offering",1024.9,5.633804321,6.056339264,"['JP Morgan', 'Citi', 'Deutsche Bank']",1024.9,27.982330670222222,7.0441,7.59,-0.06455862977602111,-0.007873239436619661,True,True,-0.007873239436619661,-0.020062112741902505,1,3680.0,-28.973521126760353,-73.82857489020122
